,,,,,,av,4706.05575
,y_true,y_pred,denomonador,Numerador,,sumd,298308685
1012.129408,4186.05,3173.920592,270405.98,1024405.938,,sumn,415688938.7
821.4731082,5116.28,5937.753108,168283.9353,674818.0674,,,
291.8217206,4672.09,4380.268279,1153.672173,85159.91663,,,
352.0978119,6483.72,6835.817812,3160090.186,123972.8691,,r2,1.393485874
2357.523249,5327.91,7685.433249,386702.7082,5557915.87,,r2_,
903.3455542,4930.23,4026.884446,50254.09436,816033.1903,,,
729.5064952,3813.95,3084.443505,795852.6692,532179.7266,,,
219.701084,4958.14,5177.841084,63546.4691,48268.56629,,,
878.080083,5745.35,6623.430083,1080132.538,771024.6321,,,
1645.601442,4958.14,6603.741442,63546.4691,2708004.107,,,
1003.722014,4868.6,3864.877986,26420.63321,1007457.881,,,
542.3875266,4238.37,3695.982473,218729.9608,294184.229,,,
429.6366304,5404.65,4975.01337,488033.9261,184587.6342,,,
1311.523004,6674.42,5362.896996,3874457.821,1720092.591,,,
1223.499275,4825.58,3602.080725,14286.04634,1496950.476,,,
193.7390302,4576.74,4770.47903,16722.5632,37534.81182,,,
1583.626088,3446.51,1862.883912,1586455.496,2507871.588,,,
1100.829117,1883.72,2984.549117,7965579.086,1211824.746,,,
673.9947695,3861.63,4535.62477,713054.8473,454268.9494,,,
1475.381236,7198.84,5723.458764,6213973.317,2176749.791,,,
333.8067621,6046.51,5712.703238,1796817.596,111426.9544,,,
581.4617907,1811.63,2393.091791,8377700.422,338097.8141,,,
1477.889943,5603.49,7081.379943,805388.2331,2184158.684,,,
1626.976676,5462.79,7089.766676,572646.7251,2647053.104,,,
136.0002556,7720.93,7856.930256,9089466.743,18496.06952,,,
999.5949176,2947.67,3947.264918,3091920.446,999189.9992,,,
2458.100267,4897.67,2439.569733,36716.0208,6042256.924,,,
144.9766955,4767.44,4912.416696,3768.026148,21018.24225,,,
2071.129565,4988.37,2917.240435,79701.33575,4289577.673,,,
1888.789123,5115.12,3226.330877,167333.5606,3567524.353,,,
442.6949746,6102.33,6545.024975,1949581.781,195978.8406,,,
2019.920725,6498.84,4478.919275,3214075.367,4080079.735,,,
2016.298971,5933.72,3917.421029,1507159.511,4065461.541,,,
2126.775453,6197.67,4070.894547,2224913.071,4523173.828,,,
1725.714196,2193.02,3918.734196,6315348.681,2978089.485,,,
3929.056014,3013.95,-915.1060141,2863221.869,15437481.16,,,
2350.299378,5925.81,3575.510622,1487800.43,5523907.165,,,
1851.68114,4343.02,6194.70114,131794.9558,3428723.042,,,
6636.943064,4767.44,11404.38306,3768.026148,44049013.23,,,
1018.90528,3909.3,2890.39472,634819.7252,1038167.97,,,
387.9262185,5053.49,5441.416218,120710.5581,150486.751,,,
1329.236036,5581.4,4252.163964,766227.556,1766868.44,,,
3013.809338,2895.35,5909.159338,3278655.313,9083046.724,,,
110.4030675,3767.44,3877.843067,880999.5261,12188.83731,,,
3688.572171,3255.81,6944.382171,2103212.735,13605564.66,,,
264.8319041,4922.09,5186.921904,46670.79717,70135.93741,,,
439.2526331,4709.3,4270.047367,10.52515806,192942.8757,,,
244.4635378,5148.84,4904.376462,196057.892,59762.4213,,,
1751.979204,1995.35,3747.329204,7347925.663,3069431.133,,,
4007.329454,5462.79,1455.460546,572646.7251,16058689.35,,,
959.5221236,5434.88,4475.357876,531184.7874,920682.7056,,,
81.45512721,6006.98,5925.524873,1692403.904,6634.937748,,,
2182.391994,3813.95,5996.341994,795852.6692,4762834.816,,,
767.6673302,5674.42,4906.75267,937729.3207,589313.1298,,,
587.5915003,6122.09,5534.4985,2005152.997,345263.7712,,,
798.9728794,4958.14,4159.167121,63546.4691,638357.662,,,
416.340803,3906.98,4323.320803,638522.0542,173339.6642,,,
137.1280814,6046.51,6183.638081,1796817.596,18804.1107,,,
989.1769762,5148.84,6138.016976,196057.892,978471.0902,,,
1395.547251,4651.16,3255.612749,3013.543368,1947552.131,,,
58.58570465,5860.47,5919.055705,1332672.261,3432.284789,,,
18.88884134,5116.28,5135.168841,168283.9353,356.788327,,,
46.09528995,6102.33,6148.42529,1949581.781,2124.775756,,,
