,vector,Fitnes
0,[0.173      0.         0.544      0.283      0.33333333],0.3333333333333333
1,[0.173      0.         0.544      0.283      0.33333333],0.3333333333333333
2,[0.173      0.         0.544      0.283      0.33333333],0.3333333333333333
3,[0.173      0.         0.544      0.283      0.33333333],0.3333333333333333
4,[0.173      0.         0.544      0.283      0.33333333],0.3333333333333333
5,[0.173      0.         0.544      0.283      0.33333333],0.3333333333333333
6,[0.173      0.         0.544      0.283      0.33333333],0.3333333333333333
7,[0.173      0.         0.544      0.283      0.33333333],0.3333333333333333
8,[0.173      0.         0.544      0.283      0.33333333],0.3333333333333333
9,[0.173      0.         0.544      0.283      0.33333333],0.3333333333333333
