,vector,Fitnes
0,[0.138      0.377      0.113      0.372      0.33333333],0.3333333333333333
1,[0.138      0.377      0.113      0.372      0.33333333],0.3333333333333333
2,[0.138      0.377      0.113      0.372      0.33333333],0.3333333333333333
3,[0.138      0.377      0.113      0.372      0.33333333],0.3333333333333333
4,[0.138      0.377      0.113      0.372      0.33333333],0.3333333333333333
5,[0.138      0.377      0.113      0.372      0.33333333],0.3333333333333333
6,[0.138      0.377      0.113      0.372      0.33333333],0.3333333333333333
7,[0.138      0.377      0.113      0.372      0.33333333],0.3333333333333333
8,[0.138      0.377      0.113      0.372      0.33333333],0.3333333333333333
9,[0.138      0.377      0.113      0.372      0.33333333],0.3333333333333333
