,vector,Fitnes
0,[0.372      0.235      0.304      0.091      0.33333333],0.3333333333333333
1,[0.372      0.235      0.304      0.091      0.33333333],0.3333333333333333
2,[0.372      0.235      0.304      0.091      0.33333333],0.3333333333333333
3,[0.372      0.235      0.304      0.091      0.33333333],0.3333333333333333
4,[0.372      0.235      0.304      0.091      0.33333333],0.3333333333333333
5,[0.372      0.235      0.304      0.091      0.33333333],0.3333333333333333
6,[0.372      0.235      0.304      0.091      0.33333333],0.3333333333333333
7,[0.372      0.235      0.304      0.091      0.33333333],0.3333333333333333
8,[0.372      0.235      0.304      0.091      0.33333333],0.3333333333333333
9,[0.372      0.235      0.304      0.091      0.33333333],0.3333333333333333
