,vector,Fitnes
0,[0.264      0.128      0.575      0.033      0.33333333],0.3333333333333333
1,[0.264      0.128      0.575      0.033      0.33333333],0.3333333333333333
2,[0.264      0.128      0.575      0.033      0.33333333],0.3333333333333333
3,[0.264      0.128      0.575      0.033      0.33333333],0.3333333333333333
4,[0.264      0.128      0.575      0.033      0.33333333],0.3333333333333333
5,[0.264      0.128      0.575      0.033      0.33333333],0.3333333333333333
6,[0.264      0.128      0.575      0.033      0.33333333],0.3333333333333333
7,[0.264      0.128      0.575      0.033      0.33333333],0.3333333333333333
8,[0.264      0.128      0.575      0.033      0.33333333],0.3333333333333333
9,[0.264      0.128      0.575      0.033      0.33333333],0.3333333333333333
