,vector,curvaSA
0,"[0.0078 0.0068 0.     0.0028 0.0008 0.0051 0.0664 0.006  0.     0.0009
 0.0045 0.0105 0.     0.0121 0.     0.0038 0.0041 0.     0.0025 0.0032
 0.     0.     0.0069 0.0034 0.     0.0306 0.0058 0.     0.     0.
 0.0038 0.0025 0.     0.     0.0053 0.0021 0.0008 0.0072 0.     0.
 0.     0.0045 0.0056 0.0024 0.0048 0.0121 0.0015 0.0067 0.0072 0.0122
 0.     0.     0.006  0.     0.0035 0.     0.     0.0075 0.0063 0.0579
 0.     0.0108 0.0067 0.0024 0.0098 0.0004 0.0084 0.0064 0.     0.
 0.0094 0.     0.0055 0.0083 0.0064 0.0101 0.     0.0049 0.     0.0064
 0.0331 0.     0.0075 0.0542 0.0088 0.0002 0.     0.0092 0.0093 0.
 0.     0.0007 0.0088 0.0009 0.     0.0068 0.0121 0.0081 0.0096 0.001
 0.004  0.0067 0.0038 0.     0.0025 0.0004 0.     0.0019 0.     0.0119
 0.0116 0.0121 0.0049 0.     0.     0.     0.     0.0092 0.009  0.
 0.0111 0.0261 0.     0.0121 0.008  0.0026 0.0098 0.     0.     0.
 0.     0.     0.0079 0.0086 0.0101 0.0122 0.     0.     0.0045 0.
 0.     0.0002 0.011  0.     0.0044 0.0088 0.     0.     0.0071 0.004
 0.0077 0.0077 0.0101 0.     0.     0.     0.0036 0.0073 0.0406 0.0085
 0.0072 0.0054 0.     0.0073 0.0096 0.0055 0.0107 0.     0.     0.0001
 0.0101 0.0099 0.     0.0125]",0.37549407114624506
1,"[0.0078 0.0068 0.     0.0028 0.0008 0.0051 0.0664 0.006  0.     0.0009
 0.0045 0.0105 0.     0.0121 0.     0.0038 0.0041 0.     0.0025 0.0032
 0.     0.     0.0069 0.0034 0.     0.0306 0.0058 0.     0.     0.
 0.0038 0.0025 0.     0.     0.0053 0.0021 0.0008 0.0072 0.     0.
 0.     0.0045 0.0056 0.0024 0.0048 0.0121 0.0015 0.0067 0.0072 0.0122
 0.     0.     0.006  0.     0.0035 0.     0.     0.0075 0.0063 0.0579
 0.     0.0108 0.0067 0.0024 0.0098 0.0004 0.0084 0.0064 0.     0.
 0.0094 0.     0.0055 0.0083 0.0064 0.0101 0.     0.0049 0.     0.0064
 0.0331 0.     0.0075 0.0542 0.0088 0.0002 0.     0.0092 0.0093 0.
 0.     0.0007 0.0088 0.0009 0.     0.0068 0.0121 0.0081 0.0096 0.001
 0.004  0.0067 0.0038 0.     0.0025 0.0004 0.     0.0019 0.     0.0119
 0.0116 0.0121 0.0049 0.     0.     0.     0.     0.0092 0.009  0.
 0.0111 0.0261 0.     0.0121 0.008  0.0026 0.0098 0.     0.     0.
 0.     0.     0.0079 0.0086 0.0101 0.0122 0.     0.     0.0045 0.
 0.     0.0002 0.011  0.     0.0044 0.0088 0.     0.     0.0071 0.004
 0.0077 0.0077 0.0101 0.     0.     0.     0.0036 0.0073 0.0406 0.0085
 0.0072 0.0054 0.     0.0073 0.0096 0.0055 0.0107 0.     0.     0.0001
 0.0101 0.0099 0.     0.0125]",0.37549407114624506
2,"[0.0078 0.0068 0.     0.0028 0.0008 0.0051 0.0664 0.006  0.     0.0009
 0.0045 0.0105 0.     0.0121 0.     0.0038 0.0041 0.     0.0025 0.0032
 0.     0.     0.0069 0.0034 0.     0.0306 0.0058 0.     0.     0.
 0.0038 0.0025 0.     0.     0.0053 0.0021 0.0008 0.0072 0.     0.
 0.     0.0045 0.0056 0.0024 0.0048 0.0121 0.0015 0.0067 0.0072 0.0122
 0.     0.     0.006  0.     0.0035 0.     0.     0.0075 0.0063 0.0579
 0.     0.0108 0.0067 0.0024 0.0098 0.0004 0.0084 0.0064 0.     0.
 0.0094 0.     0.0055 0.0083 0.0064 0.0101 0.     0.0049 0.     0.0064
 0.0331 0.     0.0075 0.0542 0.0088 0.0002 0.     0.0092 0.0093 0.
 0.     0.0007 0.0088 0.0009 0.     0.0068 0.0121 0.0081 0.0096 0.001
 0.004  0.0067 0.0038 0.     0.0025 0.0004 0.     0.0019 0.     0.0119
 0.0116 0.0121 0.0049 0.     0.     0.     0.     0.0092 0.009  0.
 0.0111 0.0261 0.     0.0121 0.008  0.0026 0.0098 0.     0.     0.
 0.     0.     0.0079 0.0086 0.0101 0.0122 0.     0.     0.0045 0.
 0.     0.0002 0.011  0.     0.0044 0.0088 0.     0.     0.0071 0.004
 0.0077 0.0077 0.0101 0.     0.     0.     0.0036 0.0073 0.0406 0.0085
 0.0072 0.0054 0.     0.0073 0.0096 0.0055 0.0107 0.     0.     0.0001
 0.0101 0.0099 0.     0.0125]",0.37549407114624506
3,"[0.0048 0.0047 0.     0.0019 0.0005 0.0035 0.     0.0042 0.0184 0.0006
 0.     0.     0.     0.0083 0.     0.0026 0.0029 0.     0.0017 0.0023
 0.     0.     0.0048 0.0024 0.     0.     0.004  0.     0.036  0.
 0.0026 0.0017 0.     0.     0.0036 0.0014 0.0005 0.005  0.     0.
 0.     0.     0.0039 0.     0.     0.0083 0.001  0.0046 0.005  0.0084
 0.     0.0184 0.0042 0.     0.0024 0.     0.     0.     0.0043 0.04
 0.     0.     0.0046 0.0016 0.0068 0.     0.0058 0.0044 0.     0.0763
 0.0065 0.     0.0038 0.0057 0.0044 0.0092 0.0111 0.0298 0.     0.0044
 0.0229 0.     0.0014 0.0375 0.0061 0.0002 0.     0.0063 0.0064 0.
 0.     0.0005 0.0435 0.     0.     0.0047 0.0083 0.     0.0066 0.0007
 0.0028 0.     0.0026 0.0997 0.0017 0.0003 0.     0.0014 0.     0.0082
 0.0081 0.0083 0.     0.     0.     0.     0.     0.0063 0.0063 0.
 0.     0.0777 0.     0.     0.0055 0.0018 0.     0.     0.     0.
 0.     0.     0.0055 0.006  0.007  0.0084 0.     0.     0.     0.
 0.     0.0002 0.0076 0.     0.003  0.0061 0.     0.     0.005  0.0028
 0.     0.0053 0.007  0.     0.     0.     0.0024 0.0551 0.0282 0.0059
 0.0294 0.     0.     0.005  0.0066 0.0038 0.0074 0.     0.     0.
 0.007  0.0069 0.     0.0087]",0.3794466403162055
4,"[0.0048 0.0047 0.     0.0019 0.0005 0.0035 0.     0.0042 0.0184 0.0006
 0.     0.     0.     0.0083 0.     0.0026 0.0029 0.     0.0017 0.0023
 0.     0.     0.0048 0.0024 0.     0.     0.004  0.     0.036  0.
 0.0026 0.0017 0.     0.     0.0036 0.0014 0.0005 0.005  0.     0.
 0.     0.     0.0039 0.     0.     0.0083 0.001  0.0046 0.005  0.0084
 0.     0.0184 0.0042 0.     0.0024 0.     0.     0.     0.0043 0.04
 0.     0.     0.0046 0.0016 0.0068 0.     0.0058 0.0044 0.     0.0763
 0.0065 0.     0.0038 0.0057 0.0044 0.0092 0.0111 0.0298 0.     0.0044
 0.0229 0.     0.0014 0.0375 0.0061 0.0002 0.     0.0063 0.0064 0.
 0.     0.0005 0.0435 0.     0.     0.0047 0.0083 0.     0.0066 0.0007
 0.0028 0.     0.0026 0.0997 0.0017 0.0003 0.     0.0014 0.     0.0082
 0.0081 0.0083 0.     0.     0.     0.     0.     0.0063 0.0063 0.
 0.     0.0777 0.     0.     0.0055 0.0018 0.     0.     0.     0.
 0.     0.     0.0055 0.006  0.007  0.0084 0.     0.     0.     0.
 0.     0.0002 0.0076 0.     0.003  0.0061 0.     0.     0.005  0.0028
 0.     0.0053 0.007  0.     0.     0.     0.0024 0.0551 0.0282 0.0059
 0.0294 0.     0.     0.005  0.0066 0.0038 0.0074 0.     0.     0.
 0.007  0.0069 0.     0.0087]",0.3794466403162055
5,"[0.0048 0.0047 0.     0.0019 0.0005 0.0035 0.     0.0042 0.0184 0.0006
 0.     0.     0.     0.0083 0.     0.0026 0.0029 0.     0.0017 0.0023
 0.     0.     0.0048 0.0024 0.     0.     0.004  0.     0.036  0.
 0.0026 0.0017 0.     0.     0.0036 0.0014 0.0005 0.005  0.     0.
 0.     0.     0.0039 0.     0.     0.0083 0.001  0.0046 0.005  0.0084
 0.     0.0184 0.0042 0.     0.0024 0.     0.     0.     0.0043 0.04
 0.     0.     0.0046 0.0016 0.0068 0.     0.0058 0.0044 0.     0.0763
 0.0065 0.     0.0038 0.0057 0.0044 0.0092 0.0111 0.0298 0.     0.0044
 0.0229 0.     0.0014 0.0375 0.0061 0.0002 0.     0.0063 0.0064 0.
 0.     0.0005 0.0435 0.     0.     0.0047 0.0083 0.     0.0066 0.0007
 0.0028 0.     0.0026 0.0997 0.0017 0.0003 0.     0.0014 0.     0.0082
 0.0081 0.0083 0.     0.     0.     0.     0.     0.0063 0.0063 0.
 0.     0.0777 0.     0.     0.0055 0.0018 0.     0.     0.     0.
 0.     0.     0.0055 0.006  0.007  0.0084 0.     0.     0.     0.
 0.     0.0002 0.0076 0.     0.003  0.0061 0.     0.     0.005  0.0028
 0.     0.0053 0.007  0.     0.     0.     0.0024 0.0551 0.0282 0.0059
 0.0294 0.     0.     0.005  0.0066 0.0038 0.0074 0.     0.     0.
 0.007  0.0069 0.     0.0087]",0.3794466403162055
6,"[0.0048 0.0047 0.     0.0019 0.0005 0.0035 0.     0.0042 0.0184 0.0006
 0.     0.     0.     0.0083 0.     0.0026 0.0029 0.     0.0017 0.0023
 0.     0.     0.0048 0.0024 0.     0.     0.004  0.     0.036  0.
 0.0026 0.0017 0.     0.     0.0036 0.0014 0.0005 0.005  0.     0.
 0.     0.     0.0039 0.     0.     0.0083 0.001  0.0046 0.005  0.0084
 0.     0.0184 0.0042 0.     0.0024 0.     0.     0.     0.0043 0.04
 0.     0.     0.0046 0.0016 0.0068 0.     0.0058 0.0044 0.     0.0763
 0.0065 0.     0.0038 0.0057 0.0044 0.0092 0.0111 0.0298 0.     0.0044
 0.0229 0.     0.0014 0.0375 0.0061 0.0002 0.     0.0063 0.0064 0.
 0.     0.0005 0.0435 0.     0.     0.0047 0.0083 0.     0.0066 0.0007
 0.0028 0.     0.0026 0.0997 0.0017 0.0003 0.     0.0014 0.     0.0082
 0.0081 0.0083 0.     0.     0.     0.     0.     0.0063 0.0063 0.
 0.     0.0777 0.     0.     0.0055 0.0018 0.     0.     0.     0.
 0.     0.     0.0055 0.006  0.007  0.0084 0.     0.     0.     0.
 0.     0.0002 0.0076 0.     0.003  0.0061 0.     0.     0.005  0.0028
 0.     0.0053 0.007  0.     0.     0.     0.0024 0.0551 0.0282 0.0059
 0.0294 0.     0.     0.005  0.0066 0.0038 0.0074 0.     0.     0.
 0.007  0.0069 0.     0.0087]",0.3794466403162055
7,"[0.0048 0.0047 0.     0.0019 0.0005 0.0035 0.     0.0042 0.0184 0.0006
 0.     0.     0.     0.0083 0.     0.0026 0.0029 0.     0.0017 0.0023
 0.     0.     0.0048 0.0024 0.     0.     0.004  0.     0.036  0.
 0.0026 0.0017 0.     0.     0.0036 0.0014 0.0005 0.005  0.     0.
 0.     0.     0.0039 0.     0.     0.0083 0.001  0.0046 0.005  0.0084
 0.     0.0184 0.0042 0.     0.0024 0.     0.     0.     0.0043 0.04
 0.     0.     0.0046 0.0016 0.0068 0.     0.0058 0.0044 0.     0.0763
 0.0065 0.     0.0038 0.0057 0.0044 0.0092 0.0111 0.0298 0.     0.0044
 0.0229 0.     0.0014 0.0375 0.0061 0.0002 0.     0.0063 0.0064 0.
 0.     0.0005 0.0435 0.     0.     0.0047 0.0083 0.     0.0066 0.0007
 0.0028 0.     0.0026 0.0997 0.0017 0.0003 0.     0.0014 0.     0.0082
 0.0081 0.0083 0.     0.     0.     0.     0.     0.0063 0.0063 0.
 0.     0.0777 0.     0.     0.0055 0.0018 0.     0.     0.     0.
 0.     0.     0.0055 0.006  0.007  0.0084 0.     0.     0.     0.
 0.     0.0002 0.0076 0.     0.003  0.0061 0.     0.     0.005  0.0028
 0.     0.0053 0.007  0.     0.     0.     0.0024 0.0551 0.0282 0.0059
 0.0294 0.     0.     0.005  0.0066 0.0038 0.0074 0.     0.     0.
 0.007  0.0069 0.     0.0087]",0.3794466403162055
8,"[0.0048 0.0047 0.     0.0019 0.0005 0.0035 0.     0.0042 0.0184 0.0006
 0.     0.     0.     0.0083 0.     0.0026 0.0029 0.     0.0017 0.0023
 0.     0.     0.0048 0.0024 0.     0.     0.004  0.     0.036  0.
 0.0026 0.0017 0.     0.     0.0036 0.0014 0.0005 0.005  0.     0.
 0.     0.     0.0039 0.     0.     0.0083 0.001  0.0046 0.005  0.0084
 0.     0.0184 0.0042 0.     0.0024 0.     0.     0.     0.0043 0.04
 0.     0.     0.0046 0.0016 0.0068 0.     0.0058 0.0044 0.     0.0763
 0.0065 0.     0.0038 0.0057 0.0044 0.0092 0.0111 0.0298 0.     0.0044
 0.0229 0.     0.0014 0.0375 0.0061 0.0002 0.     0.0063 0.0064 0.
 0.     0.0005 0.0435 0.     0.     0.0047 0.0083 0.     0.0066 0.0007
 0.0028 0.     0.0026 0.0997 0.0017 0.0003 0.     0.0014 0.     0.0082
 0.0081 0.0083 0.     0.     0.     0.     0.     0.0063 0.0063 0.
 0.     0.0777 0.     0.     0.0055 0.0018 0.     0.     0.     0.
 0.     0.     0.0055 0.006  0.007  0.0084 0.     0.     0.     0.
 0.     0.0002 0.0076 0.     0.003  0.0061 0.     0.     0.005  0.0028
 0.     0.0053 0.007  0.     0.     0.     0.0024 0.0551 0.0282 0.0059
 0.0294 0.     0.     0.005  0.0066 0.0038 0.0074 0.     0.     0.
 0.007  0.0069 0.     0.0087]",0.3794466403162055
9,"[0.0048 0.0047 0.     0.0019 0.0005 0.0035 0.     0.0042 0.0184 0.0006
 0.     0.     0.     0.0083 0.     0.0026 0.0029 0.     0.0017 0.0023
 0.     0.     0.0048 0.0024 0.     0.     0.004  0.     0.036  0.
 0.0026 0.0017 0.     0.     0.0036 0.0014 0.0005 0.005  0.     0.
 0.     0.     0.0039 0.     0.     0.0083 0.001  0.0046 0.005  0.0084
 0.     0.0184 0.0042 0.     0.0024 0.     0.     0.     0.0043 0.04
 0.     0.     0.0046 0.0016 0.0068 0.     0.0058 0.0044 0.     0.0763
 0.0065 0.     0.0038 0.0057 0.0044 0.0092 0.0111 0.0298 0.     0.0044
 0.0229 0.     0.0014 0.0375 0.0061 0.0002 0.     0.0063 0.0064 0.
 0.     0.0005 0.0435 0.     0.     0.0047 0.0083 0.     0.0066 0.0007
 0.0028 0.     0.0026 0.0997 0.0017 0.0003 0.     0.0014 0.     0.0082
 0.0081 0.0083 0.     0.     0.     0.     0.     0.0063 0.0063 0.
 0.     0.0777 0.     0.     0.0055 0.0018 0.     0.     0.     0.
 0.     0.     0.0055 0.006  0.007  0.0084 0.     0.     0.     0.
 0.     0.0002 0.0076 0.     0.003  0.0061 0.     0.     0.005  0.0028
 0.     0.0053 0.007  0.     0.     0.     0.0024 0.0551 0.0282 0.0059
 0.0294 0.     0.     0.005  0.0066 0.0038 0.0074 0.     0.     0.
 0.007  0.0069 0.     0.0087]",0.3794466403162055
