Registro,Time,Standar Desviation,Min Fitness,Max Fitness,Best_Fitness_Promedio
0,48.60384965,0,17720217.3,17720217.3,17720217.3
1,48.05956984,0,16938501.84,16938501.84,16938501.84
2,47.98447108,0,18271647.11,18271647.11,18271647.11
3,48.68578315,0,18262281.91,18262281.91,18262281.91
4,48.70248032,0,18216323.74,18216323.74,18216323.74
5,49.37786245,0,17516746.98,17516746.98,17516746.98
6,49.44473529,0,16818727.65,16818727.65,16818727.65
7,49.01817322,0,16223477.2,16223477.2,16223477.2
8,49.98491573,0,19170980.81,19170980.81,19170980.81
9,50.06066918,0,18058538.06,18058538.06,18058538.06
10,50.29241323,0,18055891.77,18055891.77,18055891.77
11,50.57900667,0,16062550.33,16062550.33,16062550.33
12,51.15176892,0,18641135.98,18641135.98,18641135.98
13,51.79050875,0,18289570.61,18289570.61,18289570.61
14,51.69146371,0,18397274.39,18397274.39,18397274.39
15,51.01979494,0,18413536.12,18413536.12,18413536.12
16,52.00894475,0,18136623.25,18136623.25,18136623.25
17,52.45362926,0,18048989.98,18048989.98,18048989.98
18,52.54491282,0,15646074.91,15646074.91,15646074.91
19,53.08500218,0,17202809.28,17202809.28,17202809.28
20,53.55028605,0,18207772.96,18207772.96,18207772.96
21,53.32261229,0,16238459.59,16238459.59,16238459.59
22,46.77576542,0,25880307.05,25880307.05,25880307.05
23,54.89913845,0,18094071.8,18094071.8,18094071.8
24,55.17372751,0,19088286.1,19088286.1,19088286.1
25,55.447294,0,19376582.37,19376582.37,19376582.37
26,56.01100326,0,18145023.25,18145023.25,18145023.25
27,55.58569717,0,18352834.53,18352834.53,18352834.53
28,56.65059686,0,19502129.34,19502129.34,19502129.34
29,56.04554343,0,18356572.26,18356572.26,18356572.26
30,56.59740019,0,18792970.29,18792970.29,18792970.29
31,57.51986074,0,18370481.73,18370481.73,18370481.73
32,57.1240828,0,18221993.7,18221993.7,18221993.7
33,57.67606282,0,19152220.14,19152220.14,19152220.14
34,58.06760073,0,19625451.64,19625451.64,19625451.64
35,57.99482727,0,15484141.38,15484141.38,15484141.38
36,58.62043571,0,16772721.55,16772721.55,16772721.55
37,58.6027348,0,19377136.65,19377136.65,19377136.65
38,58.52548552,0,18644489.28,18644489.28,18644489.28
39,59.00060964,0,19018695.72,19018695.72,19018695.72
40,59.14328027,0,17513993.56,17513993.56,17513993.56
41,59.16249132,0,17768065.86,17768065.86,17768065.86
42,60.33106422,0,19209503.93,19209503.93,19209503.93
43,59.96242905,0,18307804.2,18307804.2,18307804.2
44,60.55925345,0,19345739.95,19345739.95,19345739.95
45,61.01858664,0,18167101.38,18167101.38,18167101.38
46,60.99236321,0,17745951.44,17745951.44,17745951.44
47,61.12044311,0,16834333.94,16834333.94,16834333.94
48,61.236938,0,17052344.63,17052344.63,17052344.63
49,62.23148012,0,18980907.05,18980907.05,18980907.05
50,62.78898406,0,19979882.11,19979882.11,19979882.11
51,64.28222656,0,19795542,19795542,19795542
52,63.17668819,0,18563031.88,18563031.88,18563031.88
53,62.44987082,0,18568343.05,18568343.05,18568343.05
54,63.20111895,0,18428708.49,18428708.49,18428708.49
55,65.08467293,0,17048957.93,17048957.93,17048957.93
56,64.92673731,0,18918735.16,18918735.16,18918735.16
57,63.27704358,0,15086995.15,15086995.15,15086995.15
58,63.90811467,0,20557263.48,20557263.48,20557263.48
59,63.54564762,0,20106838.38,20106838.38,20106838.38
60,63.87602711,0,21511274.61,21511274.61,21511274.61
61,63.63041377,0,21245551.2,21245551.2,21245551.2
62,63.47979426,0,17141993.61,17141993.61,17141993.61
63,63.40444112,0,16840182.62,16840182.62,16840182.62
64,63.59220123,0,17768584.51,17768584.51,17768584.51
65,62.54702067,0,16187229.96,16187229.96,16187229.96
66,63.92457151,0,21877540.05,21877540.05,21877540.05
67,48.73073697,0,25826144.86,25826144.86,25826144.86
68,64.15750122,0,19503649.51,19503649.51,19503649.51
69,64.11375284,0,16089774.78,16089774.78,16089774.78
70,64.26304555,0,15785997.87,15785997.87,15785997.87
71,63.79631162,0,18163780.06,18163780.06,18163780.06
72,63.48480487,0,15867712.76,15867712.76,15867712.76
73,63.04555917,0,16514167.46,16514167.46,16514167.46
74,62.74073386,0,14670452.25,14670452.25,14670452.25
75,63.44970894,0,14620926.32,14620926.32,14620926.32
76,49.58042645,0,18995004.28,18995004.28,18995004.28
77,63.13384533,0,17001534.33,17001534.33,17001534.33
78,62.96064973,0,20366842.25,20366842.25,20366842.25
79,63.57167292,0,20310762.91,20310762.91,20310762.91
