Registro,Time,Standar Desviation,Min Fitness,Max Fitness,Best_Fitness_Promedio
0,54.628703594207764,0.0,20885741.46,20885741.46,20885741.46
1,52.9189395904541,0.0,14749923.0,14749923.0,14749923.0
2,42.396849155426025,0.0,24591213.0,24591213.0,24591213.0
3,53.953028202056885,0.0,22485506.32,22485506.32,22485506.32
4,54.06403851509094,0.0,18346998.87,18346998.87,18346998.87
5,56.78201627731323,0.0,20619126.87,20619126.87,20619126.87
6,54.71695828437805,0.0,18431218.12,18431218.12,18431218.12
7,54.94127106666565,0.0,20811487.42,20811487.42,20811487.42
8,45.49948692321777,0.0,25216010.57,25216010.57,25216010.57
9,57.22269868850708,0.0,16434388.83,16434388.83,16434388.83
10,56.419806480407715,0.0,18031985.02,18031985.02,18031985.02
11,56.86538290977478,0.0,18537710.82,18537710.82,18537710.82
12,48.290160179138184,0.0,20502051.37,20502051.37,20502051.37
13,59.410404443740845,0.0,21478826.01,21478826.01,21478826.01
14,58.06197237968445,0.0,22287397.87,22287397.87,22287397.87
15,58.332131147384644,0.0,16496274.79,16496274.79,16496274.79
16,52.71378231048584,0.0,22673763.24,22673763.24,22673763.24
17,59.46617937088013,0.0,21179611.37,21179611.37,21179611.37
18,61.358906269073486,0.0,14143577.73,14143577.73,14143577.73
19,60.289326906204224,0.0,22073130.56,22073130.56,22073130.56
20,54.568788051605225,0.0,22336759.95,22336759.95,22336759.95
21,62.69316124916077,0.0,21623564.1,21623564.1,21623564.1
22,57.11413311958313,0.0,26929350.0,26929350.0,26929350.0
23,66.5331118106842,0.0,12548235.68,12548235.68,12548235.68
24,62.716161489486694,0.0,16180224.19,16180224.19,16180224.19
25,47.177623987197876,0.0,17166973.28,17166973.28,17166973.28
26,64.19951915740967,0.0,16327388.9,16327388.9,16327388.9
27,65.12595272064209,0.0,17927478.78,17927478.78,17927478.78
28,54.41722846031189,0.0,23637205.17,23637205.17,23637205.17
29,70.27906012535095,0.0,18928819.92,18928819.92,18928819.92
30,66.3449182510376,0.0,15969940.92,15969940.92,15969940.92
31,65.63646149635315,0.0,17661788.51,17661788.51,17661788.51
32,70.41661643981934,0.0,20012735.93,20012735.93,20012735.93
33,67.44045114517212,0.0,19266318.95,19266318.95,19266318.95
34,66.02477645874023,0.0,18558503.11,18558503.11,18558503.11
35,65.81816554069519,0.0,17946545.34,17946545.34,17946545.34
36,67.11042428016663,0.0,16129800.57,16129800.57,16129800.57
37,66.26816701889038,0.0,18988905.14,18988905.14,18988905.14
38,67.07920384407043,0.0,17526283.29,17526283.29,17526283.29
39,69.92695713043213,0.0,17096599.96,17096599.96,17096599.96
40,69.54715180397034,0.0,17584183.29,17584183.29,17584183.29
41,70.70769667625427,0.0,23095124.87,23095124.87,23095124.87
42,69.71738004684448,0.0,22638367.46,22638367.46,22638367.46
43,67.81312036514282,0.0,21446142.03,21446142.03,21446142.03
44,68.95268225669861,0.0,22388764.77,22388764.77,22388764.77
45,70.45586395263672,0.0,22824670.14,22824670.14,22824670.14
46,54.4058256149292,0.0,22317864.15,22317864.15,22317864.15
47,71.9570939540863,0.0,21024564.92,21024564.92,21024564.92
48,71.44818806648254,0.0,21219268.34,21219268.34,21219268.34
49,72.16987895965576,0.0,22073465.6,22073465.6,22073465.6
50,68.68138122558594,0.0,23300927.62,23300927.62,23300927.62
51,69.46638536453247,0.0,21099347.84,21099347.84,21099347.84
52,67.94150137901306,0.0,22520192.62,22520192.62,22520192.62
53,69.85937190055847,0.0,22757322.58,22757322.58,22757322.58
54,67.44915270805359,0.0,23298402.5,23298402.5,23298402.5
55,67.77079272270203,0.0,22959256.56,22959256.56,22959256.56
56,69.40635251998901,0.0,21856258.41,21856258.41,21856258.41
57,67.5835690498352,0.0,21024214.35,21024214.35,21024214.35
58,69.30055856704712,0.0,22982654.44,22982654.44,22982654.44
59,68.47778296470642,0.0,23057315.49,23057315.49,23057315.49
60,69.79036974906921,0.0,22407321.83,22407321.83,22407321.83
61,65.0577654838562,0.0,23618426.09,23618426.09,23618426.09
62,68.21164870262146,0.0,22021452.38,22021452.38,22021452.38
63,67.99133110046387,0.0,22631551.02,22631551.02,22631551.02
64,69.68848037719727,0.0,22937882.19,22937882.19,22937882.19
65,70.27688002586365,0.0,21919804.83,21919804.83,21919804.83
66,71.11407995223999,0.0,22563573.41,22563573.41,22563573.41
67,71.2868959903717,0.0,23152619.98,23152619.98,23152619.98
68,69.37673211097717,0.0,22352649.29,22352649.29,22352649.29
69,68.24111247062683,0.0,21855112.35,21855112.35,21855112.35
70,68.40313029289246,0.0,22900863.67,22900863.67,22900863.67
71,68.50547361373901,0.0,23153506.93,23153506.93,23153506.93
72,67.37949085235596,0.0,21804104.66,21804104.66,21804104.66
73,67.03254890441895,0.0,21848422.02,21848422.02,21848422.02
74,68.0403459072113,0.0,20651259.74,20651259.74,20651259.74
75,67.97768712043762,0.0,22997585.09,22997585.09,22997585.09
76,68.44921827316284,0.0,22771873.2,22771873.2,22771873.2
77,75.65681433677673,0.0,18501425.02,18501425.02,18501425.02
78,67.74657440185547,0.0,16377882.33,16377882.33,16377882.33
