Registro,Time,Standar Desviation,Min Fitness,Max Fitness,Best_Fitness_Promedio
0,44.58217525482178,0.0,25677232.59,25677232.59,25677232.59
1,43.241962909698486,0.0,24058296.74,24058296.74,24058296.74
2,45.091798067092896,0.0,23412823.6,23412823.6,23412823.6
3,45.02579712867737,0.0,25164627.47,25164627.47,25164627.47
4,45.31242847442627,0.0,25537717.27,25537717.27,25537717.27
5,48.20975422859192,0.0,26871253.43,26871253.43,26871253.43
6,48.95243191719055,0.0,24107458.75,24107458.75,24107458.75
7,49.43559455871582,0.0,25025824.88,25025824.88,25025824.88
8,51.95768761634827,0.0,24901571.79,24901571.79,24901571.79
9,51.991816997528076,0.0,26229891.0,26229891.0,26229891.0
10,54.5516722202301,0.0,27890045.4,27890045.4,27890045.4
11,52.996397733688354,0.0,25976885.97,25976885.97,25976885.97
12,55.54466009140015,0.0,25631601.19,25631601.19,25631601.19
13,56.46175789833069,0.0,27703244.05,27703244.05,27703244.05
14,55.01183724403381,0.0,26616031.52,26616031.52,26616031.52
15,55.45767140388489,0.0,26257610.36,26257610.36,26257610.36
16,54.20262432098389,0.0,24975470.36,24975470.36,24975470.36
17,55.42988586425781,0.0,26109141.4,26109141.4,26109141.4
18,54.57135581970215,0.0,27059786.54,27059786.54,27059786.54
19,54.27839970588684,0.0,26844720.7,26844720.7,26844720.7
20,54.15711283683777,0.0,27473148.28,27473148.28,27473148.28
21,54.28443169593811,0.0,26467669.95,26467669.95,26467669.95
22,54.19548678398132,0.0,26648709.99,26648709.99,26648709.99
23,54.63317370414734,0.0,24781212.95,24781212.95,24781212.95
24,54.95857834815979,0.0,25400022.66,25400022.66,25400022.66
25,54.27511787414551,0.0,25299455.1,25299455.1,25299455.1
26,55.00675439834595,0.0,24173350.98,24173350.98,24173350.98
27,53.87548017501831,0.0,25228116.07,25228116.07,25228116.07
28,52.86342430114746,0.0,23604022.49,23604022.49,23604022.49
29,68.93484735488892,0.0,20473650.6,20473650.6,20473650.6
30,52.87501335144043,0.0,18782811.49,18782811.49,18782811.49
31,55.080551624298096,0.0,21716476.59,21716476.59,21716476.59
32,55.128419637680054,0.0,18199847.63,18199847.63,18199847.63
33,53.95106291770935,0.0,21679494.13,21679494.13,21679494.13
34,57.11309313774109,0.0,21501350.19,21501350.19,21501350.19
35,55.336336612701416,0.0,21309636.36,21309636.36,21309636.36
36,55.81271028518677,0.0,23052142.43,23052142.43,23052142.43
37,55.109739542007446,0.0,26139647.08,26139647.08,26139647.08
38,54.67507219314575,0.0,25693447.78,25693447.78,25693447.78
39,52.92136478424072,0.0,24516051.26,24516051.26,24516051.26
40,52.93551421165466,0.0,27063895.49,27063895.49,27063895.49
41,53.38598966598511,0.0,25355083.68,25355083.68,25355083.68
42,54.364609718322754,0.0,25995702.09,25995702.09,25995702.09
43,55.42592978477478,0.0,28338010.3,28338010.3,28338010.3
44,53.02783513069153,0.0,25447832.93,25447832.93,25447832.93
45,52.96435809135437,0.0,26780879.73,26780879.73,26780879.73
46,53.82217025756836,0.0,26854351.88,26854351.88,26854351.88
47,54.64344000816345,0.0,25707806.05,25707806.05,25707806.05
48,54.43437170982361,0.0,27789276.99,27789276.99,27789276.99
49,54.43045926094055,0.0,28097742.73,28097742.73,28097742.73
50,52.42992186546326,0.0,27350629.52,27350629.52,27350629.52
51,53.51639246940613,0.0,28252579.32,28252579.32,28252579.32
52,53.69666051864624,0.0,25608934.33,25608934.33,25608934.33
53,53.574979066848755,0.0,25979032.34,25979032.34,25979032.34
54,53.52825999259949,0.0,21214856.51,21214856.51,21214856.51
55,52.76326513290405,0.0,18545365.87,18545365.87,18545365.87
56,53.66746473312378,0.0,19578286.92,19578286.92,19578286.92
57,52.462854623794556,0.0,19022551.45,19022551.45,19022551.45
58,52.735713958740234,0.0,19449411.72,19449411.72,19449411.72
59,55.45320987701416,0.0,20542875.75,20542875.75,20542875.75
60,53.62542724609375,0.0,16857359.0,16857359.0,16857359.0
61,52.306678771972656,0.0,18937457.33,18937457.33,18937457.33
62,66.64011192321777,0.0,16862810.0,16862810.0,16862810.0
63,67.30228471755981,0.0,12994403.03,12994403.03,12994403.03
64,53.5959529876709,0.0,19998105.44,19998105.44,19998105.44
65,53.55197787284851,0.0,18589530.31,18589530.31,18589530.31
66,53.58511567115784,0.0,23841476.79,23841476.79,23841476.79
67,52.104766607284546,0.0,19236086.42,19236086.42,19236086.42
68,53.67632436752319,0.0,21353781.18,21353781.18,21353781.18
69,53.1682608127594,0.0,18304540.05,18304540.05,18304540.05
70,53.85331869125366,0.0,19681134.01,19681134.01,19681134.01
71,52.609861850738525,0.0,19398617.42,19398617.42,19398617.42
72,53.06481194496155,0.0,18132239.74,18132239.74,18132239.74
73,53.63733673095703,0.0,21074006.0,21074006.0,21074006.0
74,54.02004551887512,0.0,22078879.02,22078879.02,22078879.02
75,52.60671901702881,0.0,21316432.08,21316432.08,21316432.08
76,53.61424517631531,0.0,22911336.46,22911336.46,22911336.46
77,52.118194818496704,0.0,21407039.27,21407039.27,21407039.27
78,53.7407283782959,0.0,21903993.58,21903993.58,21903993.58
