POBLACION_20DIAS_AJT,ContMalQui_Emer_Flor,TotP_Siem_Emer,TotP_Emer_Flor,FerQui_Emer_Flor,PENDIENTE_RASTA,PH_RASTA,PROFUND_RAICES_VIVAS_RASTA,Porc_Ar,Porc_AF,Porc_MUY_PLASTICO,Temp_Min_Avg_Veg,Diurnal_Range_Avg_Veg,Sol_Ener_Accu_Veg,Rain_Accu_Veg,Rhum_Avg_Veg,Temp_Max_Avg_For,Temp_Avg_For,Rhum_Avg_For,Temp_Max_Avg_Mad,Temp_Avg_Mad,MATERIAL_GENETICO_PAC 105,MATERIAL_GENETICO_PIONEER 30F35 HRR,METODO_COSECHA_Manual,METODO_COSECHA_Mecanizada,TERRENO_CIRCUN_RASTA_PLANO O LLANO,POSICION_PERFIL_RASTA_PLANO,OBSERVA_PLANTAS_PEQUENAS_RASTA_MUY AFECTADAS,OBSERVA_PLANTAS_PEQUENAS_RASTA_PLANTAS NORMALES,OBSERVA_PLANTAS_PEQUENAS_RASTA_POCO AFECTADAS,RDT_AJUSTADO
60000,2,0,0,1,2,6,35,53.33,0,0,24.73,9.17,15001.74,182.9,80.72,33.25,28.84,86.02,32.37,28.44,0,0,0,1,1,1,0,0,1,2072.09
60000,1,0,0,2,1,6,27,15,0,0,23.81,9.88,14672.54,227.5,80.82,33.42,28.59,85.83,32.36,28.43,0,0,1,0,1,1,0,0,1,2895.35
65000,1,0,0,2,1,5.5,22,0,0,0,24.13,8.63,15989.99,294.9,84.67,32.78,28.06,83.3,31.83,27.47,0,0,1,0,1,1,0,1,0,5983.72
65000,1,0,0,2,1,6,31,0,0,0,23.81,8.97,16264,315.5,84.26,32.7,28.01,83.27,31.78,27.5,0,0,1,0,1,1,0,1,0,5816.28
60000,1,0,0,2,1,6.5,38,0,0,0,23.86,8.84,16049.11,266.6,84.56,32.73,28.01,83.21,31.73,27.52,0,0,1,0,1,1,0,1,0,6674.42
60000,1,0,0,2,2,6,21,53.33,0,0,24.82,9.4,15633.48,160.3,78.29,33.78,29.05,80.77,33.39,28.95,1,0,0,1,1,1,0,0,1,2002.33
75000,1,0,0,2,1.2,5.5,42,0,0,0,24.79,9.1,15447.88,118.3,79.07,33.92,29.13,80.34,33.48,29,1,0,1,0,1,1,1,0,0,3720.93
62500,0,0,0,2,2.5,5.5,38,0,0,0,24.65,9.02,15545.39,118.3,79.49,34.09,29.27,80.06,33.35,28.9,0,0,1,0,1,1,0,0,1,3344.02
60000,0,0,0,1,2,5.5,25,0,0,0,24.52,7.36,14549.47,196.7,80.7,33.52,28.98,78.29,32.63,28.18,1,0,1,0,1,0,0,1,0,4238.37
60000,1,0,0,2,1,6,31,0,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.38,28.96,0,0,1,0,1,1,0,1,0,3767.44
72000,1,0,0,4,5,6,23,0,0,0,24.79,9.1,15447.88,118.3,79.07,33.92,29.13,80.34,33.34,28.98,0,0,1,0,1,1,0,1,0,3527.91
60000,1,0,0,5,2,5.5,31,41.67,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.38,28.96,0,0,1,0,1,1,0,1,0,3813.95
60000,1,0,0,1,2,6.5,18,40,0,0,24.79,9.2,15018.07,182.9,80.72,33.16,28.75,86.12,32.48,28.55,0,0,0,1,1,1,0,0,1,2919.77
65000,1,0,0,3,1,6,35,0,0,0,23.95,8.89,16226.42,263.9,84.48,32.74,28.05,83.35,31.77,27.42,0,1,1,0,1,1,0,1,0,5339.53
60000,1,0,15,4,3,6,16,100,0,0,24.47,8.8,15353.37,414.8,80.03,33.24,28.54,78.96,32.46,27.51,0,0,0,1,1,1,0,0,1,5816.28
62500,1,0,0,2,2.9,7,50,73.33,0,0,24.77,9.23,15588.59,104.6,78.77,33.86,29.08,80.52,33.36,28.95,0,0,0,1,1,1,1,0,0,3527.91
72000,1,0,0,4,3,6,18,41.67,0,0,24.47,8.61,15128.73,411.7,80.58,33.27,28.58,78.76,32.65,27.7,0,0,0,1,1,1,0,1,0,7913.95
63000,0,0,0,2,1,6.5,40,0,0,0,24.53,8.78,16263.26,264.9,80.2,33.13,28.52,79.1,32.87,27.9,0,0,1,0,1,1,0,1,0,5625.58
73000,1,0,0,2,4,6,17,0,0,0,24.01,8.67,14512.39,268.6,82.35,33.73,29.12,79.93,34.98,29.49,0,0,0,1,1,1,0,1,0,4709.3
70000,1,0,0,2,4,5,43,0,0,0,23.97,8.7,14575.71,249,82.25,33.66,29.08,80.19,34.85,29.37,0,0,1,0,1,1,0,1,0,5462.79
60000,1,0,0,3,1,5,22,0,0,0,24.59,9.02,15396.86,187.7,80.6,34.43,29.58,78.94,33.61,29.01,0,0,0,1,1,1,0,1,0,3906.98
71000,1,0,0,2,4,6,35,0,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.37,28.91,0,0,1,0,1,1,0,1,0,4672.09
68000,0,0,0,4,2,5,25,100,0,0,24.52,7.36,14549.47,196.7,80.7,33.52,28.98,78.29,32.39,28.07,0,0,0,1,1,1,0,1,0,3490.7
61000,1,0,0,4,3,6,26,100,0,0,24.47,8.8,15353.37,414.8,80.03,33.24,28.54,78.96,32.46,27.51,0,0,0,1,1,1,0,1,0,6440.81
70000,1,0,0,2,1,5.5,32,0,0,0,24.7,9.11,15193.95,190.6,80.1,34.26,29.48,79.17,33.78,29.06,0,0,1,0,1,1,0,1,0,4343.02
55000,1,0,0,4,1.1,7,25,0,0,0,25.07,9.62,15731.78,61.7,77.57,33.48,28.83,81.42,33.41,29.02,0,0,1,0,1,1,0,0,1,3530.23
50000,0,0,0,3,1,5.5,25,0,0,0,24.31,9.01,14614.81,198.3,80.5,34.41,29.54,79.23,33.38,28.92,0,0,1,0,1,1,0,1,0,3441.86
60000,0,0,0,2,1,5,20,0,0,0,24.32,8.87,14849.71,198.3,80.67,34.42,29.5,79.21,33.39,28.97,1,0,1,0,1,1,0,0,1,3813.95
70000,1,0,0,2,4,6.5,31,0,0,0,24.56,9,15314.59,145.1,79.89,34.19,29.33,79.87,33.24,28.88,0,0,1,0,1,1,0,1,0,4632.56
84000,0,0,0.3,5,1.7,6.5,21,0,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.42,28.93,0,0,1,0,1,1,0,1,0,5933.72
70000,1,0,0,4,6,5.5,18,0,0,0,23.36,11.38,15855.63,114.4,80.67,35.14,29.21,81.07,35.21,29.19,0,0,1,0,0,1,0,1,0,4409.3
70000,1,0,15,3,3,6,21,100,0,0,24.53,8.78,15221.06,380.8,80.2,33.13,28.52,79.1,32.69,27.75,0,0,0,1,1,1,0,0,0,6404.65
62500,2,0,0,4,1.2,5.5,35,70,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.37,28.91,0,0,1,0,1,1,0,0,1,5790.7
76000,2,15,0,3,3,5,-1,0,0,0,24.82,8.55,14841.06,268,80.28,33.15,28.56,79.04,32.91,27.91,0,0,0,1,1,1,0,1,0,6310.47
72000,2,0,0,3,4,6,27,0,0,0,24.47,8.8,15320.63,413.8,80,33.24,28.52,78.98,32.45,27.5,0,0,1,0,1,1,0,1,0,6076.74
74000,2,2.5,0,3,4,6,24,0,0,0,24.53,8.78,15221.06,380.8,80.2,33.13,28.52,79.1,32.69,27.75,0,0,0,1,1,1,0,1,0,5556.98
55000,1,0,0,1,1,6,17,0,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.42,28.98,0,0,1,0,1,1,0,1,0,2193.02
73000,2,0,0,3,3,5.5,37,0,0,0,24.47,8.8,15320.63,413.8,80,33.24,28.52,78.98,32.16,27.3,0,0,0,1,1,1,0,1,0,5462.79
60000,1,0,15,4,3,6,15,100,0,0,24.36,8.84,15270.45,394,80.17,33.26,28.49,78.79,32.14,27.31,0,0,0,1,1,1,0,0,1,5983.72
60000,2,0,0,1,2,6,-1,0,0,0,24.28,8.04,14809.63,182.9,81.22,32.6,28.2,80.52,32.19,27.86,0,0,1,0,1,1,0,1,0,4897.67
73000,2,0,0,4,3,5.5,40,0,0,0,24.47,8.64,15224.75,414.8,80.5,33.26,28.56,78.88,32.63,27.68,0,0,1,0,1,1,0,1,0,5581.4
62500,1,0,0,5,1.8,5,38,0,0,0,25.04,9.77,15826.93,82.9,77.22,33.5,28.9,81.82,33.67,29.12,0,0,1,0,1,1,0,0,1,3296.51
60000,1,0,0,2,2,6,21,40,0,0,24.82,7.29,13956.84,98,88.2,33.27,29.17,83.37,32.56,28.67,0,1,1,0,1,1,0,1,0,5018.6
60000,2,0,0,3,2,5.5,18,60,0,0,24.47,8.61,15128.73,411.7,80.58,33.27,28.58,78.76,32.88,27.82,0,0,0,1,1,1,0,1,0,5860.47
72000,0,0,0,4,4,5.5,31,0,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.41,28.97,0,0,1,0,1,1,0,1,0,5116.28
73000,1,0,0,2,3,5,38,0,0,0,24.54,8.63,15197.96,412.1,80.33,33.19,28.53,79.04,32.92,27.88,0,0,1,0,1,1,0,1,0,5745.35
60000,0,0,0,3,1,5,22,60,0,0,24.7,9.11,15193.95,190.6,80.1,34.26,29.48,79.17,33.63,29.06,0,0,1,0,1,1,0,0,1,3906.98
60000,1,0,0,2,2,6,24,100,0,0,24.29,9.01,15429.55,395.4,79.88,33.26,28.48,78.74,32.08,27.27,0,0,0,1,1,1,0,1,0,5441.86
60000,1,0,0,2,1,5.5,20,36.67,0,0,25.24,7.77,14353.37,51.4,86.17,32.91,28.95,81.99,32.94,28.64,0,0,1,0,1,1,0,1,0,4958.14
60000,0,0,0,3,1,4.5,24,100,0,0,24.36,8.95,15132.61,181.1,80.44,34.32,29.43,79.46,33.28,28.89,0,0,1,0,1,1,0,0,1,3720.93
70000,1,0,0,3,3,6,23,0,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.4,28.95,0,0,1,0,1,1,0,1,0,3813.95
70000,1,0,0,3,5,5.5,22,0,0,0,23.51,11.37,16150.64,112.2,80.88,35.18,29.26,81.03,35.34,29.27,0,0,1,0,1,1,0,1,0,5023.26
60000,1,0,0,2,2,6,24,0,0,0,24.96,9.9,16009.56,87.6,76.92,33.59,28.95,81.73,33.62,29.17,0,0,1,0,1,1,0,1,0,3441.86
58000,1,0,0,3,3,5.5,20,60,0,0,24.02,8.9,15055.5,408,80.31,33.21,28.35,78.56,32.17,27.5,0,0,1,0,1,1,0,1,0,7723.26
72000,3,0,0,3,4,6,26,0,0,0,24.47,8.8,15320.63,413.8,80,33.24,28.52,78.98,32.45,27.5,0,0,1,0,1,1,0,1,0,5970.93
54000,0,0,0,2,2,6,35,48.57,0,0,24.89,9.48,15771.34,98.2,77.97,33.68,29,81.01,33.35,28.96,1,0,1,0,1,1,0,1,0,4651.16
55000,1,0,0,2,1,6.5,29,0,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.31,28.91,0,0,1,0,1,1,0,1,0,3337.21
71000,1,0,0,3,3,6,33,0,0,0,24.23,8.91,15322.65,395.4,79.92,33.33,28.53,78.59,32.05,27.24,0,0,1,0,1,0,0,1,0,5116.28
62000,1,0,0,2,2,6,25,0,0,0,24.32,8.9,14930.25,181.3,80.62,34.39,29.49,79.3,33.31,28.86,0,0,1,0,1,1,0,1,0,1506.98
63000,1,0,0,3,3,5.5,28,55.38,0,0,24.53,8.78,15221.06,380.8,80.2,33.13,28.52,79.1,32.89,27.92,0,0,0,1,1,1,0,1,0,7008.14
55000,1,0,0,2,1,6,23,43.33,0,0,24.93,7.12,14802.14,212.2,89.01,32.94,29.02,85.57,32.59,28.76,0,0,1,0,1,1,0,1,0,5148.84
62000,2,0,0,5,3,6,28,0,0,0,24.53,8.78,15221.06,380.8,80.2,33.13,28.52,79.1,32.51,27.56,0,0,1,0,1,1,0,1,0,6216.28
65000,1,0,15,2,1,6,21,41.67,0,0,24.54,8.63,15197.96,412.1,80.33,33.19,28.53,79.04,32.69,27.75,0,0,1,0,1,1,0,1,0,5720.93
60000,1,0,0,3,1,6.5,40,0,0,0,24.89,9.43,15670.01,160.3,80.43,32.96,28.64,86.41,32.57,28.57,1,0,1,0,1,1,1,0,0,2139.53
62000,1,0,0,2,3,5.5,46,0,0,0,23.81,8.86,15064.78,224.6,81.35,32.52,28.31,82.34,33.82,28.67,0,0,1,0,1,1,0,1,0,3767.44
57000,0,0,0,2,2,5.5,48,44.29,0,0,24.52,7.36,14549.47,196.7,80.7,33.52,28.98,78.29,32.4,28.01,0,0,1,0,1,1,0,1,0,3813.95
60000,1,0,0,2,1,5,19,52.17,0,0,24.32,8.9,14930.25,181.3,80.62,34.39,29.49,79.3,33.1,28.7,0,0,1,0,1,1,0,0,1,3446.51
64000,0,23,0,1,3,6.5,20,100,0,0,23.68,8.47,13635.91,262.4,82.2,32.44,28.13,81.71,32.94,28.15,0,0,0,1,1,0,0,0,0,5000
50000,1,0,15,2,2,6,22,25,0,0,24.85,7.05,14329.67,174,88.83,33.24,29.2,84.59,32.55,28.72,0,1,1,0,1,1,0,1,0,5244.19
70000,1,20,10,4,5,5.5,19,0,0,0,23.42,11.44,16017.46,116.3,80.87,35.24,29.32,81.06,35.2,29.24,0,0,0,1,1,1,0,1,0,4651.16
68000,1,0,0,1,3,5,26,100,0,0,23.66,8.61,13642.27,271.2,82.1,32.35,28.09,81.83,32.8,28.11,0,0,1,0,0,0,0,1,0,2383.72
62000,0,0,0,2,2,6,25,25.71,0,0,24.51,7.51,14772.68,185.4,80.35,33.36,28.96,78.48,32.67,28.14,0,0,1,0,1,1,0,1,0,3398.84
67000,0,23,0,0,2,5.5,20,100,0,0,23.98,8.09,13364.52,164.2,82.38,32.67,28.2,80.38,32.73,27.97,0,0,0,1,1,1,0,1,0,6948.84
62000,1,34.5,0,1,2,5.5,32,100,0,0,23.84,8.42,13916.75,125,81.67,32.74,28.2,80.1,32.77,27.99,0,0,0,1,1,1,0,1,0,6483.72
65000,2,0,0,1,2,5.5,40,100,0,0,23.96,8.03,13294.62,170.4,82.5,32.61,28.22,81.1,32.89,27.96,0,0,0,1,1,1,0,1,0,6404.65
60000,0,0,0,2,2,5,34,100,0,0,24.85,8.12,14356.97,182.4,81.58,33.67,29.14,79.83,32.25,28.22,1,0,0,1,1,1,0,1,0,3667.44
66000,0,0,0,3,5,4.5,20,100,0,0,24.27,9.55,14512.48,163.3,80.57,34.47,29.22,80.17,32.18,27.68,0,0,0,1,0,0,0,0,1,4050
63000,0,0,0,3,2,5.5,29,100,0,0,24.52,7.36,14549.47,196.7,80.7,33.52,28.98,78.29,32.43,28.07,0,0,0,1,1,1,0,0,1,4709.3
64000,1,23,0,2,2,5,32,100,0,0,24.72,7.41,14665.92,225.7,80.7,33.42,28.78,78.48,32.67,28.24,0,0,0,1,1,1,0,1,0,4709.3
58000,2,0,0,2,3,5.5,20,100,0,0,23.73,8.96,15212.1,229.3,81.12,32.46,28.25,82.4,33.52,28.62,0,0,0,1,1,0,0,0,1,3813.95
62500,0,0,0,6,1.6,6.5,35,0,0,0,24.89,9.48,15771.34,98.2,77.97,33.68,29,81.01,33.43,29.03,0,0,0,1,1,1,0,1,0,5212.21
62500,1,0,0,2,3,6,32,100,0,0,24.47,8.61,15128.73,411.7,80.58,33.27,28.58,78.76,32.55,27.62,0,0,0,1,1,1,0,1,0,5839.53
60500,2,0,0,2,3,6,29,100,0,0,24.47,8.61,15128.73,411.7,80.58,33.27,28.58,78.76,32.52,27.56,0,0,0,1,1,1,0,1,0,5528.72
61000,2,0,0,3,2,6,24,0,0,0,24.47,8.8,15353.37,414.8,80.03,33.24,28.54,78.96,32.29,27.35,0,0,0,1,1,1,0,1,0,6197.67
67000,1,0,0,4,3,6,21,100,0,0,24.47,8.64,15224.75,414.8,80.5,33.26,28.56,78.88,32.35,27.41,0,0,1,0,1,1,0,0,1,6674.42
61000,2,0,0,3,2,6.5,28,100,0,0,24.47,8.8,15353.37,414.8,80.03,33.24,28.54,78.96,32.29,27.35,0,0,0,1,1,1,0,1,0,5911.63
70000,1,0,0,3,2,6,19,100,0,0,24.47,8.8,15353.37,414.8,80.03,33.24,28.54,78.96,32.29,27.35,0,0,0,1,1,1,0,0,1,7440.7
60000,1,0,0,2,2,6,18,50.77,0,0,23.98,8.96,15084.92,351.1,80.32,33.21,28.34,78.55,31.84,27.1,0,0,0,1,1,1,0,1,0,6593.02
65000,1,0,36,3,4,6,27,100,0,0,23.98,8.96,15084.92,351.1,80.32,33.21,28.34,78.55,31.96,27.22,0,0,0,1,1,1,0,1,0,6404.65
65000,1,0,0,2,2,6,23,100,0,0,24.47,8.8,15320.63,413.8,80,33.24,28.52,78.98,32.19,27.31,0,0,1,0,1,1,0,1,0,5501.16
61000,1,0,0,3,2,6,29,100,0,0,24.47,8.64,15224.75,414.8,80.5,33.26,28.56,78.88,32.44,27.46,0,0,0,1,1,1,0,1,0,7151.16
60000,2,0,0,3,2,5.5,26,100,0,0,23.98,8.96,15084.92,351.1,80.32,33.21,28.34,78.55,32.15,27.43,0,0,0,1,1,1,0,1,0,7627.91
58000,2,0,15,4,2,5.5,25,100,0,0,24.06,9.04,15045.21,182.4,79.45,32.99,28.07,78.76,31.99,27.37,0,0,0,1,1,1,0,1,0,7440.7
60000,2,0,0,3,2,6,25,100,0,0,24.19,8.88,15123.25,426.4,79.97,33.32,28.47,78.6,32.15,27.47,0,0,0,1,1,1,0,1,0,7063.95
60000,1,0,0,3,3,6,29,100,0,0,24.19,8.88,15123.25,426.4,79.97,33.32,28.47,78.6,32.15,27.47,0,0,0,1,1,1,0,1,0,7627.91
70000,1,0,0,2,3,6,26,100,0,0,24.45,8.86,15301.82,412.8,80.03,33.29,28.53,78.82,32.28,27.36,0,0,0,1,1,1,0,1,0,7198.84
63000,1,0,0,4,3,5.5,22,100,0,0,24.75,8.55,14874.73,347,80.33,33.18,28.57,79.06,33,27.93,0,0,1,0,1,1,0,1,0,6498.84
62000,1,0,0,4,2,5,20,100,0,0,24.47,8.8,15320.63,413.8,80,33.24,28.52,78.98,32.52,27.61,0,0,0,1,1,1,0,1,0,5813.95
60000,2,0,0,3,3,6,20,68.33,0,0,24.19,8.94,15355.27,426.4,79.97,33.36,28.54,78.52,32.1,27.3,0,0,0,1,1,1,0,1,0,7532.56
69800,1,0,0,3,2,6,22,100,0,0,24.47,8.8,15353.37,414.8,80.03,33.24,28.54,78.96,32.25,27.34,0,1,0,1,1,1,0,1,0,6027.91
60000,1,0,0,4,2,6,25,56.67,0,0,24.13,8.9,15154.32,416.1,80.17,33.21,28.38,78.67,32.09,27.36,0,0,0,1,1,1,0,1,0,5838.95
66700,1,0,0,4,2,6,20,100,0,0,24.47,8.88,15416.88,411.4,79.83,33.28,28.54,78.92,32.43,27.48,0,0,0,1,1,1,0,1,0,6436.05
65750,1,0,15,4,2,6,18,100,0,0,24.29,9.01,15429.55,395.4,79.88,33.26,28.48,78.74,32.13,27.32,0,0,0,1,1,1,0,0,1,6310.47
69500,1,0,0,4,3,5.5,15,100,0,0,24.45,8.86,15301.82,412.8,80.03,33.29,28.53,78.82,32.21,27.32,0,0,0,1,1,1,0,0,1,5720.93
70000,1,0,0,4,2,6,28,100,0,0,24.47,8.88,15416.88,411.4,79.83,33.28,28.54,78.92,32.43,27.48,0,1,0,1,1,1,0,1,0,5887.21
62500,1,0,0,2,2,5.5,34,100,0,0,24.29,9.01,15429.55,395.4,79.88,33.26,28.48,78.74,32.33,27.41,0,0,0,1,1,1,0,1,0,5911.63
61000,1,0,15,3,3,6,29,100,0,0,24.19,8.88,15123.25,426.4,79.97,33.32,28.47,78.6,32.07,27.32,0,0,0,1,1,1,0,1,0,6948.84
60000,2,0,0,4,3,6,23,100,0,0,24.47,8.8,15353.37,414.8,80.03,33.24,28.54,78.96,32.46,27.51,0,0,0,1,1,1,0,1,0,6755.81
59800,1,0,0,4,2,5.5,24,100,0,0,24.47,8.61,15128.73,411.7,80.58,33.27,28.58,78.76,32.46,27.48,0,0,0,1,1,1,0,1,0,6105.33
64200,1,0,0,3,2,6,27,100,0,0,24.14,8.91,15174.77,422.8,80.05,33.27,28.43,78.63,32.01,27.27,0,0,1,0,1,1,0,1,0,6900.58
75000,2,0,0,3,2,5.5,27,100,0,0,24.52,8.55,15082.03,412.1,80.78,33.24,28.56,78.8,32.41,27.47,0,0,0,1,1,1,0,1,0,7723.26
70000,1,0,0,3,7,5.5,18,100,0,0,23.64,9.18,16632.03,350.1,83.86,32.47,27.8,83.08,31.68,27.61,0,0,0,1,0,1,0,0,1,7063.95
60000,2,0,0,3,3,5.5,22,55,0,0,24.47,8.8,15353.37,414.8,80.03,33.24,28.54,78.96,32.46,27.5,0,0,1,0,1,1,0,0,1,7341.86
63000,1,0,0,2,2,6,28,46.67,0,0,24.45,8.86,15301.82,412.8,80.03,33.29,28.53,78.82,32.13,27.29,0,0,0,1,1,1,0,1,0,7256.98
60000,1,0,0,3,2,5.5,28,0,0,0,24.23,8.91,15322.65,395.4,79.92,33.33,28.53,78.59,32.18,27.3,0,0,0,1,1,1,0,1,0,5411.05
60000,1,0,0,2,3,6,26,63.33,0,0,24.47,8.8,15320.63,413.8,80,33.24,28.52,78.98,32.16,27.3,0,1,1,0,1,1,0,1,0,7246.51
60800,1,0,0,4,2,5.5,27,100,0,0,24.19,8.88,15123.25,426.4,79.97,33.32,28.47,78.6,32.07,27.32,0,0,0,1,1,1,0,1,0,6562.79
65000,1,34.5,0,1,3,5,30,64.29,0,0,24.64,7.49,14749.75,223.8,80.53,33.46,28.86,78.62,32.35,28,1,0,0,1,0,0,0,1,0,5244.19
55000,1,0,0,2,1.8,6,30,70,0,0,24.79,9.1,15447.88,118.3,79.07,33.92,29.13,80.34,33.34,28.93,0,0,0,1,1,1,1,0,0,3261.63
60000,1,0,0,1,1,6,31,38.33,0,0,23.86,10.52,15896.17,135.3,80.15,32.87,28.33,86.57,32.34,28.47,1,0,0,1,1,1,1,0,0,1544.19
75000,1,0,0,2,1,5.5,28,0,0,0,25.01,9.78,15810.98,82.2,77.24,33.55,28.92,81.68,33.43,28.98,0,0,0,1,1,1,1,0,0,4418.6
62500,1,0,0,2,1.5,6.5,30,75,0,0,24.82,9.46,15785.73,160.3,80.48,32.99,28.65,86.37,32.44,28.54,0,0,0,1,1,1,1,0,0,3422.97
65500,1,0,0,3,4,5.5,20,0,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.42,28.93,0,0,0,1,1,1,0,1,0,4651.16
50000,1,0,0,3,3,5.5,20,100,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.39,28.93,0,0,0,1,1,1,0,0,1,5018.6
70000,1,0,0,2,2,6,21,100,0,0,24.29,9.01,15429.55,395.4,79.88,33.26,28.48,78.74,32.1,27.29,0,0,0,1,1,1,0,1,0,7440.7
69000,1,0,0,3,2,6,26,100,0,0,24.55,8.72,15147.76,363,80.22,33.17,28.54,79.04,32.78,27.83,0,0,0,1,1,1,0,1,0,7532.56
59000,1,0,0,4,3,6.5,22,100,0,0,24.47,8.8,15353.37,414.8,80.03,33.24,28.54,78.96,32.32,27.38,0,0,0,1,1,1,0,1,0,6498.84
60000,2,0,0,4,3,6,32,100,0,0,24.47,8.8,15353.37,414.8,80.03,33.24,28.54,78.96,32.29,27.35,0,0,0,1,1,1,0,1,0,5768.6
59000,1,0,0,3,3,6,20,100,0,0,23.57,9.19,16473.01,348.3,83.81,32.31,27.67,83.17,31.74,27.74,0,0,0,1,1,1,0,1,0,5873.49
65000,1,0,0,3,3,5.5,26,53.85,0,0,24.55,8.72,15147.76,363,80.22,33.17,28.54,79.04,32.99,27.94,0,1,0,1,1,1,0,1,0,6697.67
63000,1,0,0,3,3,6,25,48.33,0,0,24.36,8.84,15270.45,394,80.17,33.26,28.49,78.79,32.14,27.31,0,0,0,1,1,1,0,1,0,7532.56
70000,0,0,0,2,3,6,29,58.33,0,0,24.47,8.8,15320.63,413.8,80,33.24,28.52,78.98,32.49,27.57,0,0,0,1,1,1,0,0,1,7303.72
61000,2,0,0,2,2,5.5,26,0,0,0,24.47,8.64,15224.75,414.8,80.5,33.26,28.56,78.88,32.44,27.46,0,0,0,1,1,1,0,1,0,7103.49
60000,1,0,0,3,3,6,22,100,0,0,24.18,8.87,15241.33,426.4,80.05,33.38,28.55,78.48,32.94,27.93,0,0,0,1,1,1,0,1,0,5860.47
60000,2,0,15,3,3,6,22,100,0,0,24.23,8.91,15322.65,395.4,79.92,33.33,28.53,78.59,32.03,27.22,0,0,0,1,1,1,0,1,0,5838.95
68000,1,0,0,4,3,6,18,100,0,0,24.53,8.78,15221.06,380.8,80.2,33.13,28.52,79.1,32.69,27.75,0,0,0,1,1,1,0,1,0,6225
65000,1,0,0,1,3,6,26,50.77,0,0,24.45,8.86,15301.82,412.8,80.03,33.29,28.53,78.82,32.21,27.32,0,0,0,1,1,1,0,1,0,6674.42
66800,1,0,15,3,3,6,25,100,0,0,24.47,8.88,15416.88,411.4,79.83,33.28,28.54,78.92,32.28,27.35,0,0,0,1,1,1,0,1,0,5745.35
60000,2,0,0,4,3,6,23,0,0,0,23.61,9.16,16499.64,316.1,83.94,32.51,27.84,83.06,31.67,27.54,0,0,0,1,1,1,0,1,0,6664.88
70000,1,0,0,4,2,6,31,0,0,0,24.47,8.61,15128.73,411.7,80.58,33.27,28.58,78.76,32.65,27.7,0,0,0,1,1,1,0,1,0,7487.79
60000,0,0,0,3,2,6,37,43.33,0,0,24.13,8.9,15154.32,416.1,80.17,33.21,28.38,78.67,32.02,27.27,0,0,0,1,1,1,0,1,0,6781.4
60000,1,0,5,2,2,5.5,32,66.15,0,0,24.18,8.87,15241.33,426.4,80.05,33.38,28.55,78.48,32.17,27.42,0,0,0,1,1,1,0,1,0,5826.35
65000,1,0,0,4,2.1,5.5,44,0,0,0,25.05,9.79,15854.65,62.4,77.19,33.47,28.86,81.82,33.67,29.21,0,0,0,1,1,1,0,0,1,1995.35
55000,1,0,0,1,1,6,35,0,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.42,28.97,0,0,0,1,1,1,0,1,0,2919.77
65000,0,0,0,5,2.3,6.5,28,0,0,31.15,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.58,29.02,0,0,0,1,1,1,1,0,0,4186.05
55000,1,0,0,3,2,4.5,42,0,0,0,24.36,8.95,15132.61,181.1,80.44,34.32,29.43,79.46,33.39,28.93,0,0,1,0,1,1,1,0,0,2679.07
70000,1,0,0,4,2.4,6,22,0,0,0,24.32,8.9,14930.25,181.3,80.62,34.39,29.49,79.3,33.19,28.83,0,0,0,1,1,1,0,0,1,5581.4
68000,1,0,0,3,3,6,21,0,0,0,24.29,9.01,15429.55,395.4,79.88,33.26,28.48,78.74,32.33,27.55,0,0,0,1,1,1,0,1,0,7720.93
58000,1,30,0,0,2,5.5,30,100,0,0,24.5,7.44,14647.32,196.5,80.5,33.4,28.95,78.38,32.74,28.34,0,0,1,0,1,1,0,1,0,5720.93
65000,0,11.5,0,1,2,5.5,29,100,0,0,24.85,8.11,15960.43,65.6,75.03,32.15,28.43,80.38,34.28,29.52,0,0,0,1,1,1,0,1,0,6197.67
62000,0,0,0,2,2,6,25,100,0,0,24.51,7.51,14772.68,185.4,80.35,33.36,28.96,78.48,32.67,28.14,0,0,1,0,1,1,0,1,0,2860.47
60000,0,0,0,4,2.5,6,20,0,0,42.31,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.5,28.96,0,0,1,0,1,1,0,1,0,2186.05
