POBLACION_20DIAS_AJT,ContMalQui_Emer_Flor,TotP_Siem_Emer,TotP_Emer_Flor,FerQui_Emer_Flor,PENDIENTE_RASTA,PH_RASTA,PROFUND_RAICES_VIVAS_RASTA,Porc_Ar,Porc_AF,Porc_MUY_PLASTICO,Temp_Min_Avg_Veg,Diurnal_Range_Avg_Veg,Sol_Ener_Accu_Veg,Rain_Accu_Veg,Rhum_Avg_Veg,Temp_Max_Avg_For,Temp_Avg_For,Rhum_Avg_For,Temp_Max_Avg_Mad,Temp_Avg_Mad,MATERIAL_GENETICO_PAC 105,MATERIAL_GENETICO_PIONEER 30F35 HRR,METODO_COSECHA_Manual,METODO_COSECHA_Mecanizada,TERRENO_CIRCUN_RASTA_PLANO O LLANO,POSICION_PERFIL_RASTA_PLANO,OBSERVA_PLANTAS_PEQUENAS_RASTA_MUY AFECTADAS,OBSERVA_PLANTAS_PEQUENAS_RASTA_PLANTAS NORMALES,OBSERVA_PLANTAS_PEQUENAS_RASTA_POCO AFECTADAS,RDT_AJUSTADO
55000,0,0,0,2,1,5.5,26,66.67,0,0,24.59,9.02,15396.86,187.7,80.6,34.43,29.58,78.94,33.6,29.01,0,0,1,0,1,1,0,0,1,4279.07
60000,1,0,0,2,1,6,-1,0,0,0,23.9,10.39,15633.48,160.3,80.48,32.99,28.36,86.37,32.53,28.37,1,0,1,0,1,1,1,0,0,2883.72
63000,1,0,0,2,2,6.5,17,0,0,0,24.7,7.59,15428.23,244.9,88.06,32.56,28.75,87.14,33.19,29.12,0,0,0,1,1,1,0,1,0,5308.14
59800,1,0,15,3,2,5.5,16,100,0,0,23.62,9.08,16427.75,316.1,83.96,32.55,27.87,83.16,31.71,27.59,0,0,0,1,1,1,0,0,1,6722.09
33000,0,0,0,1,2,5.5,17,35,0,0,25.17,7.17,15569.62,245.3,88.57,32.56,28.77,86.98,33.07,28.97,0,0,1,0,0,0,0,1,0,1716.28
60000,1,0,4,2,1,6.5,25,0,0,0,24.56,9,15314.59,145.1,79.89,34.19,29.33,79.87,33.29,28.93,0,0,1,0,1,1,1,0,0,2790.7
60000,1,0,0,2,2,5,18,30,0,0,24.56,9,15314.59,145.1,79.89,34.19,29.33,79.87,33.34,28.94,0,0,1,0,1,1,0,1,0,4004.65
72000,1,0,0,2,1,6,30,0,0,0,24.44,8.91,14696.52,198.3,80.8,34.57,29.68,78.65,33.55,28.93,0,0,1,0,1,1,0,1,0,4004.65
60000,0,0,0,2,3,6,31,100,0,0,24.19,8.94,15355.27,426.4,79.97,33.36,28.54,78.52,32.25,27.34,0,0,0,1,1,1,0,1,0,5987.91
70000,1,0,0,3,3,5.5,29,100,0,0,24.18,8.93,15207.06,426.4,80,33.34,28.5,78.51,32.03,27.27,0,0,0,1,1,1,0,1,0,6436.05
60000,1,0,0,3,2,6,-1,100,0,0,24.23,8.91,15322.65,395.4,79.92,33.33,28.53,78.59,32.13,27.32,0,0,0,1,1,1,0,1,0,5925.81
72500,1,0,0,3,3,5.5,38,0,0,0,24.47,8.61,15128.73,411.7,80.58,33.27,28.58,78.76,32.32,27.46,0,0,0,1,1,1,0,1,0,5767.44
71000,1,0,0,2,4,5,20,0,0,0,23.97,8.7,14575.71,249,82.25,33.66,29.08,80.19,34.63,29.14,0,0,1,0,1,1,0,1,0,5488.37
56000,1,0,0,2,1,6,50,0,0,0,23.93,8.91,16235.3,263.9,84.36,32.71,28.03,83.5,31.79,27.46,0,0,1,0,1,1,0,1,0,5720.93
72000,3,0,0,5,4,6,19,0,0,0,24.47,8.8,15320.63,413.8,80,33.24,28.52,78.98,32.45,27.51,0,0,1,0,1,1,0,1,0,5933.72
62000,0,0,0,2,2,5.5,40,0,0,0,24.89,9.48,15771.34,98.2,77.97,33.68,29,81.01,33.37,28.95,0,0,1,0,1,1,0,1,0,3255.81
54000,1,0,0,4,1,5,20,40,0,0,24.34,8.97,14594.58,198.3,80.53,34.56,29.67,78.7,33.35,28.86,0,0,1,0,1,1,0,1,0,3813.95
60000,1,0,0,2,2,5,25,0,0,0,24.48,8.9,15307.87,188,80.9,34.64,29.72,78.65,33.46,28.88,0,0,1,0,0,1,0,0,1,3255.81
60000,1,0,0,2,1,7,-1,0,0,0,24.25,7.8,14546.31,248.6,81.3,32.67,28.29,80.52,32.37,27.93,0,0,1,0,1,1,0,1,0,4651.16
60000,1,0,0,1,1,6,-1,19.23,0,0,24.12,8.37,14959.23,213.5,81.78,32.33,28.02,80.17,32.25,27.95,0,0,0,1,1,1,0,1,0,5790.7
60000,1,0,0,1,1,6,20,0,0,0,24.05,9.13,14490.53,236.5,81.42,33.83,28.78,84.76,32.52,28.18,0,0,0,1,1,1,0,0,1,3069.77
62000,1,0,0,2,1,5.5,22,0,0,0,23.82,10.17,15018.07,182.9,80.72,33.16,28.45,86.12,32.48,28.38,0,0,0,1,1,1,0,1,0,3013.95
55000,1,0,0,1,1,5,22,78.33,0,0,24.32,8.96,14610.72,198.3,80.58,34.59,29.69,78.67,33.44,28.91,0,0,1,0,1,1,0,1,0,2097.67
60000,0,0,0,2,1,6.5,15,26.67,0,0,24.67,7.63,15256.64,251,82.38,32.54,28.74,82.21,33.35,29.24,1,0,1,0,1,1,0,1,0,2860.47
60000,1,0,15,2,1,6,22,35,0,0,24.95,7.22,15210.99,256.8,88.33,32.54,28.79,87.1,33.34,29.15,0,0,0,1,1,1,0,1,0,4767.44
62000,1,0,0,2,2,6,21,45,0,0,24.95,7.69,13972.72,100.7,87,32.96,28.98,82.84,32.64,28.69,0,1,1,0,1,1,0,1,0,3909.3
60000,2,0,0,2,1,5.5,-1,46.67,0,0,24.95,7.69,13972.72,100.7,87,32.96,28.98,82.84,32.59,28.66,0,1,1,0,1,1,0,1,0,4958.14
62000,1,0,15,2,1,6,16,40,0,0,25.01,7.52,13866.45,106,87.18,33.01,28.97,82.91,32.62,28.67,0,1,1,0,1,1,0,1,0,3860.47
60000,2,0,15,2,1,5.5,24,38.33,0,0,24.8,7.16,14550.35,174,88.88,33.21,29.19,84.63,32.53,28.76,0,1,1,0,1,1,0,1,0,4862.79
60000,1,0,0,2,2,6,12,43.33,0,0,24.88,7.46,13704.18,121,87.51,33.07,29.03,83.26,32.58,28.68,0,1,1,0,1,1,0,1,0,4536.05
55000,1,0,0,2,1,6,21,50,0,0,24.86,7.13,14785.2,207,88.93,33.19,29.17,84.8,32.36,28.67,0,0,1,0,1,1,0,1,0,5339.53
55000,1,0,15,2,1,5.5,25,0,0,0,24.83,7.13,14508.87,161,88.83,33.23,29.21,84.49,32.45,28.7,0,0,1,0,1,1,0,1,0,4922.09
55000,2,0,22.5,1,2,6,-1,0,0,0,24.95,7.11,14606.62,250.8,89.01,32.97,29.03,85.41,32.53,28.76,0,0,1,0,1,1,0,1,0,4922.09
55000,1,0,0,2,1,6,21,51.67,0,0,24.77,7.12,14057.88,161,89.03,33.23,29.23,84.16,32.58,28.74,0,1,1,0,1,1,0,1,0,5308.14
60000,1,0,15,2,1,6,23,28.33,0,0,24.86,7.13,14785.2,207,88.93,33.19,29.17,84.8,32.36,28.67,0,1,1,0,1,1,0,1,0,5339.53
62000,1,0,0,2,1,6.5,13,25,0,0,24.4,8.83,15261.3,410.8,80.17,33.3,28.53,78.74,32.51,27.62,0,0,1,0,1,1,0,1,0,4767.44
62000,1,0,0,2,1,6,12,48.33,0,0,24.47,8.8,15320.63,413.8,80,33.24,28.52,78.98,32.52,27.61,0,0,1,0,1,1,0,1,0,5244.19
62000,1,0,0,2,1,6,12,0,0,0,24.91,8.37,14700.2,262.6,80.03,33.26,28.64,78.92,33.15,28.05,0,0,1,0,1,1,0,1,0,6197.67
55000,1,0,0,2,1,5.5,23,38.33,0,0,24.84,8.44,14845.46,262.7,80.3,33.19,28.61,78.96,33.05,27.95,0,0,1,0,1,1,0,1,0,4290.7
65000,0,0,0,2,1,5.5,10,46.67,0,0,24.23,8.91,15322.65,395.4,79.92,33.33,28.53,78.59,32.11,27.26,0,1,1,0,1,1,0,1,0,6122.09
65000,1,0,0,2,1,6.5,38,0,0,0,23.86,9.01,16263.26,264.9,84.36,32.66,28.01,83.34,31.82,27.47,0,0,1,0,1,1,0,1,0,5816.28
65000,1,0,0,2,2,6,21,53.33,0,0,23.95,8.89,16226.42,263.9,84.48,32.74,28.05,83.35,31.82,27.48,0,0,1,0,1,1,0,1,0,5911.63
65000,1,0,0,3,1,6,20,0,0,0,24.01,8.79,16158.21,294.9,84.6,32.74,28.04,83.47,31.8,27.41,0,0,0,1,1,1,0,1,0,5933.72
63000,1,0,0,2,1,6.5,35,0,0,0,23.86,8.97,16250.96,264.9,84.36,32.7,28.04,83.39,31.85,27.51,0,0,1,0,1,1,0,1,0,5434.88
62000,1,0,0,2,1,6,28,0,0,0,23.86,8.84,16049.11,266.6,84.56,32.73,28.01,83.21,31.81,27.5,0,0,1,0,1,1,0,1,0,5434.88
62000,1,0,0,3,1,5.5,32,0,0,0,24.01,8.79,16158.21,294.9,84.6,32.74,28.04,83.47,31.85,27.53,0,0,0,1,1,1,0,1,0,6176.74
65000,1,0,0,2,2,6,27,45,0,0,24.47,8.8,16491.43,337.9,80,33.24,28.52,78.98,32.52,27.61,0,0,1,0,1,1,0,1,0,5911.63
62000,1,0,0,2,1,6,16,0,0,0,24.45,8.86,16501.17,332.4,80.03,33.29,28.53,78.82,32.28,27.36,0,1,1,0,1,1,0,1,0,4767.44
62000,1,0,0,2,1,6,16,0,0,0,23.81,8.94,16227.13,242.8,84.41,32.72,28.02,83.2,31.78,27.5,0,0,0,1,1,1,0,1,0,5434.88
60000,1,0,0,2,1,5.5,16,0,0,0,23.83,9.08,16491.43,337.9,83.93,32.56,27.9,83.34,31.84,27.56,0,0,1,0,1,1,0,1,0,6388.37
65000,1,0,0,2,1,6,18,0,0,0,23.88,8.96,16278.39,266.6,84.38,32.65,27.99,83.33,31.85,27.55,0,0,1,0,1,1,0,1,0,5911.63
65000,1,0,0,2,1,5.5,22,65,0,0,23.83,9.08,16491.43,337.9,83.93,32.56,27.9,83.34,31.74,27.52,0,0,1,0,1,1,0,1,0,6006.98
62000,1,0,0,1,1,6,12,0,0,0,23.73,9.13,16504.56,329.9,84.06,32.52,27.83,83.21,31.75,27.67,0,0,0,1,1,1,0,1,0,5983.72
62000,1,0,0,2,1,7,36,0,0,0,24.52,8.55,15082.03,412.1,80.78,33.24,28.56,78.8,32.81,27.82,0,1,1,0,1,1,0,1,0,5911.63
65000,1,0,0,2,2,6,35,53.33,0,0,23.86,8.84,16049.11,266.6,84.56,32.73,28.01,83.21,31.8,27.52,0,0,0,1,1,1,0,1,0,5625.58
65000,1,0,0,2,1,6.5,-1,0,0,0,24.45,8.86,15301.82,412.8,80.03,33.29,28.53,78.82,32.5,27.61,0,0,1,0,1,1,0,1,0,4767.44
60000,1,0,0,1,2,7,-1,0,0,0,24.36,8.12,14804.76,164.7,81.2,32.53,28.15,80.24,32.05,27.83,0,0,1,0,1,1,0,1,0,4767.44
60000,1,0,0,1,1,7,30,0,48.72,0,24.36,8.16,14905.92,164.7,81.08,32.54,28.16,80.33,32.17,27.85,0,0,1,0,1,1,0,1,0,5180.23
60000,1,0,0,2,2,6,-1,0,0,0,24.27,7.91,14614.72,239.6,81.15,32.61,28.25,80.47,32.32,27.92,0,0,1,0,1,1,0,1,0,5116.28
60000,0,0,0,3,2,6,-1,0,0,0,24.28,7.75,14523.07,248.6,81.42,32.73,28.31,80.4,32.24,27.89,0,0,1,0,1,1,0,1,0,5911.63
60000,0,0,0,2,2,6,-1,0,0,0,24.28,7.75,14523.07,248.6,81.42,32.73,28.31,80.4,32.32,27.93,0,0,1,0,1,1,0,1,0,5053.49
63000,1,0,0,4,2,5,33,100,0,0,24.28,7.75,14523.07,248.6,81.42,32.73,28.31,80.4,32.25,27.91,0,0,1,0,1,1,0,1,0,6273.26
60000,1,0,0,2,1,5.5,14,0,0,0,23.9,10.39,15633.48,160.3,80.48,32.99,28.36,86.37,32.46,28.37,0,0,1,0,1,1,1,0,0,2883.72
60000,1,0,0,2,2,6,26,30,0,0,24.77,9.23,15588.59,104.6,78.77,33.86,29.08,80.52,33.47,29.04,0,0,1,0,1,1,0,0,1,4520.93
55000,1,0,0,2,2,6,12,38.33,0,0,23.81,9.42,14180.5,234.7,81.47,33.73,28.76,85.26,32.43,28.29,0,0,1,0,1,1,1,0,0,2383.72
55000,1,0,0,2,2,6,27,48.33,0,0,24.98,9.54,16208.79,99.3,80.08,32.8,28.54,86.62,32.5,28.54,0,0,1,0,1,1,0,1,0,2383.72
55000,1,0,0,1,1,6,21,45,0,0,24.56,9,15314.59,145.1,79.89,34.19,29.33,79.87,33.29,28.93,0,0,1,0,1,1,0,0,1,3955.81
55000,0,0,0,2,1,6,19,23.33,0,0,24.89,7.46,13662.97,121,87.48,33.07,29.02,83.16,32.59,28.69,0,0,1,0,1,1,0,1,0,4150
58000,1,0,15,2,1,6,17,40,0,0,24.29,8.7,14752.47,223.1,82.4,33.09,28.76,81.86,34.7,29.26,0,0,1,0,1,1,0,1,0,5434.88
65000,1,0,0,2,1,5.5,21,28.33,0,0,23.88,8.96,16278.39,266.6,84.38,32.65,27.99,83.33,31.85,27.55,0,0,1,0,1,1,0,1,0,5148.84
62000,1,0,0,2,1,6.5,29,0,0,0,23.86,9.01,16263.26,264.9,84.36,32.66,28.01,83.34,31.82,27.47,0,0,1,0,1,1,0,1,0,5339.53
62000,0,0,0,2,2,6,15,30,0,0,23.81,8.97,16264,315.5,84.26,32.7,28.01,83.27,31.78,27.5,0,0,1,0,1,1,0,1,0,4576.74
70000,1,0,0,2,1,6,23,33.33,0,0,23.86,8.84,16049.11,266.6,84.56,32.73,28.01,83.21,31.8,27.52,0,0,1,0,1,1,0,1,0,5148.84
62000,2,0,0,2,1,6,15,41.67,0,0,23.83,9.08,16491.43,337.9,83.93,32.56,27.9,83.34,31.83,27.55,0,0,1,0,1,1,0,1,0,4862.79
68000,2,0,0,2,1,5.5,42,0,0,0,23.86,8.84,16049.11,266.6,84.56,32.73,28.01,83.21,31.75,27.4,0,0,1,0,1,1,0,1,0,4958.14
63000,1,0,15,2,1,6,18,70,0,0,24.55,8.72,15147.76,363,80.22,33.17,28.54,79.04,32.94,27.92,0,0,1,0,1,1,0,1,0,5816.28
65000,1,0,0,2,2,6,12,46,0,0,23.88,8.96,16278.39,266.6,84.38,32.65,27.99,83.33,31.8,27.46,0,0,1,0,1,1,0,1,0,5244.19
65000,1,0,0,2,1,5.5,17,36.67,0,0,23.84,9.06,16501.17,332.4,83.89,32.57,27.89,83.35,31.72,27.55,0,0,1,0,1,1,0,1,0,5339.53
65000,1,0,0,2,2,6,27,48.33,0,0,23.73,9.13,16504.56,329.9,84.06,32.52,27.83,83.21,31.77,27.64,0,0,1,0,1,1,0,1,0,5434.88
65000,1,0,15,2,1,6,27,15,0,0,23.84,9.06,16501.17,332.4,83.89,32.57,27.89,83.35,31.72,27.55,0,0,1,0,1,1,0,1,0,4958.14
65000,1,0,0,2,1,5.5,17,0,0,0,23.64,9.12,16424.63,330.8,84.16,32.56,27.86,83.15,31.79,27.58,0,0,1,0,1,1,0,1,0,6122.09
65000,1,0,0,2,1,5.5,14,0,0,0,23.64,9.12,16424.63,330.8,84.16,32.56,27.86,83.15,31.7,27.55,0,0,1,0,1,1,0,1,0,6310.47
65000,1,0,15,2,1,6,19,68.33,0,0,24.29,9.01,15429.55,395.4,79.88,33.26,28.48,78.74,32.23,27.43,0,0,1,0,1,1,0,1,0,6102.33
65000,1,0,0,2,1,6,17,71.67,0,0,23.66,9.15,16512.35,348.3,83.79,32.34,27.68,83.14,31.73,27.68,0,0,1,0,1,1,0,1,0,6197.67
65000,1,0,0,2,1,6,18,46.67,0,0,23.64,9.12,16424.63,330.8,84.16,32.56,27.86,83.15,31.7,27.55,0,0,1,0,1,1,0,1,0,5180.23
65000,1,0,0,2,1,6,-1,0,0,0,23.8,9.05,16403.48,315.5,84.08,32.66,27.98,83.28,31.73,27.47,0,0,1,0,1,1,0,1,0,5720.93
60000,1,0,0,3,2,5,45,41.43,0,0,24.52,7.36,14549.47,196.7,80.7,33.52,28.98,78.29,32.86,28.27,0,0,1,0,1,1,0,1,0,3296.51
60000,2,0,0,2,2,5.5,35,0,0,0,23.81,9.88,14672.54,227.5,80.82,33.42,28.59,85.83,32.45,28.26,0,0,1,0,1,1,1,0,0,2418.6
60000,1,0,0,2,1,5.5,40,0,0,0,23.81,10.09,15001.74,182.9,80.72,33.25,28.5,86.02,32.37,28.22,0,0,1,0,1,1,0,0,1,2604.65
60000,1,0,0,1,1,6.5,35,0,0,0,23.86,10.52,15896.17,135.3,80.15,32.87,28.33,86.57,32.44,28.35,0,0,1,0,1,1,0,0,1,1811.63
62000,1,0,0,1,1,6,31,0,0,0,23.82,10.17,15018.07,182.9,80.72,33.16,28.45,86.12,32.48,28.38,0,0,1,0,1,1,0,0,1,2232.56
60000,1,0,4,2,1,7,40,0,0,0,24.89,9.39,15925.34,98.2,78.17,33.74,29.03,80.89,33.35,28.96,0,0,1,0,1,1,0,1,0,2976.74
55000,1,0,0,2,1,5.5,38,0,0,0,23.81,10.09,15001.74,182.9,80.72,33.25,28.5,86.02,32.41,28.35,1,0,1,0,1,1,1,0,0,1674.42
60000,1,0,0,1,2,5,10,30,0,0,23.9,10.39,15633.48,160.3,80.48,32.99,28.36,86.37,32.46,28.38,0,0,1,0,1,1,1,0,0,2511.63
60000,1,0,0,3,2,6,27,0,0,0,24.65,9.02,15545.39,118.3,79.49,34.09,29.27,80.06,33.33,28.94,0,0,1,0,1,1,0,1,0,3861.63
45000,0,0,23,3,1.5,4.5,10,0,0,33.33,25.07,9.73,15671.54,61.1,77.39,33.48,28.86,81.65,33.87,29.28,0,0,1,0,1,1,1,0,0,1931.86
55000,1,0,0,3,1,6,23,38.33,0,0,24.73,9.17,15001.74,182.9,80.72,33.25,28.84,86.02,32.46,28.52,0,0,1,0,1,1,0,0,1,2919.77
55000,1,0,0,1,1,5.5,39,0,0,0,23.84,10.67,16208.79,99.3,80.08,32.8,28.29,86.62,32.47,28.45,0,0,1,0,1,1,1,0,0,2790.7
60000,1,0,0,2,1,6,20,38.33,0,0,24.89,9.39,15925.34,98.2,78.17,33.74,29.03,80.89,33.41,29.02,0,0,1,0,1,1,0,1,0,4651.16
55000,2,0,0,1,1,5.5,42,0,0,0,23.88,10.71,16391.73,99.3,79.98,32.77,28.26,86.72,32.25,28.45,0,0,1,0,1,1,1,0,0,2883.72
60000,1,0,0,2,2,5.5,40,0,0,0,23.8,9.7,14490.63,227.5,81.1,33.52,28.67,85.65,32.45,28.38,0,0,1,0,1,1,0,1,0,3579.07
55000,2,0,0,2,1,6,26,41.67,0,0,23.81,9.88,14672.54,227.5,80.82,33.42,28.59,85.83,32.43,28.31,0,0,1,0,1,1,1,0,0,2383.72
55000,2,0,0,1,1,5.5,31,0,0,0,23.84,10.67,16208.79,99.3,80.08,32.8,28.29,86.62,32.5,28.49,0,0,1,0,1,1,0,0,1,1883.72
55000,1,0,0,1,2,6,27,33.33,0,0,25.02,9.81,15882,62,77.14,33.5,28.9,81.9,33.4,28.96,0,0,1,0,1,1,0,0,1,2955.81
60000,1,0,0,2,1,5.5,36,35,0,0,23.79,9.57,14347.75,234.7,81.3,33.62,28.71,85.48,32.43,28.27,0,0,1,0,1,1,1,0,0,3051.16
55000,1,0,0,2,2,6,23,36.67,0,0,24.89,9.39,15925.34,98.2,78.17,33.74,29.03,80.89,33.45,29.02,0,0,1,0,1,1,1,0,0,3813.95
55000,1,0,0,2,1,5.5,20,46.67,0,0,24.79,9.1,15447.88,118.3,79.07,33.92,29.13,80.34,33.44,29.05,0,0,1,0,1,1,0,1,0,4238.37
60000,1,0,0,1,1,6,23,31.67,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.42,28.97,0,0,1,0,1,1,0,0,1,3377.91
60000,1,0,0,1,3,5.5,26,28.33,0,0,24.89,9.48,15771.34,98.2,77.97,33.68,29,81.01,33.44,28.99,0,0,1,0,1,1,0,1,0,4576.74
55000,1,0,0,2,2,6,32,36.67,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.42,28.98,0,0,1,0,1,1,0,0,1,4238.37
55000,1,0,0,3,1,6,24,31.67,0,0,24.89,9.48,15771.34,98.2,77.97,33.68,29,81.01,33.44,28.99,0,0,1,0,1,1,0,1,0,5488.37
55000,0,0,0,2,1,6.5,26,0,0,0,24.73,9.1,15505.82,118.3,79.27,33.99,29.2,80.25,33.38,28.96,0,0,1,0,1,1,0,0,1,4767.44
55000,0,0,0,1,2,6,27,21.67,0,0,24.56,9,15314.59,145.1,79.89,34.19,29.33,79.87,33.29,28.93,1,0,1,0,1,1,0,0,1,2002.33
55000,2,0,0,1,1,6,26,50,0,0,23.87,10.45,15670.01,160.3,80.43,32.96,28.36,86.41,32.51,28.38,0,0,1,0,1,1,0,0,1,2260.47
55000,0,0,0,1,1,6,19,31.67,0,0,24.56,9,15314.59,145.1,79.89,34.19,29.33,79.87,33.29,28.93,0,0,1,0,1,1,0,0,1,3337.21
60000,1,0,0,1,1,5.5,27,36.67,0,0,25.05,9.55,16391.73,99.3,79.98,32.77,28.49,86.72,32.37,28.46,0,0,1,0,1,1,0,0,1,3767.44
71000,0,0,10,2,2.3,5.5,15,35,0,0,24.65,9.02,15545.39,118.3,79.49,34.09,29.27,80.06,33.16,28.87,0,0,1,0,1,0,0,0,0,3970.33
62000,1,0,0,2,2,6,15,51.67,0,0,25,7.07,14708.62,205.6,89.14,32.82,28.96,86.13,32.92,28.86,0,1,1,0,1,1,0,1,0,4343.02
60000,1,0,0,2,1,6,13,38.33,0,0,24.23,8.69,14606.62,250.8,82.42,33.29,28.83,81.05,34.7,29.26,0,0,1,0,1,1,0,1,0,3088.37
60000,1,0,0,2,2,6,16,30,0,0,24.73,7.07,13512.05,161,89,33.25,29.22,83.97,32.55,28.73,0,0,1,0,1,1,0,1,0,2991.86
62000,1,0,0,2,1,6,16,40,0,0,24.83,7.13,14508.87,161,88.83,33.23,29.21,84.49,32.3,28.62,0,1,1,0,1,1,0,1,0,4862.79
60000,1,0,0,2,1,6,20,38.33,0,0,24.79,7.17,13316.27,106.8,88.6,33.28,29.19,83.61,32.55,28.73,0,0,1,0,1,1,0,1,0,4825.58
60000,1,0,0,2,1,6,16,38.33,0,0,24.77,7.12,14057.88,161,89.03,33.23,29.23,84.16,32.59,28.72,0,0,1,0,1,1,0,1,0,4825.58
62000,1,0,15,2,2,6,24,36.67,0,0,23.96,8.58,14738.4,234,82.58,34.23,29.31,77.6,35.18,29.63,0,1,1,0,1,1,0,1,0,5244.19
62000,1,0,0,2,1,6,13,26.67,0,0,25.04,7.03,14769.98,205.6,89.11,32.86,28.96,85.91,32.67,28.78,0,0,1,0,1,1,0,1,0,4343.02
62000,1,0,0,2,2,5.5,23,36.67,0,0,24.93,7.12,14802.14,212.2,89.01,32.94,29.02,85.57,32.63,28.78,0,1,1,0,1,1,0,1,0,4150
62000,1,0,0,2,2,5.5,19,35,0,0,24.99,7.7,14116.31,91.8,86.5,32.87,28.93,82.84,32.92,28.73,0,0,1,0,1,1,0,1,0,3377.91
60000,0,0,0,2,2,5.5,22,26.67,0,0,24.93,7.42,13602.45,112.2,87.33,33.05,28.99,83.03,32.57,28.67,0,0,1,0,1,1,0,1,0,3281.4
60000,1,0,0,2,1,6,-1,38.33,0,0,25.18,7.69,14206.91,76.7,86.35,32.82,28.88,82.46,33,28.74,0,1,1,0,1,1,0,1,0,4150
60000,1,0,15,2,2,5.5,20,75,0,0,24.84,7.23,15071.32,189.5,88.98,33.14,29.14,84.88,32.42,28.68,0,0,1,0,1,1,0,1,0,4729.07
60000,0,0,0,1,2,6,16,35,0,0,24.79,7,13132.5,147.8,88.88,33.33,29.23,83.68,32.56,28.76,0,1,1,0,1,1,0,1,0,4386.05
60000,1,0,0,2,1,6,22,38.33,0,0,24.84,7.23,15071.32,189.5,88.98,33.14,29.14,84.88,32.36,28.69,0,0,1,0,1,1,0,1,0,2991.86
60000,1,0,0,2,2,6,20,28.33,0,0,24.83,7.13,14508.87,161,88.83,33.23,29.21,84.49,32.53,28.74,0,0,1,0,1,1,0,1,0,3667.44
55000,0,0,0,2,2,5.5,22,56.67,0,0,24.74,7.04,13398.77,147.8,88.98,33.32,29.25,83.8,32.54,28.71,0,1,1,0,1,1,0,1,0,4481.4
60000,1,0,0,2,1,6,19,55,0,0,24.86,7.14,14905.89,197.7,89.01,33.07,29.1,85.24,32.54,28.73,0,0,1,0,1,1,0,1,0,3051.16
55000,0,0,0,2,1,6,16,30,0,0,25.01,7.52,14767.97,224.5,87.18,33.01,28.97,82.91,32.02,28.53,0,0,1,0,1,1,0,1,0,4825.58
55000,0,0,15,2,1,6,19,0,0,0,24.83,7.4,13995.13,105.2,87.74,33.2,29.12,83.42,32.61,28.74,0,1,1,0,1,1,0,1,0,5816.28
55000,1,0,15,2,1,6,23,41.67,0,0,24.77,7.12,14057.88,161,89.03,33.23,29.23,84.16,32.59,28.72,0,1,1,0,1,1,0,1,0,5148.84
55000,1,0,0,2,2,5.5,21,26.67,0,0,24.89,7.21,15200.04,197.7,89.05,33.1,29.12,84.99,32.45,28.71,0,0,1,0,1,1,0,1,0,4767.44
55000,1,0,0,3,1,6,16,28.33,0,0,25.16,7,15045.66,260.3,88.84,32.68,28.86,86.65,32.87,28.85,0,1,1,0,1,1,0,1,0,5720.93
55000,1,0,15,2,1,5.5,18,0,0,0,24.77,7.12,14404.68,268.6,82.7,33.23,29.23,79.59,32.61,28.76,0,0,1,0,1,1,0,1,0,5053.49
55000,1,0,22.5,1,1,5.5,16,38.33,0,0,24.8,7.16,14550.35,174,88.88,33.21,29.19,84.63,32.43,28.71,0,1,1,0,1,1,0,1,0,5115.12
63000,1,0,0,2,1,5.5,33,20,0,0,23.95,8.89,16226.42,263.9,84.48,32.74,28.05,83.35,31.77,27.42,0,0,1,0,1,1,0,1,0,5530.23
65000,1,0,0,2,2,6,17,36.67,0,0,23.86,8.84,16049.11,266.6,84.56,32.73,28.01,83.21,31.81,27.5,0,0,1,0,1,1,0,1,0,5816.28
65000,3,0,0,2,1,5.5,34,0,0,0,23.81,8.94,16227.13,242.8,84.41,32.72,28.02,83.2,31.75,27.45,0,0,1,0,1,1,0,1,0,6102.33
70000,2,0,15,2,1,6,22,0,0,0,24.47,8.61,15128.73,411.7,80.58,33.27,28.58,78.76,32.24,27.36,0,0,1,0,1,1,0,1,0,6466.28
65000,1,0,0,2,1,6,-1,41.67,0,0,23.88,8.96,16278.39,266.6,84.38,32.65,27.99,83.33,31.85,27.52,0,0,1,0,1,1,0,1,0,5053.49
70000,1,0,0,2,1,6,27,0,0,0,24.53,8.78,15221.06,380.8,80.2,33.13,28.52,79.1,32.96,27.92,0,1,1,0,1,1,0,1,0,5530.23
60000,1,0,0,2,1,6,26,0,0,0,24.47,8.61,15128.73,411.7,80.58,33.27,28.58,78.76,32.77,27.78,0,0,1,0,1,1,0,1,0,4862.79
65000,1,0,0,2,1,6,26,50,0,0,23.88,8.96,16278.39,266.6,84.38,32.65,27.99,83.33,31.81,27.49,0,0,1,0,1,1,0,1,0,5053.49
63000,2,0,0,2,1,6,38,38.33,0,0,23.84,9.06,16501.17,332.4,83.89,32.57,27.89,83.35,31.82,27.56,0,0,1,0,1,1,0,1,0,5767.44
62500,0,0,46,3,1.1,5,30,0,0,0,25.07,9.73,15671.54,61.1,77.39,33.48,28.86,81.65,34.06,29.43,0,0,1,0,1,1,0,1,0,3627.91
