iter	MultiClass
200	0.4378883226
201	0.4365809224
202	0.4349494593
203	0.4322719182
204	0.4311042154
205	0.4289836688
206	0.4273062344
207	0.4266149682
208	0.4243112659
209	0.4230347569
210	0.4215401717
211	0.4206309026
212	0.4185401892
213	0.4169237855
214	0.4160409172
215	0.4142461266
216	0.4127162039
217	0.4111854567
218	0.4097926016
219	0.4084112307
220	0.4067524492
221	0.4051826896
222	0.4038678454
223	0.4033822618
224	0.4018247115
225	0.4004990974
226	0.3993770201
227	0.3975315533
228	0.3959128776
229	0.394661736
230	0.3931754814
231	0.3921941682
232	0.390308797
233	0.3882036524
234	0.3872158355
235	0.3859782667
236	0.384452139
237	0.3831403514
238	0.3815686484
239	0.3806028718
240	0.378716013
241	0.3768805549
242	0.3756450232
243	0.3742551153
244	0.373395043
245	0.3712955309
246	0.3691588918
247	0.3681019672
248	0.3668097546
249	0.3655556919
250	0.3633460869
251	0.3624233351
252	0.3617829609
253	0.3604710293
254	0.3596655902
255	0.3585625172
256	0.3576281561
257	0.3565994294
258	0.3552415443
259	0.3541051398
260	0.3525986807
261	0.3520485394
262	0.3504317049
263	0.3485774223
264	0.3471857458
265	0.3460013446
266	0.3448499921
267	0.3432329236
268	0.3420111249
269	0.3407852974
270	0.3396690993
271	0.339220676
272	0.337539315
273	0.3367702721
274	0.335054541
275	0.333901092
276	0.3330153143
277	0.3315564806
278	0.3301101322
279	0.3287016973
280	0.328111651
281	0.3269858316
282	0.3260815593
283	0.3249576431
284	0.3243525693
285	0.3230584741
286	0.3223090304
287	0.3210354562
288	0.3195693161
289	0.3188626448
290	0.3184828623
291	0.3170092864
292	0.3163067633
293	0.3147481965
294	0.3139227932
295	0.3129456709
296	0.3116584183
297	0.3108838547
298	0.3095223049
299	0.3088015475
300	0.3078829735
301	0.3067120193
302	0.3055018324
303	0.3050227176
304	0.3044942483
305	0.3033587761
306	0.3019348504
307	0.3014831146
308	0.3008693348
309	0.2998009473
310	0.2990888078
311	0.2984012207
312	0.2972183112
313	0.2959552008
314	0.2955329773
315	0.2951569608
316	0.2943917727
317	0.293233643
318	0.2924091174
319	0.2912773886
320	0.290217254
321	0.2895098333
322	0.288233799
323	0.2875294959
324	0.2867548318
325	0.286047247
326	0.2856672372
327	0.2851313205
328	0.2843653084
329	0.2837146994
330	0.2831139464
331	0.2817707308
332	0.2811300458
333	0.2804787936
334	0.2797367024
335	0.279243853
336	0.2775995182
337	0.277100258
338	0.2763670241
339	0.2757445371
340	0.2742280685
341	0.2732019338
342	0.2723866202
343	0.2717619849
344	0.2710733119
345	0.2698298206
346	0.269282702
347	0.2683760797
348	0.2674266668
349	0.266670141
350	0.2657269721
351	0.2647305208
352	0.263689169
353	0.263006621
354	0.2623526653
355	0.2615269883
356	0.2608801609
357	0.2600098036
358	0.2593131058
359	0.2586712996
360	0.2581492304
361	0.257735864
362	0.256961412
363	0.2559609337
364	0.2552802275
365	0.2543340029
366	0.2540341664
367	0.2537675452
368	0.2528812553
369	0.2519917401
370	0.2513131893
371	0.2503902382
372	0.2502136776
373	0.2496637444
374	0.2489136695
375	0.2478076495
376	0.2471244859
377	0.2466015478
378	0.2457928898
379	0.245043368
380	0.2446242107
381	0.243750978
382	0.2431290841
383	0.2419344476
384	0.2408610245
385	0.2400946102
386	0.2391236767
387	0.2384124773
388	0.2376029542
389	0.2367760805
390	0.2363012049
391	0.2354984042
392	0.2347830204
393	0.2342782257
394	0.2340808526
395	0.2337286936
396	0.2331131496
397	0.2325616024
398	0.2316770818
399	0.2308649382
400	0.2302980344
401	0.2295667898
402	0.2288661688
403	0.2285313524
404	0.2277443579
405	0.2271047944
406	0.2262450275
407	0.2258735809
408	0.2254300848
409	0.2249129809
410	0.2243890947
411	0.2235093055
412	0.2226599438
413	0.2220743945
414	0.221504031
415	0.2210686949
416	0.2205943032
417	0.2201490028
418	0.2194334432
419	0.2188124781
420	0.2183333976
421	0.217963136
422	0.2174847437
423	0.2169427755
424	0.2164144493
425	0.2160202278
426	0.2153275049
427	0.214767366
428	0.2144310114
429	0.2139966681
430	0.2134634453
431	0.2128665162
432	0.2122390213
433	0.2119310101
434	0.2113221384
435	0.2104935606
436	0.2102102907
437	0.2095611486
438	0.2089204188
439	0.2082400746
440	0.2080467204
441	0.2076545603
442	0.2073248268
443	0.206749901
444	0.2061499979
445	0.2056315327
446	0.2049833591
447	0.2043549637
448	0.2039322246
449	0.2034303863
450	0.2031272753
451	0.2023072683
452	0.2019684476
453	0.2016797021
454	0.2012909595
455	0.2010935752
456	0.2009431981
457	0.2002421039
458	0.1997422524
459	0.1993857551
460	0.1989834311
461	0.1986746621
462	0.1984630091
463	0.1980550321
464	0.1972488186
465	0.1967123041
466	0.1960986695
467	0.1955206924
468	0.1951048314
469	0.1944337013
470	0.1939268458
471	0.1935178533
472	0.1929845895
473	0.1926724875
474	0.1920342623
475	0.1917119587
476	0.1909630076
477	0.1904065629
478	0.1899142949
479	0.1894611308
480	0.1890303504
481	0.1886123887
482	0.1883984933
483	0.1878729057
484	0.1877329267
485	0.1871582788
486	0.1864814801
487	0.1860854505
488	0.185722823
489	0.1853415787
490	0.1850387466
491	0.1848710776
492	0.1843372625
493	0.1839192781
494	0.183630353
495	0.1830788151
496	0.1823528932
497	0.1817549933
498	0.1811154105
499	0.1810360291
500	0.1808528669
501	0.1806107132
502	0.1802666065
503	0.1799105584
504	0.1796478326
505	0.1792275255
506	0.1790584724
507	0.1786743372
508	0.1781695845
509	0.17783443
510	0.1774392456
511	0.1767922526
512	0.1763388237
513	0.1757017998
514	0.1754788456
515	0.1750171628
516	0.174067301
517	0.1738202048
518	0.1731500269
519	0.1726370272
520	0.1721894265
521	0.1716552839
522	0.1714100892
523	0.171015135
524	0.1706494241
525	0.1703019135
526	0.169968614
527	0.1698039274
528	0.1693281814
529	0.1686891738
530	0.1682354348
531	0.1676592174
532	0.167128742
533	0.1665731406
534	0.1661588192
535	0.165914813
536	0.165708288
537	0.1653704752
538	0.1648480858
539	0.164590293
540	0.1641513539
541	0.1638158217
542	0.16309202
543	0.1627085859
544	0.1622801937
545	0.1616900147
546	0.1613729188
547	0.1607651287
548	0.160545411
549	0.1602050579
550	0.1600809954
551	0.1597194489
552	0.1593951068
553	0.1590656128
554	0.1588806067
555	0.1587448051
556	0.1584038248
557	0.1579112622
558	0.1577157106
559	0.1570709736
560	0.1564494427
561	0.156173591
562	0.155835264
563	0.1555936566
564	0.1553062919
565	0.1547632296
566	0.1544515448
567	0.1542710298
568	0.1540442417
569	0.1539037864
570	0.1537523164
571	0.1533351325
572	0.1530769542
573	0.1527674011
574	0.1526731326
575	0.1524329728
576	0.1523469448
577	0.1521709069
578	0.1520276343
579	0.1518766216
580	0.1516739593
581	0.1514538745
582	0.1511410086
583	0.1505586972
584	0.1503596743
585	0.1500155097
586	0.1494795088
587	0.1490692298
588	0.1488208255
589	0.1486100538
590	0.1481573865
591	0.1478023691
592	0.147672406
593	0.1472085659
594	0.1468276808
595	0.1465120706
596	0.1461387607
597	0.1458803857
598	0.1455418791
599	0.1452209882
600	0.1450124215
601	0.144582088
602	0.1440901304
603	0.1438313506
604	0.1435580733
605	0.1433041751
606	0.1430635979
607	0.142877301
608	0.1424465614
609	0.1421411848
610	0.1419808569
611	0.1417768125
612	0.1414501485
613	0.1410297511
614	0.140663179
615	0.1403683181
616	0.1399613269
617	0.1397674242
618	0.1393585519
619	0.1390699187
620	0.1390096844
621	0.1386923668
622	0.1383500431
623	0.1379369367
624	0.137706511
625	0.1373629638
626	0.1369648431
627	0.136540023
628	0.1361109888
629	0.1358868658
630	0.135825947
631	0.1356235524
632	0.1353018356
633	0.135188487
634	0.134828468
635	0.1343904659
636	0.1340376311
637	0.1338791849
638	0.1336336289
639	0.1333239459
640	0.1330421503
641	0.1328871695
642	0.1325240154
643	0.1323482454
644	0.1319740416
645	0.1318419303
646	0.1317837548
647	0.1315435033
648	0.1310914545
649	0.1308219113
650	0.1304599045
651	0.1301798341
652	0.1299483621
653	0.1297039042
654	0.1292923346
655	0.1291194876
656	0.1288141981
657	0.1285014623
658	0.1282894362
659	0.1279943387
660	0.1278788881
661	0.1277297319
662	0.1274002656
663	0.1272267968
664	0.1271838379
665	0.1269985953
666	0.1267201169
667	0.1264650151
668	0.1263071223
669	0.1259789265
670	0.12571504
671	0.1255751184
672	0.1252531379
673	0.1249872823
674	0.1247661703
675	0.1246581493
676	0.1243003428
677	0.1240458413
678	0.123905518
679	0.1237246645
680	0.1234538104
681	0.1232828191
682	0.123210652
683	0.1231291563
684	0.1229340374
685	0.1226419768
686	0.1224527355
687	0.1222428851
688	0.1220738782
689	0.1217875695
690	0.1216873245
691	0.1214244505
692	0.1213494884
693	0.1211897534
694	0.1208720322
695	0.1206608218
696	0.1205107849
697	0.1204802711
698	0.1202035332
699	0.1199897818
700	0.1197844989
701	0.1196536043
702	0.1194780317
703	0.1193601645
704	0.1190506568
705	0.1188798314
706	0.1186696585
707	0.1184371519
708	0.1182665249
709	0.1180525449
710	0.1176811342
711	0.1174621192
712	0.1171259651
713	0.1169511683
714	0.1166981993
715	0.1164754815
716	0.1163106007
717	0.1161147
718	0.1157077153
719	0.1155974532
720	0.1152634565
721	0.1151195166
722	0.1149405997
723	0.1147757044
724	0.1145849285
725	0.1143727307
726	0.1141442813
727	0.1140106518
728	0.1138267305
729	0.1135099235
730	0.1133342807
731	0.11318297
732	0.1129763962
733	0.112711286
734	0.1124739441
735	0.1123683689
736	0.1121806489
737	0.1120466239
738	0.1118628377
739	0.1116379179
740	0.1114526011
741	0.111096958
742	0.1110393438
743	0.1108001797
744	0.1107026228
745	0.1104433445
746	0.1102654419
747	0.1101577345
748	0.1100226661
749	0.1098433134
750	0.1095706657
751	0.109195846
752	0.109024099
753	0.1088554419
754	0.1086132842
755	0.1084919415
756	0.1082018593
757	0.1080740161
758	0.1078695866
759	0.1076844984
760	0.1073910742
761	0.1072522679
762	0.1070365601
763	0.1069038031
764	0.1066675458
765	0.1065371872
766	0.1063004094
767	0.1061330107
768	0.1060503084
769	0.105834825
770	0.1056984098
771	0.1056235797
772	0.1054560069
773	0.1053204075
774	0.1050922102
775	0.1049122959
776	0.1048445077
777	0.1047449005
778	0.104615738
779	0.1044482048
780	0.1041709595
781	0.1040893947
782	0.1039190681
783	0.1037750109
784	0.1036281399
785	0.1033368788
786	0.1031437894
787	0.1029964423
788	0.1028707279
789	0.1026044378
790	0.102380986
791	0.1022064438
792	0.1020694731
793	0.1018156634
794	0.101631615
795	0.1014601535
796	0.1013067864
797	0.1011520832
798	0.1010288108
799	0.1007714806
800	0.1004638348
801	0.1002668717
802	0.1000769252
803	0.09989932195
804	0.09981488961
805	0.0997012052
806	0.09955105657
807	0.0993638595
808	0.09906827073
809	0.09886363619
810	0.09868198268
811	0.09850882084
812	0.09838947422
813	0.09822320701
814	0.0980887187
815	0.0979376889
816	0.09772006517
817	0.09753652649
818	0.09731048829
819	0.09705363067
820	0.09685047601
821	0.09665516073
822	0.0964922752
823	0.09620769322
824	0.09603446897
825	0.09579122257
826	0.09559884053
827	0.09542766916
828	0.09532088266
829	0.09524457757
830	0.09503259518
831	0.09489133483
832	0.09468195419
833	0.09443344185
834	0.0943158334
835	0.094180982
836	0.0939798777
837	0.09386386763
838	0.09378121431
839	0.09363348354
840	0.09336692803
841	0.09304334885
842	0.09293785827
843	0.09279429155
844	0.09261411258
845	0.09251659133
846	0.09229669751
847	0.09215881759
848	0.09207128315
849	0.09192282656
850	0.09180752314
851	0.09172054557
852	0.09165829777
853	0.09151339933
854	0.09145010902
855	0.09137909881
856	0.0912176974
857	0.09100131622
858	0.09079206806
859	0.09073580007
860	0.09059042855
861	0.09036297788
862	0.09021286419
863	0.0901205179
864	0.08995673674
865	0.08987650472
866	0.08969761101
867	0.08961406302
868	0.08946754935
869	0.08931870871
870	0.0892018825
871	0.08904261833
872	0.08892411924
873	0.0887786685
874	0.08872468556
875	0.08864793265
876	0.08856637434
877	0.08845221876
878	0.08833938299
879	0.08826303276
880	0.08814772096
881	0.08797143094
882	0.0878605301
883	0.08771364691
884	0.08768158293
885	0.08758797121
886	0.08745508614
887	0.08732468678
888	0.08713616182
889	0.08698208305
890	0.08689620953
891	0.08668926474
892	0.0864495986
893	0.08629994431
894	0.08612780745
895	0.08593444933
896	0.08580878636
897	0.08571584058
898	0.08551440188
899	0.08536025075
900	0.08516744445
901	0.08507368863
902	0.08493645635
903	0.08482853955
904	0.0846131708
905	0.08441900143
906	0.08422896858
907	0.08410416298
908	0.08401773321
909	0.08392425993
910	0.08380309116
911	0.0837517572
912	0.08368166071
913	0.08355789504
914	0.08337956115
915	0.08324359937
916	0.08305825374
917	0.08284766739
918	0.08266661281
919	0.08256650872
920	0.08239817688
921	0.08223915481
922	0.082104241
923	0.08201899338
924	0.0819678593
925	0.08189917649
926	0.08180147028
927	0.08168061166
928	0.0816321188
929	0.08156874335
930	0.08142674613
931	0.08131324294
932	0.08127245665
933	0.08118836136
934	0.08099735552
935	0.08088865227
936	0.08080144247
937	0.08068916995
938	0.0804946843
939	0.0803109059
940	0.08025419699
941	0.08021073035
942	0.08006506191
943	0.08003233569
944	0.07985668307
945	0.07967028029
946	0.07953212421
947	0.07948195969
948	0.07934124637
949	0.07920393848
950	0.07907573124
951	0.07900406075
952	0.07891747808
953	0.07886080379
954	0.07869210526
955	0.07860423572
956	0.07845295768
957	0.07835922507
958	0.07817959165
959	0.07793911463
960	0.07784692887
961	0.0777542873
962	0.07767965602
963	0.07764807627
964	0.07760996369
965	0.07756496466
966	0.0774549795
967	0.07735298567
968	0.07722311649
969	0.07715771652
970	0.07706915763
971	0.07703288317
972	0.0769565213
973	0.07690554618
974	0.07676217923
975	0.07664876024
976	0.07651610225
977	0.07641588688
978	0.0762894728
979	0.07622678753
980	0.07612937802
981	0.07592831727
982	0.07582823434
983	0.07571658696
984	0.0756766219
985	0.0755384189
986	0.07547705568
987	0.07538613708
988	0.07536168732
989	0.07521779895
990	0.07514301386
991	0.07502122313
992	0.07493942221
993	0.07479404873
994	0.07468011832
995	0.07454607896
996	0.0744674107
997	0.07435279712
998	0.07420567689
999	0.07410193218
9	0.07329803763
5742
99	0.07187989059
