Registro,Time,Standar Desviation,Min Fitness,Max Fitness,Best_Fitness_Promedio
0,2.219024324417114,0.0,19304261.4,19304261.4,19304261.4
1,2.2360644578933715,0.0,17685325.54,17685325.54,17685325.54
2,2.245536994934082,0.0,17397020.68,17397020.68,17397020.68
3,2.3097217082977295,0.0,18791656.27,18791656.27,18791656.27
4,2.3528788328170775,0.0,19164746.07,19164746.07,19164746.07
5,2.391818332672119,0.0,20498282.23,20498282.23,20498282.23
6,2.414136457443237,0.0,17734487.55,17734487.55,17734487.55
7,2.444432520866394,0.0,19303563.06,19303563.06,19303563.06
8,2.4877776861190797,0.0,18885768.87,18885768.87,18885768.87
9,2.531728005409241,0.0,20214088.09,20214088.09,20214088.09
10,2.5293415784835815,0.0,21517074.2,21517074.2,21517074.2
11,2.598203349113464,0.0,19603914.77,19603914.77,19603914.77
12,2.6288882732391357,0.0,19258629.99,19258629.99,19258629.99
13,2.6228194713592528,0.0,21330272.85,21330272.85,21330272.85
14,2.6336295366287232,0.0,20243060.32,20243060.32,20243060.32
15,2.69605233669281,0.0,20241807.45,20241807.45,20241807.45
16,2.695908236503601,0.0,18602499.16,18602499.16,18602499.16
17,2.753244185447693,0.0,19736170.2,19736170.2,19736170.2
18,2.7489884376525877,0.0,20686815.34,20686815.34,20686815.34
19,2.6938467025756836,0.0,20471749.5,20471749.5,20471749.5
20,2.7105323553085325,0.0,21100177.08,21100177.08,21100177.08
21,2.727310562133789,0.0,20451867.03,20451867.03,20451867.03
22,4.056158781051636,0.0,21206143.48,21206143.48,21206143.48
23,4.090607118606568,0.0,19338646.44,19338646.44,19338646.44
24,2.6968409776687623,0.0,19027051.46,19027051.46,19027051.46
25,2.711514186859131,0.0,18926483.9,18926483.9,18926483.9
26,2.7116914987564087,0.0,17800379.78,17800379.78,17800379.78
27,2.7052212715148927,0.0,19657235.52,19657235.52,19657235.52
28,2.689657735824585,0.0,17881760.66,17881760.66,17881760.66
29,2.783255457878113,0.0,17408691.85,17408691.85,17408691.85
30,2.699758195877075,0.0,12409840.29,12409840.29,12409840.29
31,2.6541738510131836,0.0,15343505.39,15343505.39,15343505.39
32,2.725483250617981,0.0,11826876.43,11826876.43,11826876.43
33,2.7027846813201903,0.0,15306522.93,15306522.93,15306522.93
34,2.6946566104888916,0.0,15128378.99,15128378.99,15128378.99
35,2.7250240802764893,0.0,14895590.35,14895590.35,14895590.35
36,2.6705727100372316,0.0,17036339.51,17036339.51,17036339.51
37,2.6795114517211913,0.0,19766675.88,19766675.88,19766675.88
38,2.6964542150497435,0.0,19320476.58,19320476.58,19320476.58
39,2.6932485580444334,0.0,18102005.25,18102005.25,18102005.25
40,4.059095335006714,0.0,21621328.98,21621328.98,21621328.98
41,2.7376907587051393,0.0,18982112.48,18982112.48,18982112.48
42,2.663271403312683,0.0,19622730.89,19622730.89,19622730.89
43,4.086341118812561,0.0,22895443.79,22895443.79,22895443.79
44,2.7383347511291505,0.0,19074861.73,19074861.73,19074861.73
45,4.06077241897583,0.0,21338313.22,21338313.22,21338313.22
46,2.6921109914779664,0.0,20481380.68,20481380.68,20481380.68
47,2.7213156700134276,0.0,19334834.85,19334834.85,19334834.85
48,4.067604613304138,0.0,22346710.48,22346710.48,22346710.48
49,4.113068962097168,0.0,22655176.22,22655176.22,22655176.22
50,2.7206984758377075,0.0,20977658.32,20977658.32,20977658.32
51,2.7273237228393556,0.0,21879608.12,21879608.12,21879608.12
52,2.662551498413086,0.0,19235963.13,19235963.13,19235963.13
53,2.759103012084961,0.0,19606061.14,19606061.14,19606061.14
54,2.721983003616333,0.0,14841885.31,14841885.31,14841885.31
55,2.7015276670455934,0.0,12172394.68,12172394.68,12172394.68
56,4.099529528617859,0.0,13553148.38,13553148.38,13553148.38
57,2.716482090950012,0.0,12649580.25,12649580.25,12649580.25
58,2.720108985900879,0.0,13076440.52,13076440.52,13076440.52
59,2.682668447494507,0.0,14169904.56,14169904.56,14169904.56
60,4.128642868995667,0.0,10832220.46,10832220.46,10832220.46
61,2.674318814277649,0.0,12564486.13,12564486.13,12564486.13
62,2.952405595779419,0.0,13627794.43,13627794.43,13627794.43
63,2.8318650484085084,0.0,10175345.8,10175345.8,10175345.8
64,2.699965739250183,0.0,13625134.24,13625134.24,13625134.24
65,2.690533447265625,0.0,12216559.11,12216559.11,12216559.11
66,4.092851567268371,0.0,17816338.25,17816338.25,17816338.25
67,2.7119678258895874,0.0,12863115.22,12863115.22,12863115.22
68,2.738155245780945,0.0,14980809.98,14980809.98,14980809.98
69,2.7075115203857423,0.0,11931568.85,11931568.85,11931568.85
70,2.701365661621094,0.0,13308162.81,13308162.81,13308162.81
71,2.6900559663772583,0.0,13025646.22,13025646.22,13025646.22
72,2.66678626537323,0.0,11759268.54,11759268.54,11759268.54
73,2.6254576683044433,0.0,14701034.8,14701034.8,14701034.8
74,2.657327103614807,0.0,15705907.82,15705907.82,15705907.82
75,2.7423410415649414,0.0,14943460.88,14943460.88,14943460.88
76,2.644028425216675,0.0,16538365.26,16538365.26,16538365.26
77,2.6719951391220094,0.0,15034068.07,15034068.07,15034068.07
78,2.6679378032684324,0.0,15531022.38,15531022.38,15531022.38
