Registro,Time,Standar Desviation,Min Fitness,Max Fitness,Best_Fitness_Promedio
0,2.9725410461425783,0.0,17717447.33,17717447.33,17717447.33
1,2.935816264152527,0.0,12055104.76,12055104.76,12055104.76
2,2.2646300315856935,0.0,18218241.8,18218241.8,18218241.8
3,2.319533348083496,0.0,19420547.57,19420547.57,19420547.57
4,2.37856981754303,0.0,15642606.62,15642606.62,15642606.62
5,2.3963868856430053,0.0,17554168.13,17554168.13,17554168.13
6,3.070137929916382,0.0,15599419.49,15599419.49,15599419.49
7,3.087243175506592,0.0,17979688.79,17979688.79,17979688.79
8,3.608664131164551,0.0,19773444.06,19773444.06,19773444.06
9,3.139672541618347,0.0,13602590.2,13602590.2,13602590.2
10,2.4641154050827025,0.0,14828027.86,14828027.86,14828027.86
11,2.5339207887649535,0.0,15779553.44,15779553.44,15779553.44
12,2.535131001472473,0.0,14129080.17,14129080.17,14129080.17
13,3.268289089202881,0.0,18647027.38,18647027.38,18647027.38
14,2.552776050567627,0.0,19519510.95,19519510.95,19519510.95
15,3.2458446502685545,0.0,13300848.11,13300848.11,13300848.11
16,2.6414026975631715,0.0,16300792.04,16300792.04,16300792.04
17,2.722762131690979,0.0,17987174.17,17987174.17,17987174.17
18,2.593305730819702,0.0,11078618.98,11078618.98,11078618.98
19,3.3716887712478636,0.0,19301936.58,19301936.58,19301936.58
20,2.7172861099243164,0.0,16320957.04,16320957.04,16320957.04
21,2.8062852144241335,0.0,18398572.83,18398572.83,18398572.83
22,4.062561869621277,0.0,21486783.49,21486783.49,21486783.49
23,3.640797185897827,0.0,9716437.05,9716437.05,9716437.05
24,3.5666592359542846,0.0,13348425.55,13348425.55,13348425.55
25,7.02077534198761,0.0,14846206.24,14846206.24,14846206.24
26,4.513373994827271,0.0,13736097.9,13736097.9,13736097.9
27,3.1531118392944335,0.0,15223086.53,15223086.53,15223086.53
28,2.7012892723083497,0.0,17264233.97,17264233.97,17264233.97
29,2.842988896369934,0.0,16016779.99,16016779.99,16016779.99
30,2.851018500328064,0.0,12904982.18,12904982.18,12904982.18
31,2.879103255271912,0.0,15188339.28,15188339.28,15188339.28
32,2.795299243927002,0.0,17193678.7,17193678.7,17193678.7
33,2.9549588441848753,0.0,16102092.53,16102092.53,16102092.53
34,3.664624786376953,0.0,15883107.79,15883107.79,15883107.79
35,2.7929041147232057,0.0,15873029.81,15873029.81,15873029.81
36,2.835520339012146,0.0,13064841.82,13064841.82,13064841.82
37,2.8711754083633423,0.0,16915389.61,16915389.61,16915389.61
38,2.788085603713989,0.0,14707226.07,14707226.07,14707226.07
39,2.835862398147583,0.0,14031641.21,14031641.21,14031641.21
40,2.8021645069122316,0.0,14452119.44,14452119.44,14452119.44
41,7.667671012878418,0.0,21067361.4,21067361.4,21067361.4
42,2.8134971141815184,0.0,19573408.71,19573408.71,19573408.71
43,2.805628180503845,0.0,18381183.28,18381183.28,18381183.28
44,3.6258163928985594,0.0,19556966.14,19556966.14,19556966.14
45,2.8694354772567747,0.0,19759711.39,19759711.39,19759711.39
46,5.58127076625824,0.0,19742436.97,19742436.97,19742436.97
47,3.66289701461792,0.0,18192766.29,18192766.29,18192766.29
48,3.712480330467224,0.0,18387469.71,18387469.71,18387469.71
49,3.5943774938583375,0.0,19241666.97,19241666.97,19241666.97
50,3.6855188369750977,0.0,20469128.99,20469128.99,20469128.99
51,4.963435530662537,0.0,18063285.46,18063285.46,18063285.46
52,2.8294812202453614,0.0,19455233.87,19455233.87,19455233.87
53,2.8380964756011964,0.0,19692363.83,19692363.83,19692363.83
54,2.8687461376190186,0.0,20233443.75,20233443.75,20233443.75
55,7.75178747177124,0.0,20151408.31,20151408.31,20151408.31
56,3.5982579469680784,0.0,19024459.77,19024459.77,19024459.77
57,3.674151372909546,0.0,18192415.71,18192415.71,18192415.71
58,2.8328402757644655,0.0,19917695.7,19917695.7,19917695.7
59,3.6264344453811646,0.0,20225516.86,20225516.86,20225516.86
60,3.704960012435913,0.0,19575523.2,19575523.2,19575523.2
61,7.693802905082703,0.0,21590662.62,21590662.62,21590662.62
62,3.7318026065826415,0.0,19189653.75,19189653.75,19189653.75
63,2.8212992191314696,0.0,19566592.27,19566592.27,19566592.27
64,3.6340839862823486,0.0,20106083.56,20106083.56,20106083.56
65,3.649211120605469,0.0,19088006.2,19088006.2,19088006.2
66,3.687877082824707,0.0,19731774.78,19731774.78,19731774.78
67,2.809555459022522,0.0,20087661.23,20087661.23,20087661.23
68,3.6113892078399656,0.0,19520850.66,19520850.66,19520850.66
69,3.6511560916900634,0.0,19023313.71,19023313.71,19023313.71
70,2.810275745391846,0.0,19835904.92,19835904.92,19835904.92
71,3.690175175666809,0.0,20321708.3,20321708.3,20321708.3
72,2.8420822381973267,0.0,18473403.19,18473403.19,18473403.19
73,2.8580732107162476,0.0,18783463.27,18783463.27,18783463.27
74,3.650985312461853,0.0,17819461.1,17819461.1,17819461.1
75,2.8201361894607544,0.0,20178527.87,20178527.87,20178527.87
76,3.654319143295288,0.0,19940074.57,19940074.57,19940074.57
77,5.02389624118805,0.0,13874319.75,13874319.75,13874319.75
78,3.621644949913025,0.0,13536354.14,13536354.14,13536354.14
