Registro,Time,Standar Desviation,Min Fitness,Max Fitness,Best_Fitness_Promedio
0,2.218232298,0,11774768.64,11774768.64,11774768.64
1,3.386377668,0,17435702.13,17435702.13,17435702.13
2,2.365179873,0,20568304.34,20568304.34,20568304.34
3,2.217511201,0,19128033.93,19128033.93,19128033.93
4,2.416538715,0,13488754.69,13488754.69,13488754.69
5,2.342326355,0,17374896.23,17374896.23,17374896.23
6,2.381238246,0,20693650.1,20693650.1,20693650.1
7,3.085900903,0,19584858.82,19584858.82,19584858.82
8,2.50035677,0,17663494.71,17663494.71,17663494.71
9,2.413449049,0,19201592.06,19201592.06,19201592.06
10,2.447505713,0,12843586.6,12843586.6,12843586.6
11,3.808794832,0,16549202.61,16549202.61,16549202.61
12,2.568520021,0,21374522.52,21374522.52,21374522.52
13,3.281637359,0,20882880.71,20882880.71,20882880.71
14,2.621572709,0,14818578.52,14818578.52,14818578.52
15,2.647348475,0,15054955.57,15054955.57,15054955.57
16,3.396247602,0,14919993.31,14919993.31,14919993.31
17,2.785628366,0,12405538.63,12405538.63,12405538.63
18,4.101414204,0,18824097.37,18824097.37,18824097.37
19,3.532253361,0,19969232.6,19969232.6,19969232.6
20,2.702458954,0,16895784.14,16895784.14,16895784.14
21,2.715516043,0,15459125.75,15459125.75,15459125.75
22,3.507960939,0,14523864.65,14523864.65,14523864.65
23,2.716064954,0,11609194.44,11609194.44,11609194.44
24,2.800940013,0,15098749.89,15098749.89,15098749.89
25,2.688287997,0,20420130.78,20420130.78,20420130.78
26,2.677261782,0,18250139.09,18250139.09,18250139.09
27,2.700863791,0,19973355.78,19973355.78,19973355.78
28,2.805762935,0,14019301.66,14019301.66,14019301.66
29,3.624332833,0,20501620.07,20501620.07,20501620.07
30,2.748514366,0,12252691.5,12252691.5,12252691.5
31,3.658166623,0,14882833.75,14882833.75,14882833.75
32,3.617355633,0,18866903.41,18866903.41,18866903.41
33,2.805162573,0,14569491.02,14569491.02,14569491.02
34,2.748531342,0,19508120.11,19508120.11,19508120.11
35,2.815867376,0,16431391.54,16431391.54,16431391.54
36,3.652958059,0,20170743.59,20170743.59,20170743.59
37,2.683823609,0,14929846.52,14929846.52,14929846.52
38,2.732123661,0,19675568.66,19675568.66,19675568.66
39,2.738569808,0,14085712.02,14085712.02,14085712.02
40,2.728976989,0,17254818.07,17254818.07,17254818.07
41,3.606119013,0,11208666.9,11208666.9,11208666.9
42,2.840761161,0,19954893.79,19954893.79,19954893.79
43,2.926949406,0,18689051.1,18689051.1,18689051.1
44,2.97432754,0,15466322,15466322,15466322
45,2.810664368,0,17824215.2,17824215.2,17824215.2
46,2.818635845,0,15375727.93,15375727.93,15375727.93
47,2.700039315,0,17710880.01,17710880.01,17710880.01
48,3.60916791,0,14575080.16,14575080.16,14575080.16
49,4.119494104,0,12785900.96,12785900.96,12785900.96
50,2.693913603,0,16400827.28,16400827.28,16400827.28
51,3.648932981,0,19890363.19,19890363.19,19890363.19
52,3.037229395,0,12017347.7,12017347.7,12017347.7
53,2.759348941,0,14060753.84,14060753.84,14060753.84
54,4.046513534,0,15472081.52,15472081.52,15472081.52
55,2.816593909,0,13268864.02,13268864.02,13268864.02
56,2.846057725,0,18627133.7,18627133.7,18627133.7
57,2.858624244,0,20247346.41,20247346.41,20247346.41
58,3.66041832,0,18063941.01,18063941.01,18063941.01
59,2.801618934,0,18596155.45,18596155.45,18596155.45
60,3.682095313,0,16286580.17,16286580.17,16286580.17
61,2.795824695,0,12905899.71,12905899.71,12905899.71
62,3.648313141,0,20357368.86,20357368.86,20357368.86
63,2.920172501,0,12394439.47,12394439.47,12394439.47
64,2.820203352,0,13628960.18,13628960.18,13628960.18
65,3.606466508,0,13242438.7,13242438.7,13242438.7
66,2.709943748,0,18169033.65,18169033.65,18169033.65
67,2.732186079,0,18267887.69,18267887.69,18267887.69
68,2.714760804,0,15139275.49,15139275.49,15139275.49
69,2.669821239,0,14565769.29,14565769.29,14565769.29
70,4.013916278,0,14067272.89,14067272.89,14067272.89
71,2.667571521,0,15817149,15817149,15817149
72,2.717391205,0,17541165.23,17541165.23,17541165.23
73,2.712250495,0,17500523.95,17500523.95,17500523.95
74,2.674555635,0,17987144.47,17987144.47,17987144.47
75,2.664545631,0,17968286.67,17968286.67,17968286.67
76,2.69850049,0,17847127.62,17847127.62,17847127.62
77,2.700192833,0,17356759.77,17356759.77,17356759.77
78,4.035343695,0,18753692.28,18753692.28,18753692.28
