Registro,Time,Standar Desviation,Min Fitness,Max Fitness,Best_Fitness_Promedio
0,2.927661014,0,14836401.76,14836401.76,14836401.76
1,2.267575026,0,13986118.16,13986118.16,13986118.16
2,2.961691332,0,15680356.11,15680356.11,15680356.11
3,2.299908519,0,15504124.53,15504124.53,15504124.53
4,2.96386013,0,15384525.11,15384525.11,15384525.11
5,3.372299576,0,14684948.35,14684948.35,14684948.35
6,3.200454021,0,13986929.02,13986929.02,13986929.02
7,3.146254587,0,13272343.77,13272343.77,13272343.77
8,3.209728479,0,16322235.64,16322235.64,16322235.64
9,3.21986742,0,15212238.2,15212238.2,15212238.2
10,2.499393535,0,15297734.39,15297734.39,15297734.39
11,2.528036118,0,13304392.95,13304392.95,13304392.95
12,2.539810205,0,15729096.05,15729096.05,15729096.05
13,2.514422774,0,15460783.83,15460783.83,15460783.83
14,3.292132592,0,15554534,15554534,15554534
15,2.611961699,0,15594478.89,15594478.89,15594478.89
16,2.549152756,0,15143236.1,15143236.1,15143236.1
17,2.609874845,0,15136950.05,15136950.05,15136950.05
18,3.362205625,0,12814276.28,12814276.28,12814276.28
19,3.421564341,0,14422501.03,14422501.03,14422501.03
20,3.478033113,0,15005270.93,15005270.93,15005270.93
21,5.479199886,0,13707023.7,13707023.7,13707023.7
22,2.669503713,0,19507335.85,19507335.85,19507335.85
23,2.62854116,0,15335914.43,15335914.43,15335914.43
24,3.399673986,0,16239472.57,16239472.57,16239472.57
25,2.852996707,0,16379516.5,16379516.5,16379516.5
26,3.47645607,0,15308452.93,15308452.93,15308452.93
27,3.500430512,0,15513818.91,15513818.91,15513818.91
28,2.682214856,0,16599818.96,16599818.96,16599818.96
29,3.53230195,0,15507827.08,15507827.08,15507827.08
30,3.626451278,0,16012662.03,16012662.03,16012662.03
31,3.554663563,0,15349382.68,15349382.68,15349382.68
32,2.788180399,0,15228606.54,15228606.54,15228606.54
33,3.625005841,0,16371911.89,16371911.89,16371911.89
34,3.529920244,0,16421768.15,16421768.15,16421768.15
35,2.784747219,0,12725984,12725984,12725984
36,2.765599537,0,14014564.18,14014564.18,14014564.18
37,2.652267861,0,16020956.33,16020956.33,16020956.33
38,2.731155705,0,15886331.9,15886331.9,15886331.9
39,3.549109125,0,16169950.55,16169950.55,16169950.55
40,2.758167744,0,14694936.34,14694936.34,14694936.34
41,3.559688997,0,14928981.87,14928981.87,14928981.87
42,2.750016522,0,16077440.08,16077440.08,16077440.08
43,2.764123464,0,15549646.82,15549646.82,15549646.82
44,3.602273965,0,16509169.64,16509169.64,16509169.64
45,2.793148184,0,15408944.01,15408944.01,15408944.01
46,2.886921215,0,14822766.34,14822766.34,14822766.34
47,2.821925807,0,14076176.57,14076176.57,14076176.57
48,2.775766182,0,14058957.48,14058957.48,14058957.48
49,3.563532352,0,16386816.34,16386816.34,16386816.34
50,2.769519281,0,17221724.73,17221724.73,17221724.73
51,2.78688643,0,17037384.62,17037384.62,17037384.62
52,2.814263988,0,15382150.3,15382150.3,15382150.3
53,3.607040858,0,15724146.68,15724146.68,15724146.68
