,vector,curvaSA,qbest
0,"[ 0.002  0.     0.     0.     0.021  0.     0.041  0.081  0.009  0.009
  0.     0.006  0.     0.046  0.     0.005  0.     0.     0.     0.005
  0.002  0.004  0.     0.     0.004  0.004  0.005  0.     0.     0.
  0.     0.006  0.006  0.     0.004  0.009  0.021  0.     0.     0.
  0.004  0.008  0.     0.     0.006  0.004  0.     0.062  0.     0.002
  0.013  0.005  0.     0.002  0.     0.     0.     0.     0.     0.
  0.016  0.     0.005  0.     0.027  0.004  0.     0.     0.     0.006
  0.009  0.     0.014  0.03   0.     0.089  0.     0.     0.002  0.
  0.026  0.001  0.005  0.     0.     0.     0.     0.     0.006  0.
  0.002  0.008  0.     0.004  0.     0.006  0.     0.     0.     0.
  0.004  0.     0.001  0.     0.008  0.009  0.     0.009  0.    -0.01
  0.     0.004  0.005  0.009  0.     0.     0.     0.     0.004  0.
  0.013  0.06   0.     0.     0.019  0.     0.     0.003  0.     0.
  0.004  0.004  0.     0.041 -0.002  0.002  0.     0.002  0.     0.
  0.006  0.019  0.     0.     0.004  0.003  0.002  0.008  0.     0.
  0.009  0.03   0.005  0.     0.     0.004  0.     0.004  0.     0.
  0.008  0.004  0.043  0.002  0.     0.004  0.     0.002  0.002  0.
  0.002  0.     0.009 -0.015]",0.6645807259073843,0.6645807259073843
