,vector,curvaSA,qbest
0,"[ 0.005  0.003  0.005  0.     0.027  0.     0.     0.036  0.     0.003
  0.008  0.     0.002  0.     0.003  0.016  0.     0.001  0.     0.
  0.     0.003  0.     0.003  0.006  0.     0.003  0.003  0.002  0.019
  0.     0.     0.003  0.     0.004  0.028  0.003  0.     0.002  0.04
  0.     0.003 -0.003  0.001  0.003  0.     0.004  0.006  0.002  0.021
  0.001  0.002  0.003  0.001  0.006  0.     0.006  0.002  0.     0.
  0.     0.     0.     0.005  0.004  0.004  0.003  0.002  0.     0.025
  0.001  0.     0.001  0.     0.008  0.021  0.     0.     0.     0.002
  0.004  0.013  0.     0.041  0.001  0.001 -0.016  0.003  0.     0.031
  0.     0.012  0.     0.006  0.     0.001  0.019  0.049  0.002  0.002
  0.005  0.     0.003  0.002  0.005  0.     0.002  0.     0.002  0.
  0.025  0.004  0.002  0.     0.002  0.002  0.007  0.002  0.     0.003
  0.008  0.006  0.     0.006  0.044  0.     0.003  0.     0.     0.004
  0.     0.005  0.006  0.006  0.     0.068  0.006  0.005  0.     0.
  0.005  0.051  0.024  0.     0.002  0.003  0.006  0.     0.006  0.003
  0.     0.     0.     0.002  0.     0.     0.     0.006  0.006  0.002
  0.038  0.     0.003  0.014  0.002  0.003  0.     0.006  0.003  0.
  0.     0.004  0.043  0.004]",0.4655819774718398,0.4655819774718398
