,vector,curvaSA,qbest
0,"[ 0.    -0.001  0.042  0.013  0.     0.02   0.027  0.009  0.008  0.
  0.011  0.001  0.017  0.013  0.     0.001  0.014  0.007  0.001  0.008
  0.     0.     0.022  0.     0.044  0.001  0.015  0.     0.007  0.001
  0.     0.001  0.011  0.01   0.004  0.079  0.001  0.001  0.028  0.003
  0.     0.     0.001  0.     0.     0.     0.001  0.002  0.001  0.
  0.002  0.     0.001  0.009  0.     0.     0.     0.004  0.001  0.02
  0.004  0.03   0.05   0.     0.     0.013  0.     0.001  0.007  0.001
  0.     0.     0.001  0.     0.     0.001  0.     0.005  0.     0.
  0.     0.     0.001  0.004  0.023  0.     0.     0.001  0.     0.027
  0.011  0.057  0.     0.001  0.     0.001  0.     0.     0.01   0.01
  0.     0.     0.     0.004  0.005  0.     0.005 -0.002  0.     0.001
  0.016  0.007  0.002  0.     0.006  0.001  0.     0.     0.028  0.
  0.     0.038  0.     0.01   0.     0.    -0.004  0.     0.011  0.
  0.     0.     0.     0.001  0.     0.     0.     0.001  0.     0.001
  0.     0.018  0.015  0.018  0.002  0.     0.     0.     0.     0.
  0.001  0.001  0.     0.     0.     0.     0.007  0.     0.     0.002
  0.001  0.001  0.008 -0.002  0.     0.     0.     0.021  0.     0.
  0.011  0.042 -0.001  0.004]",0.7847309136420526,0.7847309136420526
