ID_EVENTO,ID_PROD,APLICA_RIEGO,FECHA_RIEGO,CANTIDAD_APORTADA,FORMA_APLICACION
4451,3422,SI,4/1/2016,NULL,Gravedad
4451,3422,SI,4/13/2016,NULL,Gravedad
4451,3422,SI,5/2/2016,NULL,Gravedad
4484,3429,SI,6/16/2016,NULL,Gravedad
4485,3453,SI,3/4/2016,NULL,Aspersion
4486,3449,SI,4/12/2016,NULL,Gravedad
4486,3449,SI,5/20/2016,NULL,Gravedad
4486,3449,SI,6/27/2016,NULL,Gravedad
4487,3426,SI,3/9/2016,NULL,Gravedad
4487,3426,SI,3/30/2016,NULL,Gravedad
4487,3426,SI,4/4/2016,NULL,Gravedad
4487,3426,SI,4/20/2016,NULL,Gravedad
4487,3426,SI,4/26/2016,NULL,Gravedad
4492,3430,SI,3/3/2016,NULL,Gravedad
4493,3427,SI,4/27/2016,NULL,Gravedad
4493,3427,SI,5/3/2016,NULL,Gravedad
4493,3427,SI,5/10/2016,NULL,Gravedad
4493,3427,SI,5/17/2016,NULL,Gravedad
4493,3427,SI,5/24/2016,NULL,Gravedad
4493,3427,SI,5/31/2016,NULL,Gravedad
4493,3427,SI,6/6/2016,NULL,Gravedad
4493,3427,SI,6/13/2016,NULL,Gravedad
4493,3427,SI,6/20/2016,NULL,Gravedad
4493,3427,SI,6/27/2016,NULL,Gravedad
4493,3427,SI,7/5/2016,NULL,Gravedad
4493,3427,SI,7/11/2016,NULL,Gravedad
4539,4688,SI,9/1/2016,NULL,Gravedad
4539,4688,SI,9/8/2016,NULL,Gravedad
4539,4688,SI,9/15/2016,NULL,Gravedad
4539,4688,SI,9/22/2016,NULL,Gravedad
4539,4688,SI,9/29/2016,NULL,Gravedad
4539,4688,SI,10/6/2016,NULL,Gravedad
4552,4684,SI,4/2/2016,10,"Mixto (Bombeo-Gravedad)"
4589,4683,SI,11/30/2016,NULL,Gravedad
4648,4680,SI,4/29/2016,NULL,Gravedad
4648,4680,SI,5/9/2016,NULL,Gravedad
4649,4849,SI,3/5/2016,NULL,Gravedad
4649,4849,SI,3/12/2016,NULL,Gravedad
4649,4849,SI,3/19/2016,NULL,Gravedad
4649,4849,SI,3/26/2016,NULL,Gravedad
4649,4849,SI,4/9/2016,NULL,Gravedad
4649,4849,SI,4/2/2016,NULL,Gravedad
4649,4849,SI,4/16/2016,NULL,Gravedad
4649,4849,SI,5/14/2016,NULL,Gravedad
4649,4849,SI,5/21/2016,NULL,Gravedad
4649,4849,SI,5/28/2016,NULL,Gravedad
4678,4848,SI,3/8/2016,NULL,Gravedad
4678,4848,SI,3/18/2016,NULL,Gravedad
4678,4848,SI,3/28/2016,NULL,Gravedad
4678,4848,SI,4/8/2016,NULL,Gravedad
4678,4848,SI,4/18/2016,NULL,Gravedad
4678,4848,SI,4/28/2016,NULL,Gravedad
4678,4848,SI,5/7/2016,NULL,Gravedad
4678,4848,SI,5/17/2016,NULL,Gravedad
4678,4848,SI,5/27/2016,NULL,Gravedad
4678,4848,SI,6/6/2016,NULL,Gravedad
4694,4692,SI,6/26/2016,150,Gravedad
4694,4692,SI,6/2/2016,300,Gravedad
4694,4692,SI,6/11/2016,300,Gravedad
4694,4692,SI,6/21/2016,300,Gravedad
4694,4692,SI,6/30/2016,300,Gravedad
4694,4692,SI,7/10/2016,300,Gravedad
4694,4692,SI,7/20/2016,300,Gravedad
4694,4692,SI,7/29/2016,300,Gravedad
4695,4693,SI,9/17/2016,NULL,Gravedad
4695,4693,SI,9/27/2016,NULL,Gravedad
4698,4689,SI,10/12/2016,NULL,Gravedad
4698,4689,SI,10/17/2016,NULL,Gravedad
4698,4689,SI,10/27/2016,NULL,Gravedad
4699,4697,SI,5/28/2016,NULL,Gravedad
4699,4697,SI,6/8/2016,NULL,Gravedad
4699,4697,SI,6/17/2016,NULL,Gravedad
4699,4697,SI,6/27/2016,NULL,Gravedad
4699,4697,SI,7/6/2016,NULL,Gravedad
4699,4697,SI,7/15/2016,NULL,Gravedad
4699,4697,SI,7/25/2016,NULL,Gravedad
4699,4697,SI,8/3/2016,NULL,Gravedad
4700,4690,SI,10/22/2016,NULL,Gravedad
4701,4694,SI,9/22/2016,380,"Mixto (Bombeo-Gravedad)"
4701,4694,SI,9/26/2016,NULL,"Mixto (Bombeo-Gravedad)"
4701,4694,SI,9/29/2016,NULL,"Mixto (Bombeo-Gravedad)"
4701,4694,SI,10/3/2016,NULL,"Mixto (Bombeo-Gravedad)"
4701,4694,SI,10/7/2016,NULL,"Mixto (Bombeo-Gravedad)"
4702,4696,SI,8/30/2016,NULL,Gravedad
4702,4696,SI,9/9/2016,NULL,Gravedad
4702,4696,SI,9/19/2016,NULL,Gravedad
4702,4696,SI,9/29/2016,NULL,Gravedad
4702,4696,SI,10/8/2016,NULL,Gravedad
4702,4696,SI,10/18/2016,NULL,Gravedad
4702,4696,SI,10/28/2016,NULL,Gravedad
4703,4695,SI,10/3/2016,NULL,Gravedad
4703,4695,SI,10/13/2016,NULL,Gravedad
4703,4695,SI,10/24/2016,NULL,Gravedad
4704,4691,SI,5/12/2016,NULL,Gravedad
