ID_EVENTO,ID_LOTE,TIPO_SIEMBRA,SEM_TRATADAS,MATERIAL_GENETICO,CULT_ANT,DRENAJE,METODO_COSECHA,ALMACENAMIENTO_FINCA,RDT_AJUSTADO,DIAS_EN_EMERGER,DIAS_EN_EMERGER_A_FLORECER,DIAS_EN_FLORECER_A_COSECHAR,POBLACION_20DIAS_AJT,ALTURA_LOT,ContEnfQui_Emer_Flor,ContEnfQui_Flor_Cose,ContMalMec_Siem_Emer,ContMalMec_Emer_Flor,ContMalMec_Flor_Cose,ContMalQui_Antes_Siem,ContMalQui_Siem_Emer,ContMalQui_Emer_Flor,ContMalQui_Flor_Cose,ContPlaQui_Antes_Siem,ContPlaQui_Siem_Emer,ContPlaQui_Emer_Flor,ContPlaQui_Flor_Cose,TotN_Antes_Siem,TotN_Siem_Emer,TotN_Emer_Flor,TotP_Antes_Siem,TotP_Siem_Emer,TotP_Emer_Flor,TotK_Antes_Siem,TotK_Siem_Emer,TotK_Emer_Flor,FerOrg_Emer_Flor,FerQui_Antes_Siem,FerQui_Siem_Emer,FerQui_Emer_Flor,PENDIENTE_RASTA,TERRENO_CIRCUN_RASTA,POSICION_PERFIL_RASTA,NO_CAPAS_RASTA,PH_RASTA,PEDREG_PERFIL_ROCAS,CAP_ENDURE_RASTA,PROFUND_CAP_ENDURE_RASTA,ESPESOR_CAP_ENDURE_RASTA,MOTEADOS_RASTA,PROFUND_MOTEADOS_RASTA,MOTEADOS_MAS70cm._RASTA,ESTRUCTURA_RASTA,OBSERVA_EROSION_RASTA,OBSERVA_MOHO_RASTA,OBSERVA_COSTRAS_DURAS_RASTA,SITIO_EXPUESTO_SOL_RASTA,OBSERVA_COSTRAS_BLANCAS_RASTA,OBSERVA_COSTAS_NEGRAS_RASTA,REGION_SECA_ARIDA_RASTA,OBSERVA_RAICES_VIVAS_RASTA,PROFUND_RAICES_VIVAS_RASTA,OBSERVA_PLANTAS_PEQUENAS_RASTA,OBSERVA_HOJARASCA_MO_RASTA,SUELO_NEGRO_BLANDO_RASTA,CUCHILLO_PRIMER_HTE_RASTA,CERCA_RIOS_QUEBRADAS_RASTA,RECUBRIMIENTO_VEGETAL__SUELO_RASTA,prof_efectiva,d.interno,drenaje_externo,porc_A,porc_Ar,porc_ArA,porc_ArL,porc_FrL,porc_L,porc_F,porc_FAr,porc_FA,porc_AF,porc_BLANDO,porc_DURO,porc_EXT_DURO,porc_FRIABLE,porc_FIRME,porc_EXT_FIRME,porc_PLASTICO,porc_MUY_PLASTICO,Temp_Max_Avg_Veg,Temp_Min_Avg_Veg,Temp_Avg_Veg,Diurnal_Range_Avg_Veg,Sol_Ener_Accu_Veg,Temp_Max_34_Freq_Veg,Rain_Accu_Veg,Rain_10_Freq_Veg,Rhum_Avg_Veg,Temp_Max_Avg_For,Temp_Min_Avg_For,Temp_Avg_For,Diurnal_Range_Avg_For,Sol_Ener_Accu_For,Temp_Max_34_Freq_For,Rain_Accu_For,Rain_10_Freq_For,Rhum_Avg_For,Temp_Max_Avg_Mad,Temp_Min_Avg_Mad,Temp_Avg_Mad,Diurnal_Range_Avg_Mad,Sol_Ener_Accu_Mad,Temp_Max_34_Freq_Mad,Rain_Accu_Mad,Rain_10_Freq_Mad,Rhum_Avg_Mad
53,40,Mecanizado,NO,PIONEER 30F32,Algodón,SI,Manual,NO,4767.44186,5.0,63.0,68.0,60000,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,2.0,PLANO O LLANO,PLANO,3.0,7.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO,31.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,11.11,0.0,0.0,27.16,61.73,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.48034548,24.3625,28.42142274,8.117845476,14804.75763,0.15,164.7,0.075,81.2,32.52927301,23.77241379,28.1508434,8.756859215,24163.0193,0.155172414,305.1,0.172413793,80.24137931,32.04767076,23.6025641,27.82511743,8.445106657,13197.5729,0.051282051,279.3,0.230769231,82.41025641
54,43,Mecanizado,SI,DK 234,Maiz,SI,Manual,NO,4651.162791,5.0,64.0,63.0,60000,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,2,1.0,PLANO O LLANO,PLANO,3.0,7.0,SIN ROCAS,SI,20.0,2.0,SI,30.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,SI,NO,BUENO,20.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,51.43,0.0,0.0,0.0,48.57,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.05244417,24.2525,28.15247209,7.799944171,14546.30944,0.1,248.6,0.125,81.3,32.67255389,23.91034483,28.29144936,8.762209059,24396.63982,0.206896552,271.2,0.137931034,80.51724138,32.37213743,23.48571429,27.92892586,8.886423142,12436.48772,0.028571429,221.2,0.257142857,81.85714286
56,44,Mecanizado,NO,PIONEER 30F32,Algodón,SI,Manual,NO,5180.232558,5.0,59.0,66.0,60000,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,1.0,PLANO O LLANO,PLANO,3.0,7.0,SIN ROCAS,SI,18.0,2.0,SI,14.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,30.0,PLANTAS NORMALES,SI,NO,SI,NO,BUENO,30.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.28,0.0,48.72,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.51958693,24.3575,28.43854347,8.162086934,14905.91953,0.15,164.7,0.075,81.075,32.54073083,23.77586207,28.15829645,8.764868759,24005.68766,0.155172414,286.9,0.155172414,80.32758621,32.16700887,23.53333333,27.8501711,8.633675532,11267.16834,0.03030303,226.0,0.272727273,82.60606061
57,45,Mecanizado,NO,Otro,Algodón,SI,Manual,NO,4897.674419,5.0,64.0,59.0,60000,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,2.0,PLANO O LLANO,PLANO,3.0,6.0,SIN ROCAS,SI,22.0,1.5,SI,11.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,NO,NO,BUENO,11.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,80.95,0.0,0.0,19.05,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.32270488,24.28,28.30135244,8.042704877,14809.63046,0.15,182.9,0.1,81.225,32.59927753,23.80517241,28.20222497,8.794105113,23979.99504,0.155172414,282.1,0.155172414,80.51724138,32.18752713,23.53548387,27.8615055,8.652043264,11066.68328,0.032258065,223.2,0.290322581,81.83870968
273,46,Mecanizado,NO,Otro,Algodón,SI,Manual,NO,5302.325581,5.0,63.0,60.0,60000,16,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,2.0,PLANO O LLANO,PLANO,3.0,7.0,SIN ROCAS,SI,19.0,1.7,SI,6.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,NO,NO,BUENO,6.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,54.65,0.0,0.0,45.35,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.32270488,24.28,28.30135244,8.042704877,14809.63046,0.15,182.9,0.1,81.225,32.59927753,23.80517241,28.20222497,8.794105113,23979.99504,0.155172414,282.1,0.155172414,80.51724138,32.18752713,23.53548387,27.8615055,8.652043264,11066.68328,0.032258065,223.2,0.290322581,81.83870968
282,47,Mecanizado,SI,DK 234,Maiz,SI,Manual,NO,4958.139535,6.0,72.0,55.0,60000,19,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,2,2.0,PLANO O LLANO,PLANO,3.0,5.0,SIN ROCAS,SI,20.0,1.5,SI,20.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,27.0,PLANTAS NORMALES,SI,NO,NO,NO,BUENO,27.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,44.44,0.0,0.0,55.56,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.41567567,24.32,28.36783783,8.095675667,14948.09661,0.15,183.6,0.1,81.375,32.55442217,23.79827586,28.17634902,8.756146306,23795.42425,0.155172414,281.4,0.155172414,80.48275862,32.28100554,23.57777778,27.92939166,8.703227764,12690.30378,0.027777778,232.0,0.25,82.11111111
283,51,Manual,SI,Otro,Maiz,SI,Manual,NO,4426.744186,5.0,47.0,86.0,60000,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,2.0,PLANO O LLANO,PLANO,3.0,7.0,SIN ROCAS,SI,33.0,1.5,SI,37.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,NO,NO,BUENO,33.0,LENTO A MUY LENTO,NINGUNO,0.0,37.04,40.74,0.0,0.0,0.0,0.0,22.22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.05244417,24.2525,28.15247209,7.799944171,14546.30944,0.1,248.6,0.125,81.3,32.67255389,23.91034483,28.29144936,8.762209059,24396.63982,0.206896552,271.2,0.137931034,80.51724138,32.29208673,23.52682927,27.909458,8.765257463,14448.17226,0.024390244,251.0,0.243902439,82.04878049
284,268,Manual,SI,PIONEER 30F32,Algodón,SI,Manual,NO,5790.697674,5.0,42.0,89.0,60000,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,2,2.0,PLANO O LLANO,PLANO,3.0,6.0,SIN ROCAS,SI,11.0,1.5,SI,55.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,NO,NO,MUY BUENO,11.0,BUENO,NINGUNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.43925666,24.3575,28.39837833,8.081756664,14753.41182,0.15,183.6,0.1,81.575,32.57007813,23.77241379,28.17124596,8.797664333,23987.09021,0.155172414,281.4,0.155172414,80.36206897,32.17000332,23.66923077,27.91961704,8.500772551,13635.40152,0.025641026,232.0,0.230769231,82.23076923
286,269,Manual,SI,DK 234,Algodón,SI,Manual,NO,5116.27907,6.0,42.0,86.0,60000,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,2,2.0,PLANO O LLANO,PLANO,3.0,6.0,SIN ROCAS,SI,15.0,1.0,SI,50.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,SI,NO,MUY BUENO,15.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,0.0,21.05,0.0,26.32,52.63,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.17883344,24.2675,28.22316672,7.911333438,14614.71603,0.125,239.6,0.125,81.15,32.6126122,23.87758621,28.2450992,8.735025994,24267.95517,0.189655172,270.8,0.137931034,80.46551724,32.32296616,23.51621622,27.91959119,8.806749946,13161.13889,0.027027027,250.4,0.27027027,82.0
287,270,Mecanizado,NO,PIONEER 30F35,Frijol,SI,Manual,NO,4238.372093,5.0,56.0,71.0,60000,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,2.0,PLANO O LLANO,PLANO,3.0,5.0,SIN ROCAS,SI,17.0,1.5,SI,15.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,NO,NO,BUENO,15.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,0.0,58.11,0.0,41.89,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.66179235,24.0675,28.36464617,8.594292345,15518.97425,0.225,233.8,0.125,81.25,32.24436709,23.64137931,27.9428732,8.602987778,23738.24453,0.068965517,328.0,0.189655172,80.24137931,32.0727583,23.76285714,27.91780772,8.309901157,11604.90794,0.057142857,161.7,0.171428571,82.34285714
288,271,Mecanizado,SI,Otro,Algodón,SI,Manual,NO,5911.627907,6.0,56.0,72.0,60000,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,69.0,0,0.0,0.0,0,0.0,30.0,0,0,0,3,2.0,PLANO O LLANO,PLANO,3.0,6.0,SIN ROCAS,SI,20.0,1.0,SI,37.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,SI,NO,BUENO,20.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,45.68,0.0,29.63,0.0,0.0,24.69,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.03195436,24.2775,28.15472718,7.754454362,14523.06638,0.1,248.6,0.125,81.425,32.73331093,23.8862069,28.30975891,8.847104032,24354.5397,0.206896552,227.2,0.120689655,80.39655172,32.23886725,23.54054054,27.88970389,8.698326708,13113.16445,0.027027027,286.2,0.297297297,81.97297297
289,272,Manual,NO,Otro,Algodón,SI,Manual,NO,5053.488372,5.0,43.0,85.0,60000,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,2,2.0,PLANO O LLANO,PLANO,3.0,6.0,SIN ROCAS,SI,20.0,1.0,SI,20.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,SI,NO,BUENO,20.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,42.86,0.0,0.0,57.14,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.03195436,24.2775,28.15472718,7.754454362,14523.06638,0.1,248.6,0.125,81.425,32.73331093,23.8862069,28.30975891,8.847104032,24354.5397,0.206896552,227.2,0.120689655,80.39655172,32.31768878,23.53333333,27.92551105,8.784355442,12813.59534,0.027777778,265.2,0.277777778,81.97222222
290,273,Manual,SI,FNC 3056,Algodón,SI,Manual,NO,4186.046512,5.0,58.0,71.0,58000,14,0,0,0,0,0,0,0,2,0,0,0,2,0,0.0,0.0,69.0,0,0.0,0.0,0,0.0,0.0,0,0,0,2,1.0,PLANO O LLANO,PLANO,3.0,6.0,SIN ROCAS,SI,21.0,1.0,SI,23.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,SI,NO,BUENO,21.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.06,52.94,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.50859227,24.35,28.42929613,8.158592268,14966.77699,0.15,168.5,0.075,81.4,32.57448587,23.76206897,28.16827742,8.812416903,23929.41709,0.155172414,286.9,0.155172414,80.32758621,32.17786565,23.58918919,27.88352742,8.588676462,12926.68305,0.027027027,226.0,0.243243243,82.32432432
291,274,Manual,NO,PIONEER 30F32,Maiz,SI,Mecanizada,NO,5790.697674,5.0,59.0,69.0,60000,16,0,0,0,0,0,0,1,1,0,0,1,1,0,0.0,46.0,46.0,0,0.0,0.0,0,30.0,0.0,0,0,2,1,1.0,PLANO O LLANO,PLANO,3.0,6.0,SIN ROCAS,SI,19.0,1.0,SI,37.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,SI,NO,BUENO,19.0,LENTO A MUY LENTO,NINGUNO,0.0,19.23,0.0,0.0,56.41,0.0,0.0,24.36,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.49400872,24.12,28.30700436,8.374008715,14959.22979,0.175,213.5,0.1,81.775,32.33341564,23.71034483,28.02188023,8.623070811,24028.56989,0.120689655,243.0,0.155172414,80.17241379,32.24768818,23.65,27.94884409,8.597688182,11980.46452,0.055555556,270.3,0.222222222,82.41666667
293,276,Mecanizado,NO,Otro,Maiz,SI,Manual,NO,4868.604651,4.0,60.0,63.0,60000,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,1.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,SI,NO,BUENO,67.0,BUENO,NINGUNO,0.0,0.0,0.0,0.0,74.63,0.0,0.0,25.37,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.35799991,24.53282149,28.9454107,8.825178416,15063.69782,0.362727366,168.1240423,0.119302705,80.20951508,33.94047664,24.47490656,29.2076916,9.465570086,22563.30954,0.462778659,266.5556758,0.147250221,79.74921431,33.35626124,24.27295271,28.81460698,9.083308537,14081.49132,0.35535223,111.5261168,0.116634453,81.07531956
294,277,Manual,NO,Otro,Algodón,SI,Manual,NO,5462.790698,5.0,68.0,54.0,60000,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,2.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,SI,15.0,1.0,SI,64.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,SI,NO,BUENO,15.0,BUENO,NINGUNO,0.0,0.0,0.0,0.0,78.05,0.0,0.0,21.95,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.48034548,24.3625,28.42142274,8.117845476,14804.75763,0.15,164.7,0.075,81.2,32.52927301,23.77241379,28.1508434,8.756859215,24163.0193,0.155172414,305.1,0.172413793,80.24137931,32.17403522,23.42666667,27.80035094,8.747368549,10350.67649,0.033333333,207.8,0.266666667,82.63333333
295,278,Manual,NO,PIONEER 30F35,Yuca,SI,Manual,NO,5052.325581,6.0,65.0,70.0,60000,15,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,2.0,PLANO O LLANO,PLANO,3.0,6.0,SIN ROCAS,SI,25.0,2.0,SI,26.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,NO,-1.0,PLANTAS NORMALES,SI,NO,SI,NO,BUENO,25.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,28.24,0.0,0.0,29.41,42.35,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.47038285,24.3775,28.42394143,8.092882853,14967.07944,0.15,173.6,0.1,81.275,32.47069495,23.64482759,28.05776127,8.825867369,23857.78671,0.155172414,295.0,0.155172414,80.29310345,32.22020175,23.725,27.97260088,8.495201755,15222.72066,0.045454545,281.8,0.204545455,82.15909091
536,470,Mecanizado,NO,Otro,Maiz,SI,Manual,NO,3720.930233,5.0,47.0,78.0,60000,10,0,0,0,0,0,0,1,2,0,0,0,2,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,2,2.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,SI,15.0,7.0,NO,-1.0,NO,MASIVA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,15.0,POCO AFECTADAS,SI,NO,NO,SI,BUENO,15.0,BUENO,NINGUNO,0.0,25.71,0.0,0.0,74.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.29,25.71,0.0,0.0,0.0,32.13763897,23.8125,27.97506948,8.325138968,14092.52032,0.0,165.1,0.125,81.65,32.69557495,23.65517241,28.17537368,9.040402534,22575.08434,0.051724138,140.0,0.068965517,80.46551724,33.11988456,23.25757576,28.18873016,9.862308798,14333.48249,0.151515152,6.4,0.0,74.99694495
537,471,Mecanizado,NO,FNC 114,Maiz,NO,Manual,NO,3767.44186,5.0,48.0,72.0,68000,12,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,2,2.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,SI,12.0,6.0,SI,23.0,NO,MASIVA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,25.0,PLANTAS NORMALES,SI,NO,NO,SI,BUENO,25.0,LENTO A MUY LENTO,NINGUNO,0.0,28.57,0.0,0.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.43,28.57,0.0,0.0,0.0,32.269126,23.78,28.024563,8.489125998,14142.87117,0.0,132.5,0.125,81.85,32.70957695,23.68793103,28.19875399,9.021645918,22838.13814,0.051724138,102.8,0.051724138,79.79310345,33.1522309,23.12142857,28.13682973,10.03080233,12457.06605,0.178571429,6.4,0.0,74.49639941
539,469,Mecanizado,SI,FNC 114,Maiz,SI,Manual,NO,3767.44186,5.0,50.0,70.0,60000,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,2,2.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,SI,17.0,5.0,NO,-1.0,NO,MASIVA,NO,NO,POCO MARCADAS,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,20.0,PLANTAS NORMALES,SI,NO,SI,SI,BUENO,20.0,BUENO,NINGUNO,0.0,35.71,0.0,0.0,64.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,32.269126,23.78,28.024563,8.489125998,14142.87117,0.0,132.5,0.125,81.85,32.70957695,23.68793103,28.19875399,9.021645918,22838.13814,0.051724138,102.8,0.051724138,79.79310345,33.1522309,23.12142857,28.13682973,10.03080233,12457.06605,0.178571429,6.4,0.0,74.49639941
540,475,Manual,SI,PIONEER 30F35 H,Maiz,SI,Manual,NO,4000.0,6.0,47.0,88.0,63000,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,30.0,0,0,0,3,2.0,PLANO O LLANO,PLANO,3.0,6.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,MASIVA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60.0,PLANTAS NORMALES,NO,NO,NO,NO,ESPACIADO,60.0,BUENO,NINGUNO,0.0,54.28,0.0,45.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.71,54.28,0.0,0.0,0.0,32.00548698,23.92,27.96274349,8.085486985,13566.83705,0.025,167.3,0.125,82.075,32.73236324,23.56724138,28.14980231,9.165121863,22634.00587,0.051724138,142.0,0.068965517,80.18965517,33.19167145,23.37954545,28.28560845,9.812125998,19197.85941,0.159090909,6.4,0.0,74.86134508
543,478,Mecanizado,NO,Otro,Maiz,SI,Manual,NO,2383.72093,5.0,79.0,59.0,68000,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,69.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,3.0,ONDULADO,PLANO CON ONDULACIONES,2.0,5.0,SIN ROCAS,SI,8.0,11.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,SI,SI,26.0,PLANTAS NORMALES,NO,NO,NO,SI,BUENO,26.0,BUENO,LENTO,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,32.27306717,23.665,27.96903358,8.608067166,13642.26664,0.05,271.2,0.2,82.1,32.35134748,23.82586207,28.08860477,8.525485408,20510.62279,0.0,229.1,0.137931034,81.82758621,32.79926974,23.43043478,28.11485226,9.368834957,19295.36439,0.065217391,12.6,0.0,78.0412866
548,479,Mecanizado,NO,Otro,Maiz,SI,Manual,SI,3581.395349,6.0,45.0,70.0,60000,12,0,0,0,0,0,0,0,3,0,0,0,1,0,0.0,0.0,69.0,0,0.0,0.0,0,0.0,0.0,0,0,0,3,2.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,MASIVA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,28.0,PLANTAS NORMALES,NO,NO,NO,NO,REGULAR,28.0,BUENO,NINGUNO,0.0,32.86,0.0,0.0,67.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.14,32.86,0.0,0.0,32.269126,23.78,28.024563,8.489125998,14142.87117,0.0,132.5,0.125,81.85,32.70957695,23.68793103,28.19875399,9.021645918,22838.13814,0.051724138,102.8,0.051724138,79.79310345,32.95165739,23.15416667,28.05291203,9.797490718,10574.79395,0.083333333,6.4,0.0,74.62079931
549,480,Mecanizado,NO,Otro,Maiz,SI,Manual,NO,2412.790698,5.0,46.0,92.0,68000,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,69.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,5.0,ONDULADO,PIE DE UNA ELEVACION,2.0,5.0,SIN ROCAS,SI,10.0,13.0,NO,-1.0,NO,MASIVA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,SI,NO,-1.0,PLANTAS NORMALES,NO,NO,NO,SI,REGULAR,0.0,BUENO,LENTO,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.27306717,23.665,27.96903358,8.608067166,13642.26664,0.05,271.2,0.2,82.1,32.35134748,23.82586207,28.08860477,8.525485408,20510.62279,0.0,229.1,0.137931034,81.82758621,32.79926974,23.43043478,28.11485226,9.368834957,19295.36439,0.065217391,12.6,0.0,78.0412866
