ID_EVENTO,ID_PROD,FECHA_PREP,PROF_PREP
2297,2212,3/20/2015,NULL
2298,2202,4/12/2015,10
2299,2212,3/19/2015,NULL
2300,2201,4/20/2015,15
2301,2203,4/25/2015,NULL
2302,2204,3/25/2015,25
2303,2217,3/10/2015,NULL
2304,1725,3/17/2015,20
2304,1725,3/28/2015,15
2305,2217,3/10/2015,NULL
2307,2041,2/28/2015,20
2308,2219,3/18/2015,NULL
2309,2219,3/25/2015,NULL
2314,2237,5/5/2015,18
2316,2238,3/5/2015,20
2316,2238,3/5/2015,20
2316,2238,3/5/2015,NULL
2317,2239,4/24/2015,20
2317,2239,4/24/2015,20
2317,2239,4/24/2015,NULL
2318,2240,4/26/2015,20
2318,2240,4/26/2015,20
2318,2240,4/26/2015,NULL
2319,2241,4/1/2015,20
2319,2241,4/1/2015,20
2319,2241,4/1/2015,NULL
2320,2241,4/10/2015,20
2320,2241,4/10/2015,20
2320,2241,4/10/2015,NULL
2326,2242,3/1/2015,20
2326,2242,3/1/2015,20
2326,2242,3/1/2015,NULL
2328,2243,4/6/2015,20
2328,2243,4/6/2015,20
2328,2243,4/6/2015,NULL
2332,2244,4/21/2015,20
2332,2244,4/21/2015,20
2332,2244,4/21/2015,NULL
2333,2245,4/20/2015,20
2333,2245,4/20/2015,20
2333,2245,4/20/2015,NULL
2334,2246,4/13/2015,20
2334,2246,4/13/2015,20
2334,2246,4/13/2015,NULL
2335,2247,3/15/2015,NULL
2336,2247,3/10/2015,NULL
2337,2198,3/12/2015,20
2338,2248,3/26/2015,NULL
2339,2252,3/5/2015,25
2340,2253,4/2/2015,20
2341,2217,3/10/2015,NULL
2342,2254,4/23/2015,NULL
2343,2255,3/5/2015,25
2344,2256,4/10/2015,20
2344,2256,4/10/2015,20
2344,2256,4/10/2015,NULL
2345,2256,4/11/2015,20
2345,2256,4/11/2015,20
2345,2256,4/11/2015,NULL
2346,2256,4/9/2015,20
2346,2256,4/9/2015,20
2346,2256,4/9/2015,NULL
2347,1860,4/19/2015,20
2347,1860,4/19/2015,20
2347,1860,4/19/2015,NULL
2348,2257,3/23/2015,20
2348,2257,3/23/2015,20
2348,2257,3/23/2015,NULL
2349,1861,3/10/2015,20
2349,1861,3/10/2015,20
2349,1861,3/10/2015,NULL
2350,2258,3/1/2015,20
2350,2258,3/1/2015,20
2350,2258,3/1/2015,NULL
2351,2277,5/18/2015,NULL
2352,2276,4/22/2015,30
2387,2215,4/30/2015,25
2388,2216,5/18/2015,20
2390,2288,5/20/2015,NULL
2391,2289,5/15/2015,NULL
2392,2290,5/20/2015,NULL
2399,2297,4/3/2015,20
2399,2297,4/3/2015,20
2399,2297,4/3/2015,NULL
2400,1872,3/10/2015,20
2400,1872,3/10/2015,20
2400,1872,3/10/2015,NULL
2401,2298,3/1/2015,20
2401,2298,3/1/2015,20
2401,2298,3/1/2015,NULL
2402,2299,4/13/2015,20
2402,2299,4/13/2015,20
2402,2299,4/13/2015,NULL
2403,2214,4/23/2015,NULL
2404,2213,5/23/2015,15
2405,2321,3/2/2015,25
2405,2321,3/2/2015,NULL
2406,2322,5/21/2015,NULL
2407,2323,5/25/2015,NULL
2429,2041,3/2/2015,20
2432,2016,3/5/2015,NULL
2442,2093,5/5/2015,13
2443,2092,5/5/2015,13
2445,2218,3/15/2015,25
2449,2006,4/24/2015,12
2452,2079,4/28/2015,12
2455,2080,4/28/2015,13
2456,2081,5/16/2015,NULL
2457,2341,4/2/2015,20
2458,2342,4/28/2015,NULL
2463,2350,3/5/2015,25
2464,2353,5/1/2015,15
2465,2345,5/20/2015,NULL
2467,2352,5/25/2015,NULL
2468,2351,5/21/2015,NULL
2469,2349,5/12/2015,12
2470,2346,4/5/2015,10
2471,2346,4/5/2015,10
2473,2348,4/15/2015,10
2474,2347,4/10/2015,15
2478,2369,3/1/2015,NULL
2496,2370,2/28/2015,NULL
2502,1901,5/15/2015,NULL
2503,2082,5/27/2015,NULL
2504,2083,5/20/2015,NULL
2505,2219,3/20/2015,NULL
2506,2371,4/22/2015,20
2508,2374,5/5/2015,20
2509,2126,3/16/2015,NULL
2510,2374,5/5/2015,20
2513,2376,3/20/2015,NULL
2525,2084,5/17/2015,NULL
2526,2085,5/18/2015,NULL
2527,2377,3/5/2015,20
2527,2377,3/5/2015,20
2527,2377,3/5/2015,NULL
2528,2377,3/10/2015,20
2528,2377,3/10/2015,20
2528,2377,3/10/2015,NULL
2529,2378,4/25/2015,20
2529,2378,4/25/2015,20
2529,2378,4/25/2015,NULL
2531,2378,3/20/2015,20
2531,2378,3/20/2015,20
2531,2378,3/20/2015,NULL
2532,2391,4/25/2015,20
2532,2391,4/25/2015,20
2532,2391,4/25/2015,NULL
2533,1869,3/20/2015,20
2533,1869,3/20/2015,20
2533,1869,3/20/2015,NULL
2536,2355,3/28/2015,20
2537,1869,4/1/2015,20
2537,1869,4/1/2015,20
2537,1869,4/1/2015,NULL
2538,2392,4/6/2015,20
2538,2392,4/6/2015,20
2538,2392,4/6/2015,NULL
2539,2343,4/30/2015,25
2540,2340,4/4/2015,15
2541,2343,4/27/2015,25
2545,1983,5/2/2015,20
2550,2393,5/20/2015,NULL
2553,2215,5/2/2015,15
2554,2086,5/5/2015,12
2555,2369,3/10/2015,NULL
2556,2394,3/1/2015,20
2558,2396,3/1/2015,20
2559,2397,5/28/2015,25
2561,2400,5/2/2015,20
2561,2400,5/5/2015,15
2561,2400,5/6/2015,NULL
2562,2087,5/25/2015,NULL
2563,2401,3/28/2015,25
2563,2401,3/28/2015,NULL
2564,1856,5/25/2015,NULL
2565,2088,5/26/2015,NULL
2566,2089,5/16/2015,NULL
2567,2078,5/5/2015,12
2569,2090,5/28/2015,12
2575,2091,4/30/2015,13
2576,2222,5/24/2015,NULL
2578,2227,5/21/2015,NULL
2580,2226,5/20/2015,NULL
2581,2225,5/25/2015,NULL
2582,2224,5/2/2015,13
2583,2223,5/21/2015,NULL
2584,2234,5/7/2015,NULL
2585,2236,5/26/2015,NULL
2586,2235,5/18/2015,NULL
2587,2233,5/20/2015,NULL
2588,2287,5/16/2015,NULL
2589,2286,5/15/2015,NULL
2590,2405,3/10/2015,NULL
2591,2286,5/17/2015,NULL
2592,2221,5/26/2015,NULL
2594,2230,5/22/2015,NULL
2595,2231,5/20/2015,NULL
2596,2232,5/22/2015,NULL
2597,2233,5/18/2015,NULL
2599,2321,3/2/2015,25
2600,2369,3/10/2015,NULL
2601,2410,3/15/2015,NULL
2609,2420,4/28/2015,20
2617,2336,5/19/2015,NULL
2618,2337,5/27/2015,NULL
2619,2335,4/15/2015,13
2620,2334,5/16/2015,NULL
2621,2333,5/12/2015,NULL
2622,2338,5/26/2015,NULL
2623,2083,5/18/2015,NULL
2624,2295,5/15/2015,NULL
2626,2294,5/20/2015,NULL
2627,2406,4/15/2015,25
2627,2406,4/15/2015,NULL
2628,2293,5/21/2015,NULL
2629,2292,5/23/2015,NULL
2630,2291,5/18/2015,NULL
2631,2081,5/14/2015,NULL
2632,2287,5/24/2015,NULL
2633,2296,5/25/2015,NULL
2634,2075,3/2/2015,20
2636,2422,5/4/2015,20
2643,2425,4/26/2015,20
2645,2395,3/5/2015,NULL
2646,2395,3/1/2015,NULL
2649,2424,3/2/2015,25
2649,2424,3/2/2015,NULL
2661,2432,5/10/2015,20
2664,2435,3/10/2015,NULL
2666,2434,5/2/2015,20
2668,2434,4/30/2015,20
2668,2434,4/30/2015,20
2670,2436,3/10/2015,NULL
2671,2438,3/15/2015,NULL
2674,2439,3/10/2015,NULL
2674,2439,3/10/2015,1
2675,2440,3/18/2015,20
2676,2441,3/10/2015,NULL
2677,2442,3/1/2015,NULL
2679,2444,4/16/2015,20
2679,2444,4/16/2015,20
2680,2444,4/16/2015,20
2680,2444,4/16/2015,20
2681,2445,5/10/2015,20
2682,2406,4/14/2015,25
2682,2406,4/14/2015,NULL
2685,2446,3/10/2015,NULL
2692,2449,3/20/2015,NULL
2699,2453,3/20/2015,NULL
2709,2454,3/10/2015,NULL
2715,2455,3/15/2015,NULL
2717,2458,3/10/2015,NULL
2720,2460,3/20/2015,NULL
2725,2480,7/10/2015,25
2734,2244,4/18/2015,20
2734,2244,4/18/2015,20
2734,2244,4/18/2015,NULL
2735,2482,5/5/2015,20
2735,2482,5/5/2015,20
2736,2472,4/18/2015,20
2737,2464,5/2/2015,20
2738,2466,4/28/2015,15
2739,2466,4/20/2015,25
2740,2465,5/9/2015,25
2741,2465,4/25/2015,30
2742,2483,2/27/2015,20
2742,2483,2/27/2015,20
2742,2483,2/27/2015,NULL
2743,2483,4/1/2015,25
2743,2483,4/1/2015,25
2743,2483,4/1/2015,NULL
2746,2464,5/23/2015,25
2747,2464,5/18/2015,20
2748,2479,5/19/2015,20
2749,2467,5/7/2015,15
2750,2468,5/4/2015,25
2751,2469,5/1/2015,NULL
2752,2470,5/21/2015,15
2753,2470,5/15/2015,20
2754,2471,5/18/2015,20
2755,2473,5/13/2015,20
2756,2474,5/7/2015,NULL
2757,2475,4/29/2015,15
2758,2158,3/15/2015,20
2758,2158,4/3/2015,15
2759,1734,4/14/2015,20
2759,1734,5/9/2015,15
2762,2476,5/4/2015,20
2763,2476,5/8/2015,15
2765,2476,5/22/2015,20
2766,2477,5/13/2015,20
2767,2478,5/9/2015,20
2769,2488,1/27/2015,15
2769,2488,1/27/2015,15
2769,2488,1/27/2015,NULL
2770,2489,3/25/2015,15
2770,2489,3/25/2015,15
2770,2489,3/25/2015,NULL
2772,2071,5/11/2015,20
2774,2490,5/7/2015,20
2778,2491,3/15/2015,15
2778,2491,3/15/2015,15
2778,2491,3/15/2015,0
2778,2491,3/15/2015,NULL
2779,2497,9/22/2015,25
2780,2498,9/30/2015,25
2780,2498,9/30/2015,NULL
2786,2499,9/20/2015,25
2786,2499,9/20/2015,NULL
2787,2500,9/25/2015,NULL
2788,2453,10/1/2015,NULL
2789,2502,3/20/2015,NULL
2795,2507,10/6/2015,NULL
2796,2508,10/14/2015,NULL
2797,2509,2/20/2015,NULL
2798,2510,9/30/2015,NULL
2799,2511,3/15/2015,NULL
2800,2512,10/6/2015,NULL
2801,2245,4/10/2015,20
2801,2245,4/10/2015,20
2801,2245,4/10/2015,NULL
2802,2513,4/5/2015,20
2802,2513,4/5/2015,20
2802,2513,4/5/2015,NULL
2804,2530,4/19/2015,20
2804,2530,4/19/2015,20
2804,2530,4/19/2015,NULL
2810,2521,6/3/2015,30
2810,2521,6/5/2015,20
2811,2531,4/5/2015,15
2811,2531,4/5/2015,15
2811,2531,4/5/2015,NULL
2812,2532,4/5/2015,14
2812,2532,4/5/2015,14
2812,2532,4/5/2015,NULL
2813,2532,4/10/2015,14
2813,2532,4/10/2015,14
2813,2532,4/10/2015,NULL
2814,2534,2/6/2015,14
2814,2534,2/6/2015,14
2814,2534,2/6/2015,NULL
2815,1858,2/20/2015,15
2815,1858,2/20/2015,15
2815,1858,2/20/2015,NULL
2816,2534,2/7/2015,10
2816,2534,2/7/2015,10
2816,2534,2/7/2015,NULL
2824,2542,3/1/2015,20
2824,2542,3/1/2015,20
2824,2542,3/1/2015,20
2825,1736,3/27/2015,15
2825,1736,4/1/2015,15
2826,2514,4/25/2015,20
2829,1735,4/29/2015,20
2829,1735,5/4/2015,15
2831,2515,5/7/2015,20
2832,2516,6/1/2015,25
2835,2517,4/29/2015,30
2836,2518,4/13/2015,25
2837,2520,5/5/2015,25
2838,2519,6/12/2015,20
2844,1855,3/26/2015,20
2844,1855,3/26/2015,20
2844,1855,3/26/2015,NULL
2845,2558,3/8/2015,15
2845,2558,3/8/2015,15
2845,2558,3/8/2015,15
2847,2559,3/10/2015,20
2847,2559,3/10/2015,20
2847,2559,3/10/2015,NULL
2849,2563,3/31/2016,1
2850,2564,2/20/2015,20
2850,2564,2/20/2015,20
2850,2564,2/20/2015,NULL
2851,2565,2/13/2015,20
2851,2565,2/13/2015,20
2851,2565,2/13/2015,NULL
2852,2566,4/20/2015,20
2852,2566,4/20/2015,20
2852,2566,4/20/2015,NULL
2853,2566,4/18/2015,20
2853,2566,4/18/2015,20
2853,2566,4/18/2015,NULL
2854,2566,3/15/2015,20
2854,2566,3/15/2015,20
2854,2566,3/15/2015,NULL
2855,2484,4/5/2015,20
2855,2484,4/5/2015,20
2855,2484,4/5/2015,NULL
2856,2570,3/10/2015,20
2856,2570,3/10/2015,20
2856,2570,3/10/2015,NULL
2857,2570,3/10/2015,20
2857,2570,3/10/2015,20
2857,2570,3/10/2015,NULL
2858,2239,4/24/2015,20
2858,2239,4/24/2015,20
2858,2239,4/24/2015,NULL
2860,2571,4/17/2015,30
2861,2572,10/1/2015,25
2862,2573,4/25/2015,30
2863,2574,5/20/2015,30
2864,2575,5/10/2015,30
2865,2576,5/7/2015,30
2866,2577,5/10/2015,30
2867,2578,5/4/2015,30
2868,2579,10/1/2015,25
2870,2592,11/5/2015,NULL
2871,2582,4/27/2015,25
2872,2583,5/20/2015,20
2873,2580,5/13/2015,25
2874,2581,6/10/2015,25
2875,2584,6/22/2015,20
2877,41,8/26/2015,25
2878,549,9/10/2015,25
2880,2593,9/3/2015,25
2881,2594,9/23/2015,25
2883,2595,8/28/2015,25
2884,759,9/15/2015,25
2885,447,9/27/2015,20
2886,2587,4/10/2015,20
2887,2586,5/2/2015,20
2888,2585,5/12/2015,25
2889,2589,4/30/2015,25
2890,2588,5/4/2015,25
2891,2606,5/16/2015,20
2892,2612,5/5/2015,25
2893,2598,4/18/2015,20
2894,2598,4/15/2015,20
2895,2599,4/13/2015,25
2896,2604,4/28/2015,NULL
2897,2607,4/17/2015,20
2898,2607,4/20/2015,NULL
2899,2608,4/13/2015,20
2900,2608,4/23/2015,NULL
2901,2609,4/15/2015,25
2902,2605,4/20/2015,20
2903,2592,1/22/2015,18
2906,2617,12/8/2015,50
2907,2618,1/1/2015,20
2907,2618,1/1/2015,20
2907,2618,1/1/2015,NULL
2908,2616,4/15/2015,30
2908,2616,4/15/2015,20
2908,2616,4/15/2015,20
2909,2596,5/15/2015,20
2910,2622,5/3/2015,30
2911,2619,12/1/2015,40
2912,2614,12/7/2015,20
2913,2620,8/1/2015,15
2914,2597,4/20/2015,25
2915,2600,5/18/2015,20
2917,2605,4/13/2015,20
2918,2623,9/22/2015,NULL
2919,2624,9/30/2015,NULL
2920,2579,10/21/2015,25
2921,2601,4/29/2015,20
2922,2625,3/5/2015,20
2922,2625,3/5/2015,20
2922,2625,3/5/2015,NULL
2923,2603,4/20/2015,20
2924,2602,5/20/2015,25
2925,2610,4/29/2015,25
2926,2611,4/24/2015,NULL
2927,2626,3/5/2015,20
2927,2626,3/5/2015,20
2927,2626,3/5/2015,NULL
2928,2611,5/1/2015,20
2929,1861,3/22/2015,20
2929,1861,3/22/2015,20
2929,1861,3/22/2015,NULL
2930,2642,2/21/2015,20
2930,2642,2/21/2015,20
2930,2642,2/21/2015,NULL
2931,1864,3/12/2015,20
2931,1864,3/12/2015,20
2931,1864,3/12/2015,NULL
2932,2643,3/22/2015,15
2932,2643,3/22/2015,15
2932,2643,3/22/2015,NULL
2933,2489,4/8/2015,13
2933,2489,4/8/2015,13
2933,2489,4/8/2015,NULL
2934,2449,3/20/2015,NULL
2935,2627,4/29/2015,20
2936,2628,4/23/2015,NULL
2937,2629,5/14/2015,25
2938,2630,4/15/2015,20
2939,2631,5/4/2015,NULL
2940,2632,4/20/2015,20
2941,2633,5/1/2015,20
2942,2634,4/27/2015,20
2943,2635,5/4/2015,20
2944,2648,5/13/2015,20
2945,2636,5/5/2015,NULL
2946,2646,5/2/2015,20
2947,2647,5/14/2015,25
2948,2644,5/15/2015,20
2949,2645,5/19/2015,NULL
2950,2637,5/2/2015,20
2951,2638,5/16/2015,20
2952,2639,5/16/2015,25
2953,2640,5/12/2015,20
2954,2641,5/20/2015,20
2955,2616,12/8/2015,50
2956,2642,2/10/2015,15
2956,2642,2/10/2015,15
2956,2642,2/10/2015,NULL
2957,2190,3/22/2015,20
2957,2190,3/22/2015,20
2957,2190,3/22/2015,NULL
2958,2650,4/11/2015,15
2958,2650,4/11/2015,15
2958,2650,4/11/2015,NULL
2959,2650,4/5/2015,15
2959,2650,4/5/2015,15
2959,2650,4/5/2015,NULL
2960,2650,4/5/2015,15
2960,2650,4/5/2015,15
2960,2650,4/5/2015,NULL
2961,2651,5/2/2015,15
2961,2651,5/2/2015,15
2961,2651,5/2/2015,NULL
2962,2652,4/5/2015,20
2962,2652,4/5/2015,20
2962,2652,4/5/2015,NULL
2963,2513,4/15/2015,20
2963,2513,4/15/2015,20
2963,2513,4/15/2015,NULL
2969,2655,3/25/2015,20
2969,2655,3/25/2015,20
2969,2655,3/25/2015,NULL
2970,2656,4/16/2015,20
2970,2656,4/16/2015,20
2970,2656,4/16/2015,NULL
2971,1870,4/20/2015,20
2971,1870,4/20/2015,20
2971,1870,4/20/2015,NULL
2972,1870,5/3/2015,20
2972,1870,5/3/2015,20
2972,1870,5/3/2015,NULL
2973,2377,4/10/2015,20
2973,2377,4/10/2015,20
2973,2377,4/10/2015,NULL
2974,2650,4/5/2015,20
2974,2650,4/5/2015,20
2974,2650,4/5/2015,NULL
2981,2488,4/10/2015,20
2981,2488,4/10/2015,20
2981,2488,4/10/2015,NULL
2982,2483,4/5/2015,20
2982,2483,4/5/2015,20
2982,2483,4/5/2015,NULL
2983,2157,3/15/2015,20
2983,2157,3/15/2015,20
2990,2670,6/1/2015,NULL
3024,2701,9/4/2015,NULL
3025,2704,7/25/2015,20
3025,2704,8/15/2015,15
3026,2613,7/31/2015,20
3026,2613,8/7/2015,15
3026,2613,8/12/2016,15
3027,2707,9/13/2015,20
3027,2707,9/17/2015,15
3028,2706,8/6/2015,20
3028,2706,8/16/2015,15
3029,2702,9/3/2015,20
3029,2702,9/8/2015,15
3030,2693,8/11/2015,20
3030,2693,8/16/2015,15
3031,2705,9/4/2015,20
3031,2705,9/13/2015,15
3032,2703,8/11/2015,20
3032,2703,8/16/2015,15
3033,2692,8/15/2015,20
3033,2692,9/3/2015,15
3036,2710,9/28/2015,25
3049,2721,9/8/2015,25
3068,2691,8/1/2015,20
3068,2691,8/12/2015,15
3069,387,3/23/2015,20
3069,387,3/26/2015,15
3072,388,3/27/2015,20
3072,388,4/1/2015,15
3073,236,4/6/2015,22
3073,236,4/10/2015,15
3074,622,4/1/2015,22
3074,622,4/8/2015,15
3075,156,3/22/2015,22
3075,156,3/31/2015,15
3076,948,3/16/2015,22
3076,948,3/26/2015,15
3077,635,3/12/2015,20
3078,356,4/2/2015,22
3078,356,4/7/2015,15
3079,995,3/10/2015,25
3079,995,4/15/2015,15
3080,988,3/19/2015,20
3080,988,3/25/2015,15
3103,2766,9/10/2015,NULL
3106,2767,9/12/2015,NULL
3107,2768,10/11/2015,20
3108,2770,9/25/2015,15
3114,2749,4/2/2015,12
3115,2775,3/25/2015,10
3116,2748,2/28/2015,10
3117,2777,8/5/2015,25
3118,2750,4/6/2015,10
3119,2751,5/12/2015,10
3120,2752,5/4/2015,10
3121,2778,4/27/2015,25
3122,2779,9/11/2015,20
3123,2769,9/15/2015,NULL
3124,2780,4/28/2015,20
3125,2781,9/10/2015,20
3130,2791,10/1/2015,20
3132,2617,2/5/2016,6
3134,2792,8/29/2015,NULL
3135,2793,9/18/2015,NULL
3136,2791,10/1/2015,20
3145,2802,8/23/2015,20
3145,2802,8/23/2015,20
3146,2803,8/24/2015,20
3146,2803,8/24/2015,20
3147,2804,8/23/2015,20
3147,2804,8/23/2015,20
3148,2805,8/24/2015,20
3148,2805,8/24/2015,20
3152,2818,9/10/2015,20
3152,2818,9/10/2015,20
3152,2818,9/10/2015,NULL
3153,2817,8/10/2015,20
3153,2817,8/10/2015,20
3153,2817,8/10/2015,NULL
3154,2815,9/13/2015,20
3154,2815,9/13/2015,20
3154,2815,9/13/2015,NULL
3155,2816,9/10/2015,20
3155,2816,9/9/2015,20
3155,2816,9/9/2015,NULL
3156,1741,9/29/2015,20
3156,1741,9/29/2015,20
3156,1741,9/29/2015,NULL
3157,2823,9/5/2015,20
3157,2823,9/5/2015,20
3158,2824,8/28/2015,20
3158,2824,8/28/2015,20
3159,2824,8/28/2015,20
3159,2824,8/28/2015,20
3160,2825,8/20/2015,20
3162,1744,10/1/2015,20
3162,1744,10/1/2015,20
3162,1744,10/1/2015,NULL
3163,2814,9/25/2015,20
3163,2814,9/25/2015,20
3163,2814,9/25/2015,NULL
3164,2827,8/20/2015,20
3166,1750,9/10/2015,20
3166,1750,9/10/2015,20
3166,1750,9/10/2015,NULL
3256,2892,8/25/2015,20
3257,2893,8/18/2015,20
3258,2895,8/27/2015,20
3258,2895,8/27/2015,20
3259,2893,8/18/2015,20
3260,2895,8/27/2015,20
3261,2896,8/22/2015,20
3262,2896,8/30/2015,20
3262,2896,8/30/2015,20
3263,2897,8/23/2015,20
3264,2897,8/23/2015,20
3265,2900,8/26/2015,20
3266,2900,8/26/2015,20
3281,2899,8/25/2015,20
3282,2899,8/28/2015,20
3296,1524,4/1/2016,NULL
3338,2940,9/27/2015,20
3338,2940,9/27/2015,20
3339,2941,9/15/2015,NULL
3340,2941,9/20/2015,NULL
3341,2941,10/3/2015,NULL
3342,2942,10/13/2015,NULL
3343,2942,10/5/2015,NULL
3344,2833,9/18/2015,NULL
3345,2914,10/10/2015,NULL
3346,2903,9/26/2015,NULL
3347,2913,10/2/2015,NULL
3348,2833,9/28/2015,NULL
3350,2943,4/26/2016,NULL
3351,2982,3/15/2016,30
3352,3000,3/28/2016,40
3352,3000,4/5/2016,40
3352,3000,4/11/2016,40
3353,3049,2/22/2016,NULL
3354,3050,2/15/2016,30
3355,3051,2/12/2016,30
3356,3052,2/15/2016,20
3357,3070,2/11/2016,40
3358,3072,2/15/2016,40
3359,3073,2/27/2016,40
3360,3074,2/20/2016,30
3361,3075,3/1/2016,30
3362,3076,2/20/2016,40
3363,3077,2/25/2016,40
3364,3078,2/20/2016,30
3365,3084,2/29/2016,40
3366,3085,2/15/2016,40
3367,3086,12/28/2015,10
3368,3087,4/5/2016,40
3369,3088,4/12/2016,40
3370,3095,3/1/2016,40
3371,3096,4/29/2016,30
3372,3097,4/8/2016,40
3373,3098,3/14/2016,40
3374,3099,3/3/2016,40
3375,3103,6/1/2016,40
3376,3111,3/25/2016,40
3419,3123,4/20/2016,30
3428,3455,3/21/2016,20
3429,3418,1/10/2016,20
3434,3459,4/4/2016,20
3436,3420,1/30/2016,30
3436,3420,1/30/2016,20
3443,3421,2/10/2016,30
3443,3421,2/10/2016,20
3444,3424,7/5/2016,30
3445,3423,2/23/2016,30
3445,3423,2/23/2016,20
3446,3450,6/2/2016,30
3447,3431,3/5/2016,30
3448,3132,4/20/2016,30
3449,3135,2/20/2016,40
3450,3136,3/8/2016,40
3451,3133,12/14/2015,30
3453,3419,3/5/2016,30
3453,3419,3/5/2016,20
3453,3419,3/8/2016,30
3456,3134,4/14/2016,30
3457,3475,8/22/2015,15
3457,3475,8/18/2015,29
3458,3476,8/24/2015,23
3458,3476,8/26/2015,18
3461,3044,3/3/2016,15
3461,3044,3/3/2016,15
3464,3481,9/2/2015,25
3464,3481,9/4/2015,15
3465,3482,8/17/2015,20
3465,3482,8/19/2015,15
3466,3483,9/1/2015,20
3466,3483,9/6/2015,15
3467,234,8/18/2015,25
3467,234,8/21/2015,15
3468,388,9/3/2015,20
3468,388,9/5/2015,15
3469,635,8/10/2015,20
3469,635,8/14/2015,15
3470,2986,2/24/2016,20
3497,3124,3/8/2016,40
3498,355,8/9/2015,25
3498,355,8/13/2015,15
3499,622,8/9/2015,20
3499,622,8/12/2015,15
3500,3454,2/11/2016,NULL
3501,3454,2/2/2016,NULL
3502,3129,3/10/2016,40
3511,3118,3/20/2016,40
3512,3119,4/4/2016,40
3513,2995,2/20/2016,15
3513,2995,2/20/2016,15
3514,2975,3/12/2016,15
3515,3010,1/25/2016,15
3516,3036,2/2/2016,15
3517,2962,2/22/2016,20
3517,2962,2/22/2016,20
3517,2962,2/22/2016,20
3518,2961,2/25/2016,20
3518,2961,2/25/2016,20
3518,2961,2/25/2016,20
3519,2953,2/27/2016,15
3520,3009,2/25/2016,15
3520,3009,2/25/2016,15
3521,2960,2/25/2016,21
3523,2960,3/2/2016,20
3524,2956,1/25/2016,20
3524,2956,1/25/2016,20
3525,3122,3/15/2016,40
3526,3121,5/10/2016,40
3527,3120,4/20/2016,NULL
3528,2956,1/26/2016,16
3528,2956,1/26/2016,16
3529,2951,2/15/2016,25
3529,2951,2/15/2016,25
3530,2951,2/24/2016,17
3530,2951,2/24/2016,17
3531,2977,1/10/2016,20
3531,2977,1/10/2016,20
3532,2986,2/23/2016,20
3533,2987,2/24/2016,22
3533,2987,2/24/2016,22
3534,3048,2/21/2016,20
3534,3048,2/21/2016,20
3534,3048,2/21/2016,NULL
3535,2967,2/25/2016,22
3535,2967,2/25/2016,22
3536,3036,2/1/2016,15
3536,3036,2/1/2016,15
3537,3039,2/23/2016,20
3537,3039,2/23/2016,20
3538,3041,1/5/2016,15
3538,3041,1/5/2016,15
3539,2975,3/15/2016,17
3539,2975,3/15/2016,17
3540,2993,2/26/2016,13
3540,2993,2/26/2016,13
3541,3039,2/23/2016,17
3541,3039,2/23/2016,17
3542,2956,2/15/2016,20
3542,2956,2/15/2016,20
3543,2969,1/10/2016,18
3543,2969,1/10/2016,18
3544,2960,2/28/2016,15
3545,2969,1/14/2016,18
3545,2969,1/14/2016,18
3546,3013,1/28/2016,15
3546,3013,1/28/2016,15
3547,3016,2/27/2016,15
3548,2945,4/15/2016,50
3548,2945,4/15/2016,25
3549,3035,3/5/2016,15
3550,2967,2/2/2016,17
3551,2954,3/26/2016,15
3551,2954,3/26/2016,15
3552,3003,3/15/2016,17
3552,3003,3/15/2016,17
3553,3046,2/27/2016,25
3553,3046,2/27/2016,25
3554,2949,4/1/2016,30
3555,2952,2/25/2016,17
3555,2952,2/25/2016,17
3556,2990,1/26/2016,35
3556,2990,1/26/2016,35
3557,3004,2/23/2016,23
3557,3004,2/23/2016,23
3557,3004,2/23/2016,23
3558,3003,2/10/2016,50
3558,3003,2/10/2016,50
3558,3003,2/10/2016,50
3559,3037,3/18/2016,20
3559,3037,3/18/2016,20
3560,3579,8/25/2015,20
3560,3579,9/3/2015,15
3561,2988,2/4/2016,20
3562,3016,2/29/2016,14
3563,2999,2/14/2016,25
3563,2999,2/14/2016,25
3564,3006,2/20/2016,10
3565,3007,2/5/2016,30
3565,3007,2/5/2016,30
3566,2973,2/15/2016,20
3567,2971,3/16/2016,15
3567,2971,3/16/2016,15
3568,3005,2/25/2016,30
3568,3005,2/25/2016,30
3569,2994,2/22/2016,25
3570,2974,1/28/2016,12
3570,2974,1/28/2016,12
3571,2980,1/22/2016,12
3571,2980,1/22/2016,12
3572,2993,2/10/2016,15
3572,2993,2/10/2016,15
3573,2979,2/5/2016,15
3573,2979,2/5/2016,15
3573,2979,2/5/2016,NULL
3574,3034,2/25/2016,25
3574,3034,2/25/2016,25
3575,2985,2/3/2016,18
3576,2997,2/10/2016,15
3576,2997,2/10/2016,15
3577,2991,2/27/2016,20
3578,3002,2/29/2016,15
3578,3002,2/29/2016,15
3579,3043,2/26/2016,20
3579,3043,2/26/2016,20
3579,3043,2/26/2016,20
3580,2972,2/5/2016,15
3580,2972,2/5/2016,15
3581,2970,2/10/2016,7
3581,2970,2/10/2016,7
3582,2989,1/8/2016,8
3582,2989,1/8/2016,8
3584,2975,3/13/2016,17
3584,2975,3/13/2016,17
3585,3012,1/25/2016,10
3585,3012,1/25/2016,10
3601,2992,3/3/2016,30
3601,2992,3/3/2016,30
3602,2995,2/20/2016,10
3602,2995,2/20/2016,10
3603,2976,2/26/2016,15
3604,2978,2/13/2016,20
3604,2978,2/13/2016,20
