ID_EVENTO,ID_LOTE,ID_FINCA,ID_PROD,LAT_LOTE,LONG_LOTE,FECHA_SIEMBRA,TIPO_SIEMBRA,NUM_SEMILLAS,SEM_TRATADAS,DIST_SURCOS,DIST_PLANTAS,TIPO_CULTIVO,COLOR_ENDOSPERMO,SEM_POR_SITIO,TIPO_DE_SEMILLA,HABITO_CRECIMIENTO,MATERIAL_GENETICO,OBJ_RDT,CULT_ANT,DRENAJE,FECHA_EMERGENCIA,POBLACION_20DIAS,FECHA_FLORACION,FECHA_COSECHA,METODO_COSECHA,RDT,PROD_COSECHADO,NOMBRE_LOTE,ORIGEN_SEMILLA,INOCULACION_SEMILLAS,NUEVA_INOCULACION_SEMILLAS,PRODUCTO_USADO,TIPO_MATERIAL,NUEVO_MATERIAL_GENETICO,OTRO_CULT_ANT,RESIEMBRA,CANTIDAD_TOTAL,HUMEDAD,ALMACENAMIENTO_FINCA,OBSERVACIONES_COSECHA,DEPARTAMENTO,MUNICIPIO,AREA
2896,2636,2521,2604,8.795027778,-75.71841667,4/28/2015,Manual,16,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,6500,Maiz,NO,5/2/2015,60000,6/27/2015,9/19/2015,Mecanizada,4200,Grano seco,PISTA 1,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,1,5460,20,SI,"VERENO FUERTE, PLANTAS AL PRINCIPIO DEL CRECIMIENTO Y DESARROLLO NO FUE MUY BUENO SE QUEDARON ALGUNAS BAJA EN ALTURA POR LO QUE TAMBIÉN PUDO AFECTAR A UN MAYOR RENDIMIENTO DEBIDO AL VIGOR DE LA PLANTA",CÓRDOBA,SAN CARLOS,1.3
2897,2637,2522,2607,8.796027778,-75.72622222,4/20/2015,Manual,16,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,5500,NULL,NO,4/26/2015,50000,6/23/2015,9/23/2015,Manual,4500,Grano seco,REYES ,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,HORTALIZAS,2,4500,22,NO,,CÓRDOBA,SAN CARLOS,2
2898,2638,2527,2607,8.8055,-75.73186111,4/20/2015,Manual,15,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,P3966 (Pioneer),6000,Maiz,SI,4/25/2015,60000,6/17/2015,9/4/2015,Manual,4500,Grano seco,GILBERTO,NULL,NULL,NULL,NULL,Hibrido,,NULL,1,4500,20,SI,,CÓRDOBA,SAN CARLOS,1
2899,2639,2523,2608,8.819916667,-75.72666667,4/20/2015,Manual,16,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,6000,Maiz,SI,4/27/2015,50000,6/21/2015,9/15/2015,Manual,4200,Grano seco,LA VIUDA,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,2,6300,18,SI,,CÓRDOBA,SAN CARLOS,1.5
2900,2640,2526,2608,8.8055,-75.71213889,4/23/2015,Mecanizado,22,NO,0.8,0.2,Maiz,Amarillo,2,N/A,N/A,DK7088,6000,Maiz,SI,4/29/2015,80000,6/18/2015,7/15/2015,Mecanizada,16000,Ensilaje,DONDE CONTRERA,NULL,NULL,NULL,NULL,Hibrido,,NULL,1,48000,NULL,NO,RENDIMIENTO BAJO PLANTAS MUY DELGADAS Y EN ALGUNOS SECTORES DEL LOTE QUEDARON SIN PLANTAS DEBIDO AL VERANO,CÓRDOBA,SAN CARLOS,3
2901,2641,2524,2609,8.819638889,-75.71361111,4/22/2015,Mecanizado,16,SI,0.8,0.2,Maiz,Amarillo,1,N/A,N/A,ADV 9339 (Syngenta),7000,Maiz,SI,4/28/2015,60000,6/18/2015,9/14/2015,Manual,4100,Grano seco,CABUYA,NULL,NULL,NULL,Fungicidas,Hibrido,,NULL,1,14350,20,SI,,CÓRDOBA,SAN CARLOS,3.5
2902,2642,2528,2605,8.765388889,-75.79755556,4/25/2015,Manual,16,NO,0.8,0.2,Maiz,Amarillo,1,N/A,N/A,ADV 9339 (Syngenta),5500,Maiz,SI,5/1/2015,60000,6/24/2015,9/24/2015,Manual,4200,Grano seco,LOTE 1,NULL,NULL,NULL,NULL,Hibrido,,NULL,1,5040,20,SI,,CÓRDOBA,SAN CARLOS,1.2
2909,2645,2530,2596,8.772527778,-75.76588889,5/18/2015,Manual,15,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,6000,Maiz,SI,5/23/2015,60000,7/16/2015,10/16/2015,Manual,4500,Grano seco,NARANJO,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,1,4500,20,SI,VERANO FUERTE,CÓRDOBA,SAN CARLOS,1
2914,2646,2531,2597,8.8131,-75.83429167,4/23/2015,Manual,16,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,6500,Maiz,NO,4/29/2015,60000,6/20/2015,9/22/2015,Manual,4300,Grano seco,LINDA 1,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,1,7310,22,SI,VERANO,CÓRDOBA,MONTERÍA,1.7
2915,2643,2532,2600,8.791591667,-75.78126667,5/18/2015,Manual,16,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,5500,Algodón,SI,5/23/2015,58000,7/18/2015,10/7/2015,Manual,4300,Grano seco,ARRIENDO,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,1,17200,20,SI,,CÓRDOBA,SAN CARLOS,3
2917,2644,2529,2605,8.753321353,-75.78672752,4/20/2015,Manual,16,SI,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,6000,Maiz,NO,4/25/2015,60000,6/16/2015,9/12/2015,Manual,4500,Grano seco,CRISTINA 1,NULL,NULL,NULL,Insecticidas,Hibrido,DK 234 VTPro,NULL,1,6750,20,SI,,CÓRDOBA,SAN CARLOS,1.5
2921,2660,2549,2601,8.810555556,-75.73305556,5/1/2015,Mecanizado,16,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,6500,Maiz,NO,5/6/2015,60000,6/29/2015,9/17/2015,Manual,4300,Grano seco,EL SOCORRO 1,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,1,13760,20,NO,,CÓRDOBA,SAN CARLOS,3.2
2923,2663,2548,2603,8.8110556,-75.72244444,4/24/2015,Manual,17,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,6000,Algodón,SI,4/30/2015,60000,6/20/2015,9/15/2015,Manual,4200,Grano seco,COROZA,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,1,8400,20,NO,"VERANO FUERTE",CÓRDOBA,SAN CARLOS,2
2924,2659,2550,2602,8.8079722,-75.74019444,5/23/2015,Manual,16,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,DK 234,6500,Maiz,NO,5/29/2015,60000,7/21/2015,10/13/2015,Manual,4000,Grano seco,MAIZ,NULL,NULL,NULL,NULL,Hibrido,,NULL,1,4000,20,SI,,CÓRDOBA,SAN CARLOS,1
2925,2664,2547,2610,8.84125,-75.74075,5/2/2015,Manual,15,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,P3966 (Pioneer),6000,Algodón,SI,5/8/2015,60000,6/27/2015,9/22/2015,Manual,4000,Grano seco,MAIZ,NULL,NULL,NULL,NULL,Hibrido,,NULL,1,4000,20,SI,,CÓRDOBA,SAN CARLOS,1
2926,2665,2546,2611,8.8096667,-75.74386111,4/24/2015,Manual,16,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,DK 234,6000,Maiz,NO,4/30/2015,60000,6/17/2015,9/17/2015,Manual,4000,Grano seco,PRESTAMO,NULL,NULL,NULL,NULL,Hibrido,,NULL,1,4800,20,NO,VERANO,CÓRDOBA,SAN CARLOS,1.2
2928,2666,2545,2611,8.8388056,-75.74105556,5/5/2015,Manual,20,NO,0.75,0.2,Maiz,Amarillo,2,N/A,N/A,DK7088,7000,Maiz,SI,5/11/2015,70000,7/3/2015,8/5/2015,Mecanizada,16000,Ensilaje,PRESTAMO 2,NULL,NULL,NULL,NULL,Hibrido,,NULL,1,16000,NULL,NO,,CÓRDOBA,SAN CARLOS,1
2935,2686,2561,2627,8.807666667,-75.72919444,5/2/2015,Manual,15,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,6500,Algodón,NO,5/8/2015,60000,6/30/2015,9/18/2015,Manual,4500,Grano seco,LA LUCHA,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,1,4500,20,SI,,CÓRDOBA,SAN CARLOS,1
2936,2687,2562,2628,8.823075,-75.72477778,4/23/2015,Manual,16,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,7000,Maiz,NO,4/29/2015,50000,6/20/2015,9/10/2015,Manual,4600,Grano seco,LOTE1,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,2,4600,22,SI,,CÓRDOBA,SAN CARLOS,1
2937,2688,2563,2629,8.8235,-75.72669444,5/23/2015,Manual,16,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,P3966 (Pioneer),6500,Algodón,NO,5/28/2015,60000,7/17/2015,10/9/2015,Manual,4500,Grano seco,TRANQUILIDAD 1,NULL,NULL,NULL,NULL,Hibrido,,NULL,1,4500,20,SI,"VERANO INTENSO",CÓRDOBA,SAN CARLOS,1
2938,2689,2564,2630,8.754472222,-75.80047222,4/25/2015,Mecanizado,16,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,6500,Algodón,NO,5/1/2015,55000,6/24/2015,9/16/2015,Manual,4600,Grano seco,LOTE 1,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,1,11500,20,SI,,CÓRDOBA,SAN CARLOS,2.5
2939,2690,2565,2631,8.802194444,-75.72835,5/4/2015,Manual,15,NO,0.8,0.2,Maiz,Blanco,2,N/A,N/A,Otro,6000,Maiz,NO,5/9/2015,60000,7/1/2015,9/24/2015,Manual,4500,Grano seco,MACHETICO,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,1,4500,20,NO,"OBTUVO ESTOS RENDIMIENTOS DEBIDO A LA EPOCA CRITICA DE SEQUIA, YA QUE AL MOMENTO DE LA SIEMBRA AUMENTO LA POBLACION PARA LLEVARLA A 1 HA",CÓRDOBA,SAN CARLOS,0.5
2940,2691,2566,2632,8.803694444,-75.72613889,4/28/2015,Manual,1,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,6500,Maiz,NO,5/4/2015,55000,6/27/2015,9/17/2015,Manual,4600,Grano seco,LOTE 1,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,1,7820,20,SI,,CÓRDOBA,SAN CARLOS,1.7
2941,2692,2567,2633,8.821444444,-75.75188889,5/8/2015,Manual,16,SI,0.8,0.2,Maiz,Blanco,1,N/A,N/A,P3966 (Pioneer),7000,Maiz,SI,5/14/2015,60000,7/6/2015,9/28/2015,Manual,4000,Grano seco,LA VICTORIA,NULL,NULL,NULL,Fungicidas,Hibrido,,NULL,1,4000,20,SI,,CÓRDOBA,SAN CARLOS,0.9
2942,2693,2568,2634,8.808666667,-75.7395,5/5/2015,Manual,16,SI,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,7000,Algodón,SI,5/11/2015,60000,7/3/2015,9/25/2015,Manual,4600,Grano seco,PASTRANA,NULL,NULL,NULL,Insecticidas,Hibrido,DK 234 VTPro,NULL,1,9660,22,SI,,CÓRDOBA,SAN CARLOS,2.1
2943,2694,2569,2635,8.743111111,-75.79738889,5/16/2015,Mecanizado,25,SI,0.8,0.2,Maiz,Amarillo,2,N/A,N/A,Maximo (Syngenta),7000,Maiz,NO,5/22/2015,100000,7/14/2015,8/10/2015,Mecanizada,17000,Ensilaje,CANAAN,NULL,NULL,NULL,Insecticidas,Hibrido,,NULL,2,51000,NULL,NO,,CÓRDOBA,SAN CARLOS,3
2944,2675,2580,2648,8.742694444,-75.84086111,5/17/2015,Manual,16,SI,0.8,0.2,Maiz,Amarillo,1,N/A,N/A,ADV 9339 (Syngenta),6500,Maiz,NO,5/23/2015,60000,7/16/2015,10/9/2015,Manual,4200,Grano seco,EL FLOR 1,NULL,NULL,NULL,Insecticidas,Hibrido,,NULL,1,6300,20,SI,,CÓRDOBA,MONTERÍA,1.5
2945,2685,2570,2636,8.790583333,-75.76430556,5/5/2015,Manual,16,NO,0.75,0.2,Maiz,Blanco,1,N/A,N/A,Otro,6500,Maiz,NO,5/11/2015,60000,7/2/2015,9/25/2015,Manual,4300,Grano seco,COROZAL1,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,1,4300,19,SI,,CÓRDOBA,SAN CARLOS,0.9
2946,2677,2578,2646,8.737,-75.84936111,5/7/2015,Manual,16,NO,0.75,0.2,Maiz,Blanco,1,N/A,N/A,P3966 (Pioneer),6500,Maiz,NO,5/13/2015,60000,6/29/2015,9/16/2015,Manual,4500,Grano seco,GLORIA 1,NULL,NULL,NULL,NULL,Hibrido,,NULL,1,4500,20,SI,,CÓRDOBA,MONTERÍA,1
2947,2676,2579,2647,8.736,-75.8515,5/16/2015,Manual,17,NO,0.7,0.2,Maiz,Amarillo,1,N/A,N/A,ADV 9339 (Syngenta),7000,Maiz,NO,5/22/2015,65000,7/12/2015,8/4/2015,Mecanizada,15000,Ensilaje,LOTE 1,NULL,NULL,NULL,NULL,Hibrido,,NULL,1,16500,NULL,NO,,CÓRDOBA,MONTERÍA,1.1
2948,2679,2576,2644,8.736194444,-75.81855556,5/17/2015,Manual,16,SI,0.8,0.2,Maiz,Amarillo,1,N/A,N/A,ADV 9339 (Syngenta),6500,Maiz,NO,5/23/2015,60000,7/15/2015,9/29/2015,Manual,4400,Grano seco,BELLA VISTA 1,NULL,NULL,NULL,Insecticidas,Hibrido,,NULL,1,4400,20,SI,,CÓRDOBA,MONTERÍA,1
2949,2678,2577,2645,8.763063889,-75.80983333,5/19/2015,Manual,16,SI,0.8,0.2,Maiz,Blanco,1,N/A,N/A,P4082 (Pioneer),6000,Maiz,NO,5/24/2015,62000,7/13/2015,10/8/2015,Manual,4600,Grano seco,LOTE 1,NULL,NULL,NULL,Fungicida+Insecticida,Hibrido,,NULL,0,4600,18,SI,,CÓRDOBA,SAN CARLOS,1
2950,2684,2571,2637,8.807166667,-75.74736111,5/6/2015,Manual,16,SI,0.8,0.2,Maiz,Blanco,1,N/A,N/A,P3966 (Pioneer),6500,Maiz,SI,5/12/2015,62000,7/2/2015,9/16/2015,Manual,4500,Grano seco,FLORIDA,NULL,NULL,NULL,Insecticidas,Hibrido,,NULL,0,14400,20,SI,,CÓRDOBA,SAN CARLOS,3.2
2951,2683,2572,2638,8.737611111,-75.8315,5/18/2015,Manual,18,NO,0.7,0.2,Maiz,Amarillo,1,N/A,N/A,Maximo (Syngenta),6500,Maiz,NO,5/25/2015,65000,7/17/2015,8/7/2015,Mecanizada,12000,Ensilaje,BELLA VISTA,NULL,NULL,NULL,NULL,Hibrido,,NULL,0,12000,NULL,NO,,CÓRDOBA,MONTERÍA,0.7
2952,2682,2573,2639,8.790916667,-75.76744722,5/19/2015,Manual,16,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,6500,Algodón,NO,5/25/2015,60000,7/15/2015,10/9/2015,Manual,4400,Grano seco,ROSITA,NULL,NULL,NULL,NULL,Hibrido,DK 234 VTPro,NULL,1,11000,20,SI,,CÓRDOBA,SAN CARLOS,2.5
2953,2681,2574,2640,8.789527778,-75.73305556,5/15/2015,Manual,15,SI,0.8,0.2,Maiz,Blanco,1,N/A,N/A,P3966 (Pioneer),6000,Algodón,SI,5/20/2015,60000,7/8/2015,10/10/2015,Manual,4500,Grano seco,LOTE 1,NULL,NULL,NULL,Insecticidas,Hibrido,,NULL,1,5400,18,SI,,CÓRDOBA,SAN CARLOS,1.2
2954,2680,2575,2641,8.798472222,-75.72036111,5/22/2015,Manual,16,SI,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,6500,Algodón,SI,5/27/2015,60000,7/17/2015,10/10/2015,Manual,4500,Grano seco,SANTA FE 1,NULL,NULL,NULL,Insecticidas,Hibrido,DK 234 VTPro,NULL,0,12150,20,SI,,CÓRDOBA,SAN CARLOS,2.7
3022,2744,2631,2696,9.052035714,-75.71288942,9/25/2015,Mecanizado,24,NO,0.8,0.18,Maiz,Blanco,1,N/A,N/A,Otro,8000,Maiz,SI,9/30/2015,60000,11/14/2015,2/20/2016,Mecanizada,5400,Grano seco,Santa Ines,NULL,NULL,NULL,NULL,OGM,3966 WH,NULL,NULL,64800,19,NO,,CÓRDOBA,CHIMÁ,12
3024,2746,2633,2701,9.087861111,-75.77963889,9/6/2015,Mecanizado,22,SI,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,7000,Maiz,NO,9/10/2015,63000,10/27/2015,1/15/2016,Mecanizada,5500,Grano seco,LA CABAÑA,NULL,NULL,NULL,Fungicida+Insecticida,OGM,,NULL,NULL,44000,17,NO,,CÓRDOBA,COTORRA,8
3037,2759,2646,2295,9.093833333,-75.77244444,9/20/2015,Manual,20,NO,0.8,0.5,Maiz,Amarillo,3,N/A,N/A,DK7088,6500,Maiz,NO,9/24/2015,55000,11/8/2015,NULL,NULL,NULL,NULL,DON VICTOR,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,NULL,NULL,NO,NULL,CÓRDOBA,COTORRA,3
3038,2760,2647,2295,9.095083333,-75.77372222,10/11/2015,Manual,21,NO,0.8,0.4,Maiz,Amarillo,3,N/A,N/A,PIONEER 30F35 HRR,6500,Maiz,NO,10/16/2015,60000,12/1/2015,NULL,NULL,NULL,NULL,AMADOR,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,NULL,NULL,NO,NULL,CÓRDOBA,COTORRA,5
3039,2761,2648,2701,9.089638889,-75.77180556,10/12/2015,Mecanizado,16,NO,0.8,0.18,Maiz,Amarillo,1,N/A,N/A,PIONEER 30F35 HRR,7000,Maiz,NO,10/16/2015,62000,12/1/2015,NULL,NULL,NULL,NULL,REMBE,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,NULL,NULL,NO,NULL,CÓRDOBA,COTORRA,10
3040,2762,2649,2711,9.085333333,-75.79108333,10/1/2015,Manual,20,NO,0.8,0.5,Maiz,Amarillo,3,N/A,N/A,DK7088,6000,Maiz,NO,10/5/2015,60000,11/22/2015,NULL,NULL,NULL,NULL,SANTA FE,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,NULL,NULL,NO,NULL,CÓRDOBA,COTORRA,1
3041,2763,2650,1901,9.088972222,-75.77222222,9/18/2015,Mecanizado,20,SI,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234,7000,Maiz,NO,9/23/2015,60000,11/10/2015,NULL,NULL,NULL,NULL,LA ISLA,NULL,NULL,NULL,Fungicida+Insecticida,OGM,,NULL,NULL,NULL,NULL,NO,NULL,CÓRDOBA,COTORRA,24
3042,2764,2651,2712,9.088333333,-75.79197222,9/20/2015,Manual,20,NO,0.8,0.18,Maiz,Blanco,1,N/A,N/A,DK 234,6500,Maiz,NO,9/24/2015,60000,11/8/2015,NULL,NULL,NULL,NULL,EL HIGUITO,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,NULL,NULL,NO,NULL,CÓRDOBA,COTORRA,1.5
3043,2765,2652,2712,9.088361111,-75.79116667,11/2/2015,Manual,18,NO,0.8,0.4,Maiz,Amarillo,3,N/A,N/A,DK7088,6500,Maiz,NO,11/6/2015,62000,12/20/2015,NULL,NULL,NULL,NULL,EL HUGUITO II,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,NULL,NULL,NO,NULL,CÓRDOBA,COTORRA,1
3044,2766,2653,2713,9.084722222,-75.79219444,9/5/2015,Mecanizado,20,NO,0.8,0.18,Maiz,Amarillo,1,N/A,N/A,PAC 105,6000,Maiz,NO,9/9/2015,60000,10/25/2015,1/8/2016,Manual,3000,Grano seco,VILLA JALAL,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,4500,18,NO,,CÓRDOBA,COTORRA,1.5
3045,2767,2654,2714,9.09075,-75.78677778,10/10/2015,Manual,20,NO,0.8,0.5,Maiz,Amarillo,3,N/A,N/A,ADV 9293 (Syngenta),6500,Maiz,NO,10/15/2015,55000,11/30/2015,NULL,NULL,NULL,NULL,LA RIVERA,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,NULL,NULL,NO,NULL,CÓRDOBA,COTORRA,2
3048,2770,2657,2032,9.091944444,-75.78177778,9/10/2015,Mecanizado,18,NO,0.8,0.18,Maiz,Amarillo,1,N/A,N/A,DK7088,7000,Maiz,NO,9/14/2015,60000,10/30/2015,1/15/2016,Mecanizada,5000,Grano seco,TIO PACHO,NULL,NULL,NULL,NULL,OGM,,NULL,NULL,15000,18,NO,,CÓRDOBA,COTORRA,3
3103,2818,2704,2766,8.877222222,-75.76638889,9/10/2015,Manual,14,NO,0.8,0.2,Maiz,Blanco,2,N/A,N/A,Otro,5600,Maiz,NO,9/16/2015,56000,11/4/2015,1/26/2016,Manual,4200,Grano seco,El reposo,NULL,NULL,NULL,NULL,Hibrido,P 4082,NULL,0,4200,16,NO,,CÓRDOBA,CERETÉ,1
3106,2827,2705,2767,8.889444444,-75.71638889,9/12/2015,Manual,15,NO,0.8,0.4,Maiz,Amarillo,4,N/A,N/A,CORPOICA V 114,5000,Maiz,NO,9/15/2015,58000,11/4/2015,1/20/2016,Manual,2500,Grano seco,EL PARAISO,NULL,NULL,NULL,NULL,Variedad,,NULL,NULL,2500,17,NO,DEFICIENCIA DE AGUA NO FAVORECIÓ EL LLENADO DE MAZORCA,CÓRDOBA,CIÉNAGA DE ORO,1
3107,2828,2706,2768,8.876944444,-75.70638889,10/15/2015,Mecanizado,175,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,DK 234 YGRR,6300,Maiz,SI,10/20/2015,60000,12/5/2015,1/16/2016,Mecanizada,24000,Ensilaje,EL BUFALO,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,72000,NULL,NO,"SE COSECHO EN SILO POR BAJA EN LA POBLACIÓN FINAL, DÉFICIT DE AGUA, MAL LLENADO DE GRANO EN LA MAZORCA",CÓRDOBA,CIÉNAGA DE ORO,3
3108,2830,2707,2770,8.903611111,-75.7075,10/1/2015,Mecanizado,17,NO,0.8,0.2,Maiz,Blanco,1,N/A,N/A,Otro,5500,Maiz,SI,10/17/2015,58500,11/24/2015,12/26/2015,Mecanizada,26000,Ensilaje,La Herradura,NULL,NULL,NULL,NULL,Hibrido,PIONER 4082 HRR,NULL,NULL,104000,NULL,NO,,CÓRDOBA,CIÉNAGA DE ORO,4
3122,2841,2716,2779,8.876944444,-75.7125,9/14/2015,Manual,16,NO,0.8,0.4,Maiz,Amarillo,4,N/A,N/A,PIONEER 30F35 HRR,6000,Maiz,NO,9/20/2015,60000,11/10/2015,1/27/2016,Manual,3800,Grano seco,el corral,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,7600,19,NO,afectación por condiciones climáticas déficit de lluvia,CÓRDOBA,CIÉNAGA DE ORO,2
3123,2829,2708,2769,8.903888889,-75.70916667,9/15/2015,Manual,15,NO,0.8,0.4,Maiz,Amarillo,4,N/A,N/A,PIONEER 30F35 HRR,5000,Maiz,NO,9/21/2015,56000,11/4/2015,1/28/2016,Manual,3200,Grano seco,Los cocos,NULL,NULL,NULL,NULL,Hibrido,,NULL,0,3200,19,NO,,CÓRDOBA,CIÉNAGA DE ORO,1
3124,2842,2717,2780,8.940555556,-75.69138889,9/7/2015,Mecanizado,18,NO,0.8,0.2,Maiz,Amarillo,1,N/A,N/A,PIONEER 30F35 HRR,6500,Maiz,NO,9/12/2015,62500,10/29/2015,1/16/2016,Mecanizada,3800,Grano seco,BERASTEGUI,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,19000,18,NO,,CÓRDOBA,CIÉNAGA DE ORO,5
3125,2843,2718,2781,8.938888889,-75.70611111,9/20/2015,Manual,17.5,SI,0.8,0.2,Maiz,Blanco,2,N/A,N/A,DK 234 YGRR,6000,Maiz,NO,9/25/2015,60000,11/12/2015,1/29/2016,Manual,3500,Grano seco,EL TOTUMO,NULL,NULL,NULL,Insecticidas,Hibrido,,NULL,NULL,7000,18,NO,,CÓRDOBA,CIÉNAGA DE ORO,2
3130,2849,2724,2791,9.228055556,-75.58861111,10/5/2015,Mecanizado,22,SI,0.8,0.14,Maiz,Amarillo,1,N/A,N/A,PIONEER 30F35 HRR,NULL,Maiz,SI,10/10/2015,85000,11/25/2015,12/23/2015,Mecanizada,27500,Ensilaje,El Premio,NULL,NULL,NULL,Insecticidas,OGM,,NULL,NULL,275000,NULL,NO,,CÓRDOBA,CHIMÁ,10
3134,2851,2725,2792,8.897777778,-75.72138889,8/29/2015,Manual,14,NO,0.8,0.4,Maiz,Amarillo,3,N/A,N/A,ICA V 109,5800,Maiz,NO,9/4/2015,56000,10/18/2015,11/30/2015,Mecanizada,15000,Ensilaje,LA ZORRA,NULL,NULL,NULL,NULL,Variedad,,NULL,NULL,15000,NULL,NO,,CÓRDOBA,CIÉNAGA DE ORO,1
3135,2853,2727,2793,8.800833333,-75.77027778,9/18/2015,Manual,17,NO,0.8,0.4,Maiz,Amarillo,3,N/A,N/A,PIONEER 30F35 HRR,6000,Maiz,NO,NULL,NULL,NULL,1/25/2016,Manual,4000,Grano seco,LA BOQUILLA,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,8000,18,NO,AFECTACIÓN POR DÉFICIT DE AGUA,CÓRDOBA,SAN CARLOS,2
3136,2854,2728,2791,9.232014141,-75.59121294,10/5/2015,Mecanizado,24,SI,0.8,0.14,Maiz,Amarillo,1,N/A,N/A,PIONEER 30F35,NULL,Maiz,SI,10/10/2015,80000,11/25/2015,12/23/2015,Mecanizada,27500,Ensilaje,El Premio 2,NULL,NULL,NULL,Insecticidas,Hibrido,,NULL,NULL,27500,NULL,NO,,CÓRDOBA,CHIMÁ,1
3145,2863,2737,2802,9.086388913,-75.47948813,9/17/2015,Manual,18,NO,1,0.7,Maiz,Amarillo,3,N/A,N/A,Sinko (Syngenta),4000,Maiz,NO,9/22/2015,42000,11/7/2015,2/2/2016,Manual,2000,Grano seco,Palmital,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,2000,19,NO,El verano afecto la producción y ademas que entre cada sitio se sembró Ñame.,CÓRDOBA,CHINÚ,1
3146,2864,2738,2803,9.085076,-75.479544,9/19/2015,Manual,19,NO,1,0.7,Maiz,Amarillo,3,N/A,N/A,Sinko (Syngenta),4000,Maiz,NO,9/24/2015,42000,11/8/2015,2/5/2016,Manual,2000,Grano seco,Palmital 2,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,2000,19,NO,El verano en la zona,CÓRDOBA,CHINÚ,1
3147,2865,2739,2804,9.086161,-75.480413,9/16/2015,Manual,19,NO,1,0.7,Maiz,Amarillo,3,N/A,N/A,Sinko (Syngenta),4000,Maiz,NO,9/21/2015,42000,11/4/2015,1/27/2016,Manual,2100,Grano seco,Palmital 4,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,2100,20,NO,Bajo rendimiento debido al verano presentado en la zona,CÓRDOBA,CHINÚ,1
3148,2866,2740,2805,9.084705,-75.479817,9/20/2015,Manual,18,NO,1,0.7,Maiz,Amarillo,3,N/A,N/A,Sinko (Syngenta),4000,Maiz,NO,9/25/2015,42000,11/10/2015,2/5/2016,Manual,2200,Grano seco,Palmital 3,NULL,NULL,NULL,NULL,Hibrido,,NULL,NULL,2200,20,NO,"El verano afecto la producción, ademas se sembró ñame entre cada sitio",CÓRDOBA,CHINÚ,1
