ID_EVENTO,ID_PROD,FECHA_FERT,ID_FER_QUI,TIPO_FERTILIZACION,CANTIDAD_PROD_FERTI,PROD_QUI,PROD_ORG,PROD_ENM,N,P,K
2271,2140,5/17/2015,3978,Quimica,100,nutrimon,,,15,15,15
2470,2346,6/28/2015,4420,Quimica,150,nutrimon,,,15,15,15
2471,2346,6/28/2015,4422,Quimica,150,nutrimon,,,15,15,15
2577,2403,6/28/2015,4639,Quimica,250,nutrimon,,,15,15,15
2304,1725,4/25/2015,4090,Quimica,200,NUTRIMON-MAICERO,,,25,4,24
3361,3075,3/11/2016,6772,Quimica,450,NUTRIQUIMIA,,,12,24,12
766,728,6/29/2014,955,Quimica,2,NUTRISIM FOLIA,,,NA,NA,NA
1879,1535,11/08/2014,3136,Quimica,150,Olafito,,,NA,20,NA
2561,2400,5/08/2015,4966,Quimica,150,Olafito,,,NA,20,NA
3415,3437,4/20/2016,6871,Quimica,50,Oxicalsil,,,NA,NA,NA
608,534,9/18/2013,600,Quimica,140,PALMERO,,,NA,NA,NA
610,534,10/01/2013,609,Quimica,140,PALMERO,,,23,11,2
956,156,9/09/2014,1273,Quimica,150,Palmero,,,13,6,26
1021,156,9/09/2014,1377,Quimica,150,Palmero,,,13,6,26
2304,1725,4/11/2015,4089,Quimica,150,PALMERO ABOCOL,,,13,5,27
1701,971,3/17/2013,2672,Quimica,150,PATENT KALI,,,0,30,10
1701,971,3/27/2013,2673,Quimica,150,PATENT KALI,,,0,30,10
3130,2791,10/05/2015,6287,Quimica,50,PATENT KALI,,,0,30,10
3136,2791,10/05/2015,6288,Quimica,50,PATENT KALI,,,0,30,10
765,727,4/10/2014,949,Quimica,100,PATENT KALI,,,0,30,10
2466,2354,6/08/2015,4410,Quimica,50,PATENT KALI,,,0,30,10
1241,1099,9/13/2014,1700,Quimica,250,PLATANERO,,,11,5,27
1242,1068,10/27/2014,1708,Quimica,150,PLATANERO,,,11,5,27
3411,3436,3/28/2016,6864,Quimica,100,Primer Estado,,,15,20,15
3411,3436,4/19/2016,6866,Quimica,150,Primer Estado,,,15,20,15
3650,3603,3/31/2016,7468,Quimica,100,Primer Estado,,,15,20,15
3416,3438,4/02/2016,6873,Quimica,100,Primer-Estado,,,15,20,15
3416,3438,4/27/2016,6874,Quimica,100,Primer-Estado,,,15,20,15
3420,3441,4/23/2016,6885,Quimica,200,Primer-Estado,,,15,20,15
3422,3443,4/07/2016,6890,Quimica,100,Primer-Estado,,,15,20,15
3424,3445,3/28/2016,6896,Quimica,100,Primer-Estado,,,15,20,15
3424,3445,3/15/2016,6897,Quimica,200,Primer-Estado,,,15,20,15
3426,3447,5/30/2016,6902,Quimica,100,Primer-Estado,,,15,20,15
3428,3455,3/28/2016,6908,Quimica,100,Primer-Estado,,,15,20,15
3428,3455,4/18/2016,6909,Quimica,200,Primer-Estado,,,15,20,15
3431,3456,3/28/2016,6914,Quimica,100,Primer-Estado,,,15,20,15
3434,3459,4/05/2016,6923,Quimica,100,Primer-Estado,,,15,20,15
3485,3496,4/02/2016,7066,Quimica,100,Primer-Estado,,,15,20,15
1670,526,10/19/2013,2560,Quimica,50,PRODUCCION,,,17,6,18
2849,2563,3/23/2016,6433,Quimica,15,78,Prueba,,,1,15,8,33
2906,2617,3/15/2016,6431,Quimica,3,8,Prueba,,,10,5,4,NA
2911,2619,2/04/2016,6273,Quimica,5,Prueba,,,16,16,16
27,43,3/14/2013,289,Quimica,300,Rafos,,,12,24,12
393,49,4/22/2013,285,Quimica,313,Rafos,,,12,24,12
394,37,2/04/2013,295,Quimica,300,Rafos,,,12,24,12
562,532,8/17/2013,554,Quimica,250,Rafos,,,12,24,12
608,534,8/18/2013,599,Quimica,220,Rafos,,,12,24,12
609,533,1/23/2014,604,Quimica,255,Rafos,,,12,24,12
609,533,2/03/2014,606,Quimica,258,Rafos,,,12,24,12
610,534,9/02/2013,607,Quimica,220,Rafos,,,12,24,12
615,539,10/14/2013,622,Quimica,100,Rafos,,,12,24,12
616,540,9/11/2013,625,Quimica,450,Rafos,,,12,24,12
616,540,11/11/2013,626,Quimica,450,Rafos,,,12,24,12
622,449,9/06/2013,645,Quimica,187,Rafos,,,12,24,12
623,454,9/04/2013,648,Quimica,125,Rafos,,,12,24,12
626,450,8/16/2013,656,Quimica,200,Rafos,,,12,24,12
631,547,8/19/2013,672,Quimica,200,Rafos,,,12,24,12
635,552,8/10/2013,684,Quimica,250,Rafos,,,12,24,12
719,692,2/28/2014,848,Quimica,625,Rafos,,,12,24,12
719,692,4/22/2014,849,Quimica,500,Rafos,,,12,24,12
723,673,3/24/2014,866,Quimica,100,Rafos,,,12,24,12
724,672,3/17/2014,868,Quimica,100,Rafos,,,12,24,12
724,672,3/31/2014,869,Quimica,100,Rafos,,,12,24,12
725,673,4/01/2014,870,Quimica,100,Rafos,,,12,24,12
725,673,4/15/2014,871,Quimica,100,Rafos,,,12,24,12
726,672,4/01/2014,875,Quimica,100,Rafos,,,12,24,12
726,672,4/16/2014,876,Quimica,100,Rafos,,,12,24,12
727,672,3/17/2014,877,Quimica,100,Rafos,,,12,24,12
727,672,4/07/2014,878,Quimica,100,Rafos,,,12,24,12
729,696,4/07/2014,883,Quimica,225,Rafos,,,12,24,12
730,631,3/20/2014,886,Quimica,150,Rafos,,,12,24,12
732,628,3/16/2014,895,Quimica,300,Rafos,,,12,24,12
735,627,3/16/2014,903,Quimica,150,Rafos,,,12,24,12
736,625,3/29/2014,909,Quimica,100,Rafos,,,12,24,12
744,591,4/05/2014,932,Quimica,200,Rafos,,,12,24,12
774,738,2/28/2014,981,Quimica,200,Rafos,,,12,24,12
777,741,2/16/2014,993,Quimica,300,Rafos,,,12,24,12
778,742,3/09/2014,997,Quimica,250,Rafos,,,12,24,12
800,758,2/15/2014,1036,Quimica,300,Rafos,,,12,24,12
802,759,7/25/2013,2954,Quimica,200,Rafos,,,12,24,12
837,848,3/12/2014,1135,Quimica,300,Rafos,,,12,24,12
854,868,5/10/2014,1159,Quimica,250,Rafos,,,12,24,12
871,870,2/18/2014,1183,Quimica,250,Rafos,,,12,24,12
885,448,9/09/2013,1212,Quimica,200,Rafos,,,12,24,12
891,877,3/05/2014,1229,Quimica,250,Rafos,,,12,24,12
1118,1069,3/31/2014,1653,Quimica,250,Rafos,,,12,24,12
1186,1107,10/19/2014,1604,Quimica,200,Rafos,,,12,24,12
1214,1073,3/05/2014,1659,Quimica,150,Rafos,,,12,24,12
1216,1074,2/28/2014,1662,Quimica,150,Rafos,,,12,24,12
1218,1075,2/28/2014,1670,Quimica,80,Rafos,,,12,24,12
1220,1076,4/25/2014,1672,Quimica,150,Rafos,,,12,24,12
1241,1099,8/20/2014,1699,Quimica,150,Rafos,,,12,24,12
1666,523,9/20/2013,2515,Quimica,150,Rafos,,,12,24,12
1671,521,10/19/2013,2544,Quimica,100,Rafos,,,12,24,12
1673,508,10/14/2013,2553,Quimica,150,Rafos,,,12,24,12
1673,508,11/08/2013,2556,Quimica,50,Rafos,,,12,24,12
1680,209,4/03/2013,2589,Quimica,200,Rafos,,,12,24,12
1702,972,3/27/2013,2675,Quimica,150,Rafos,,,12,24,12
1724,826,4/23/2014,2729,Quimica,300,Rafos,,,12,24,12
1727,760,5/17/2014,2733,Quimica,300,Rafos,,,12,24,12
1727,760,6/16/2014,2734,Quimica,300,Rafos,,,12,24,12
1728,844,3/15/2014,2736,Quimica,300,Rafos,,,12,24,12
1736,819,4/15/2014,2773,Quimica,300,Rafos,,,12,24,12
1755,1489,4/15/2014,2835,Quimica,100,Rafos,,,12,24,12
1756,726,4/19/2014,2837,Quimica,150,Rafos,,,12,24,12
1758,1482,5/05/2014,2839,Quimica,100,Rafos,,,12,24,12
1759,1488,4/20/2014,2841,Quimica,150,Rafos,,,12,24,12
1776,1501,9/20/2014,2865,Quimica,250,Rafos,,,12,24,12
1777,1502,12/10/2014,2868,Quimica,250,Rafos,,,12,24,12
1779,1501,9/11/2014,2878,Quimica,250,Rafos,,,12,24,12
1780,1505,8/25/2014,2881,Quimica,250,Rafos,,,12,24,12
1782,1507,10/07/2014,2887,Quimica,250,Rafos,,,12,24,12
1782,1507,10/27/2014,2888,Quimica,200,Rafos,,,12,24,12
1784,1506,11/19/2014,2892,Quimica,200,Rafos,,,12,24,12
1786,1511,9/19/2014,2900,Quimica,125,Rafos,,,12,24,12
1787,44,9/24/2014,2902,Quimica,200,Rafos,,,12,24,12
1788,1512,10/15/2014,2905,Quimica,80,Rafos,,,12,24,12
1790,1514,10/02/2014,2909,Quimica,200,Rafos,,,12,24,12
1793,1515,10/20/2014,2918,Quimica,200,Rafos,,,12,24,12
1794,1516,9/17/2014,2921,Quimica,400,Rafos,,,12,24,12
1801,1524,9/26/2014,2934,Quimica,300,Rafos,,,12,24,12
1802,1526,11/20/2014,2937,Quimica,200,Rafos,,,12,24,12
1802,1526,12/10/2014,2939,Quimica,250,Rafos,,,12,24,12
1803,44,3/17/2014,2941,Quimica,200,Rafos,,,12,24,12
1804,53,5/09/2014,2944,Quimica,250,Rafos,,,12,24,12
1826,1553,4/09/2014,3023,Quimica,300,Rafos,,,12,24,12
1827,1554,3/29/2014,3021,Quimica,300,Rafos,,,12,24,12
1830,1557,4/09/2014,3033,Quimica,300,Rafos,,,12,24,12
1833,1560,4/10/2014,3040,Quimica,350,Rafos,,,12,24,12
1837,1564,3/15/2014,3049,Quimica,300,Rafos,,,12,24,12
1841,1568,3/21/2014,3058,Quimica,250,Rafos,,,12,24,12
1843,1570,4/02/2014,3063,Quimica,300,Rafos,,,12,24,12
1867,1685,2/24/2015,3221,Quimica,300,Rafos,,,12,24,12
1868,1687,2/13/2015,3421,Quimica,250,Rafos,,,12,24,12
1870,1691,3/15/2015,3172,Quimica,350,Rafos,,,12,24,12
1871,1692,3/24/2015,3215,Quimica,300,Rafos,,,12,24,12
1872,1693,3/10/2015,3227,Quimica,300,Rafos,,,12,24,12
1873,1694,2/11/2015,3156,Quimica,300,Rafos,,,12,24,12
2023,1902,7/05/2015,3475,Quimica,50,Rafos,,,12,24,12
2138,1985,5/06/2015,5411,Quimica,80,Rafos,,,12,24,12
2147,2038,4/17/2015,3720,Quimica,150,Rafos,,,12,24,12
2663,2434,5/17/2015,4992,Quimica,100,Rafos,,,12,24,12
2666,2434,5/17/2015,5000,Quimica,100,Rafos,,,12,24,12
2668,2434,5/15/2015,5003,Quimica,100,Rafos,,,12,24,12
2675,2440,5/18/2015,5014,Quimica,50,Rafos,,,12,24,12
2774,2490,5/18/2015,5439,Quimica,100,Rafos,,,12,24,12
2775,2490,5/19/2015,5442,Quimica,100,Rafos,,,12,24,12
2778,2491,3/20/2015,5473,Quimica,150,Rafos,,,12,24,12
2877,41,9/08/2015,6038,Quimica,312,Rafos,,,12,24,12
2878,549,9/17/2015,6041,Quimica,234,Rafos,,,12,24,12
2880,2593,11/09/2015,6462,Quimica,200,Rafos,,,12,24,12
2881,2594,9/22/2015,6030,Quimica,312,Rafos,,,12,24,12
2883,2595,9/05/2015,6195,Quimica,312,Rafos,,,12,24,12
2884,759,9/17/2015,6094,Quimica,200,Rafos,,,12,24,12
2885,447,10/03/2015,6052,Quimica,312,Rafos,,,12,24,12
2911,2619,12/01/2015,5789,Quimica,250,Rafos,,,12,24,12
2913,2620,8/01/2015,5792,Quimica,200,Rafos,,,12,24,12
2933,2489,4/10/2015,5841,Quimica,200,Rafos,,,12,24,12
3027,2707,9/18/2015,6136,Quimica,200,Rafos,,,12,24,12
3029,2702,9/10/2015,6128,Quimica,250,Rafos,,,12,24,12
3032,2703,8/18/2015,6153,Quimica,300,Rafos,,,12,24,12
3033,2692,9/06/2015,6148,Quimica,200,Rafos,,,12,24,12
3036,2710,9/04/2015,6072,Quimica,312,Rafos,,,12,24,12
3049,2721,9/08/2015,6082,Quimica,312,Rafos,,,12,24,12
3071,453,9/18/2015,6183,Quimica,312,Rafos,,,12,24,12
3075,156,4/02/2015,6194,Quimica,100,Rafos,,,12,24,12
3167,2836,10/15/2015,6383,Quimica,50,Rafos,,,12,24,12
3168,2836,10/15/2015,6386,Quimica,50,Rafos,,,12,24,12
3227,2861,10/27/2015,6516,Quimica,100,Rafos,,,12,24,12
3244,2872,10/03/2015,6550,Quimica,100,Rafos,,,12,24,12
3245,2872,10/03/2015,6552,Quimica,100,Rafos,,,12,24,12
3351,2982,4/08/2016,6746,Quimica,200,Rafos,,,12,24,12
3358,3072,2/18/2016,6763,Quimica,312,Rafos,,,12,24,12
3364,3078,2/29/2016,6781,Quimica,350,Rafos,,,12,24,12
3366,3085,2/26/2016,6785,Quimica,115,Rafos,,,12,24,12
3369,3088,5/30/2016,6794,Quimica,200,Rafos,,,12,24,12
3370,3095,3/05/2016,6795,Quimica,156,Rafos,,,12,24,12
3372,3097,4/28/2016,6799,Quimica,270,Rafos,,,12,24,12
3373,3098,3/19/2016,6801,Quimica,375,Rafos,,,12,24,12
3374,3099,3/14/2016,6804,Quimica,312,Rafos,,,12,24,12
3418,3440,4/03/2016,6879,Quimica,100,Rafos,,,12,24,12
3419,3123,4/25/2016,6881,Quimica,300,Rafos,,,12,24,12
3420,3441,4/02/2016,6884,Quimica,100,Rafos,,,12,24,12
3433,3458,4/04/2016,6920,Quimica,100,Rafos,,,12,24,12
3436,3420,2/01/2016,6953,Quimica,50,Rafos,,,12,24,12
3437,3461,3/29/2016,6935,Quimica,100,Rafos,,,12,24,12
3439,3464,3/30/2016,6941,Quimica,100,Rafos,,,12,24,12
3440,3465,3/28/2016,6944,Quimica,100,Rafos,,,12,24,12
3448,3132,4/25/2016,6991,Quimica,300,Rafos,,,12,24,12
3450,3136,4/14/2016,6999,Quimica,300,Rafos,,,12,24,12
3451,3133,1/15/2016,7001,Quimica,200,Rafos,,,12,24,12
3453,3419,3/18/2016,7006,Quimica,50,Rafos,,,12,24,12
3453,3419,3/27/2016,7011,Quimica,50,Rafos,,,12,24,12
3453,3419,4/08/2016,7012,Quimica,50,Rafos,,,12,24,12
3456,3134,4/18/2016,7020,Quimica,300,Rafos,,,12,24,12
3462,3479,3/28/2016,7034,Quimica,100,Rafos,,,12,24,12
3464,3481,9/05/2015,7040,Quimica,150,Rafos,,,12,24,12
3468,388,9/08/2015,7051,Quimica,200,Rafos,,,12,24,12
3486,3497,3/31/2016,7069,Quimica,100,Rafos,,,12,24,12
3490,3501,3/29/2016,7081,Quimica,100,Rafos,,,12,24,12
3497,3124,3/10/2016,7084,Quimica,300,Rafos,,,12,24,12
3498,355,8/16/2015,7086,Quimica,150,Rafos,,,12,24,12
3502,3129,3/21/2016,7093,Quimica,300,Rafos,,,12,24,12
3512,3119,4/13/2016,7098,Quimica,300,Rafos,,,12,24,12
3512,3119,5/03/2016,7099,Quimica,100,Rafos,,,12,24,12
3514,2975,3/27/2016,7105,Quimica,200,Rafos,,,12,24,12
3525,3122,3/20/2016,7145,Quimica,300,Rafos,,,12,24,12
3526,3121,5/15/2016,7148,Quimica,200,Rafos,,,12,24,12
3529,2951,2/15/2016,7156,Quimica,225,Rafos,,,12,24,12
3537,3039,3/27/2016,7183,Quimica,175,Rafos,,,12,24,12
3538,3041,1/15/2016,7187,Quimica,175,Rafos,,,12,24,12
3539,2975,3/29/2016,7191,Quimica,200,Rafos,,,12,24,12
3541,3039,3/26/2016,7197,Quimica,175,Rafos,,,12,24,12
3547,3016,3/03/2016,7219,Quimica,150,Rafos,,,12,24,12
3549,3035,3/10/2016,7224,Quimica,300,Rafos,,,12,24,12
3562,3016,3/05/2016,7269,Quimica,150,Rafos,,,12,24,12
3571,2980,2/10/2016,7299,Quimica,100,Rafos,,,12,24,12
3574,3034,2/28/2016,7308,Quimica,200,Rafos,,,12,24,12
3578,3002,3/09/2016,7322,Quimica,100,Rafos,,,12,24,12
3584,2975,3/26/2016,7342,Quimica,200,Rafos,,,12,24,12
3599,3581,4/01/2016,7349,Quimica,200,Rafos,,,12,24,12
3618,3597,3/29/2016,7415,Quimica,100,Rafos,,,12,24,12
3641,2968,2/28/2016,7445,Quimica,150,Rafos,,,12,24,12
3643,3600,4/04/2016,7452,Quimica,100,Rafos,,,12,24,12
3646,2948,3/16/2016,7459,Quimica,250,Rafos,,,12,24,12
3647,3602,3/28/2016,7462,Quimica,100,Rafos,,,12,24,12
3648,3032,3/10/2016,7465,Quimica,300,Rafos,,,12,24,12
3649,3155,4/11/2016,7467,Quimica,300,Rafos,,,12,24,12
3649,3155,4/29/2016,7469,Quimica,150,Rafos,,,12,24,12
3651,2947,4/04/2016,7472,Quimica,150,Rafos,,,12,24,12
3652,3041,3/27/2016,7473,Quimica,175,Rafos,,,12,24,12
3653,3604,3/30/2016,7479,Quimica,100,Rafos,,,12,24,12
3656,2996,2/10/2016,7490,Quimica,150,Rafos,,,12,24,12
3660,2957,3/03/2016,7502,Quimica,200,Rafos,,,12,24,12
3661,2959,3/03/2016,7506,Quimica,200,Rafos,,,12,24,12
3665,3610,4/01/2016,7523,Quimica,100,Rafos,,,12,24,12
3668,3612,3/28/2016,7529,Quimica,100,Rafos,,,12,24,12
3671,3615,3/28/2016,7538,Quimica,100,Rafos,,,12,24,12
3673,3617,4/04/2016,7544,Quimica,100,Rafos,,,12,24,12
3675,3619,3/30/2016,7549,Quimica,100,Rafos,,,12,24,12
3683,3643,3/28/2016,7567,Quimica,100,Rafos,,,12,24,12
3685,3645,4/02/2016,7573,Quimica,100,Rafos,,,12,24,12
3687,3651,4/02/2016,7579,Quimica,100,Rafos,,,12,24,12
3721,3764,4/04/2016,7644,Quimica,100,Rafos,,,12,24,12
3738,3794,4/01/2016,7684,Quimica,100,Rafos,,,12,24,12
3754,3799,3/30/2016,7727,Quimica,100,Rafos,,,12,24,12
3763,3804,3/31/2016,7751,Quimica,100,Rafos,,,12,24,12
3789,3831,3/19/2016,7809,Quimica,100,Rafos,,,12,24,12
3801,3462,3/28/2016,7836,Quimica,100,Rafos,,,12,24,12
3822,3863,3/28/2016,7882,Quimica,100,Rafos,,,12,24,12
3881,4406,7/10/2016,7994,Quimica,50,Rafos,,,12,24,12
3968,3465,3/30/2016,8148,Quimica,100,Rafos,,,12,24,12
3982,4512,3/20/2016,8184,Quimica,250,Rafos,,,12,24,12
4305,4630,2/16/2016,8314,Quimica,150,Rafos,,,12,24,12
4312,4674,4/22/2016,8344,Quimica,200,Rafos,,,12,24,12
4312,4674,5/07/2016,8348,Quimica,1,Rafos,,,12,24,12
4339,4602,4/24/2016,8426,Quimica,250,Rafos,,,12,24,12
4398,3419,4/12/2016,8752,Quimica,50,Rafos,,,12,24,12
4518,4602,3/24/2016,9077,Quimica,250,Rafos,,,12,24,12
4629,4720,6/15/2016,9346,Quimica,100,Rafos,,,12,24,12
4629,4720,6/27/2016,9347,Quimica,50,Rafos,,,12,24,12
4677,4673,4/01/2016,9532,Quimica,250,Rafos,,,12,24,12
4680,4673,3/15/2016,9538,Quimica,250,Rafos,,,12,24,12
4684,4681,5/12/2016,9549,Quimica,100,Rafos,,,12,24,12
4687,4662,3/05/2016,9553,Quimica,250,Rafos,,,12,24,12
4688,4665,3/31/2016,9556,Quimica,250,Rafos,,,12,24,12
4707,4663,3/31/2016,9574,Quimica,250,Rafos,,,12,24,12
4708,4645,3/31/2016,9576,Quimica,250,Rafos,,,12,24,12
4710,4663,4/14/2016,9582,Quimica,250,Rafos,,,12,24,12
4713,4647,2/27/2016,9591,Quimica,250,Rafos,,,12,24,12
4714,4667,3/25/2016,9594,Quimica,250,Rafos,,,12,24,12
4715,4643,4/03/2016,9599,Quimica,250,Rafos,,,12,24,12
4716,4646,2/27/2016,9653,Quimica,250,Rafos,,,12,24,12
4718,4665,3/01/2016,9712,Quimica,250,Rafos,,,12,24,12
4720,4663,3/02/2016,9727,Quimica,250,Rafos,,,12,24,12
4739,4870,3/31/2016,10377,Quimica,150,Rafos,,,12,24,12
303,35,3/03/2013,168,Quimica,300,Remital,,,17,6,18
1031,988,4/25/2014,1404,Quimica,150,Remital,,,17,6,18
1762,234,4/20/2014,2847,Quimica,150,Remital,,,17,6,18
1829,1556,4/10/2014,3030,Quimica,300,Remital,,,17,6,18
1842,1569,3/27/2014,3061,Quimica,300,Remital,,,17,6,18
2859,2563,2/03/2016,6269,Quimica,60,Remital,,,17,6,18
2135,1988,5/21/2015,3648,Quimica,25,ROBUSTO,,,0,0,6,5
2212,2056,7/06/2015,3794,Quimica,0,5,ROBUSTO,,,0,0,6,5
2271,2140,6/26/2015,3980,Quimica,0,5,ROBUSTO,,,0,0,6,5
2271,2140,7/04/2015,3981,Quimica,0,5,ROBUSTO,,,0,0,6,5
2391,2289,6/04/2015,4270,Quimica,50,ROBUSTO,,,0,0,6,5
2391,2289,6/09/2015,4272,Quimica,0,5,ROBUSTO,,,0,0,6,5
2392,2290,6/17/2015,4275,Quimica,0,5,ROBUSTO,,,0,0,6,5
2466,2354,6/08/2015,4410,Quimica,50,ROBUSTO,,,0,0,6,5
3130,2791,10/05/2015,6287,Quimica,50,ROBUSTO,,,0,0,6,5
3136,2791,10/05/2015,6288,Quimica,50,ROBUSTO,,,0,0,6,5
3516,3036,2/25/2016,7116,Quimica,20,ROBUSTO,,,0,0,6,5
3536,3036,3/25/2016,7181,Quimica,20,ROBUSTO,,,0,0,6,5
3557,3004,3/24/2016,7250,Quimica,20,ROBUSTO,,,0,0,6,5
3558,3003,3/21/2016,7254,Quimica,20,ROBUSTO,,,0,0,6,5
3564,3006,3/11/2016,7278,Quimica,20,ROBUSTO,,,0,0,6,5
3567,2971,4/02/2016,7287,Quimica,20,ROBUSTO,,,0,0,6,5
3578,3002,3/24/2016,7323,Quimica,20,ROBUSTO,,,0,0,6,5
3613,3004,3/21/2016,7395,Quimica,20,ROBUSTO,,,0,0,6,5
4694,4692,6/07/2016,9609,Quimica,50,ROBUSTO,,,8,5,5,2,0
4699,4697,6/10/2016,9612,Quimica,50,ROBUSTO,,,8,5,5,2,0
4702,4696,8/12/2016,10019,Quimica,50,ROBUSTO,,,8,5,5,2,0
1672,502,12/01/2013,2551,Quimica,50,SAM,,,21,0,0
1257,1063,9/08/2014,1733,Quimica,200,SEMBRADOR,,,12,27,13
1273,1062,9/05/2014,1757,Quimica,200,SEMBRADOR,,,12,27,13
2268,1724,4/07/2015,3972,Quimica,275,SEMBRADOR,,,12,27,13
2304,1725,3/30/2015,4088,Quimica,200,SEMBRADOR,,,12,27,13
3030,2693,8/18/2015,6132,Quimica,250,SEMBRADOR,,,12,27,13
3031,2705,9/18/2015,6145,Quimica,200,SEMBRADOR,,,12,27,13
3470,2986,3/01/2016,7060,Quimica,200,SEMBRADOR,,,12,27,13
3513,2995,3/07/2016,7101,Quimica,250,SEMBRADOR,,,12,27,13
3520,3009,3/07/2016,7130,Quimica,200,SEMBRADOR,,,12,27,13
3521,2960,3/07/2016,7133,Quimica,75,SEMBRADOR,,,12,27,13
3523,2960,3/12/2016,7137,Quimica,75,SEMBRADOR,,,12,27,13
3524,2956,2/08/2016,7141,Quimica,200,SEMBRADOR,,,12,27,13
3528,2956,2/09/2016,7152,Quimica,200,SEMBRADOR,,,12,27,13
3532,2986,3/02/2016,7167,Quimica,200,SEMBRADOR,,,12,27,13
3533,2987,3/05/2016,7170,Quimica,200,SEMBRADOR,,,12,27,13
3540,2993,3/03/2016,7194,Quimica,150,SEMBRADOR,,,12,27,13
3542,2956,3/04/2016,7201,Quimica,200,SEMBRADOR,,,12,27,13
3544,2960,3/14/2016,7208,Quimica,75,SEMBRADOR,,,12,27,13
3546,3013,2/20/2016,7216,Quimica,200,SEMBRADOR,,,12,27,13
3553,3046,3/03/2016,7238,Quimica,200,SEMBRADOR,,,12,27,13
3556,2990,2/20/2016,7246,Quimica,200,SEMBRADOR,,,12,27,13
3561,2988,3/03/2016,7266,Quimica,200,SEMBRADOR,,,12,27,13
3567,2971,3/17/2016,7286,Quimica,150,SEMBRADOR,,,12,27,13
3567,2971,4/02/2016,7287,Quimica,50,SEMBRADOR,,,12,27,13
3572,2993,3/02/2016,7302,Quimica,150,SEMBRADOR,,,12,27,13
3575,2985,3/02/2016,7312,Quimica,200,SEMBRADOR,,,12,27,13
3602,2995,3/06/2016,7354,Quimica,250,SEMBRADOR,,,12,27,13
3606,3047,3/06/2016,7369,Quimica,200,SEMBRADOR,,,12,27,13
3615,3013,2/13/2016,7402,Quimica,200,SEMBRADOR,,,12,27,13
3977,4509,3/24/2016,8166,Quimica,200,SEMBRADOR,,,12,27,13
1654,720,9/28/2013,2431,Quimica,50,SILICAM,,,0,4,0
3433,3458,4/25/2016,6921,Quimica,50,Silicato de Mg,,,NA,NA,NA
3434,3459,5/10/2016,6925,Quimica,50,Silicato de Mg,,,NA,NA,NA
3721,3764,4/25/2016,7645,Quimica,50,Silicato de Mg,,,NA,NA,NA
3738,3794,4/22/2016,7691,Quimica,50,Silicato de Mg,,,NA,NA,NA
3363,3077,3/01/2016,6778,Quimica,100,SILICIO,,,NA,NA,NA
2135,1988,5/21/2015,3648,Quimica,25,solita,,,12,24,12
2205,2059,7/01/2015,3779,Quimica,3,solo potacio,,,NA,NA,NA
3130,2791,10/05/2015,6287,Quimica,50,Solufos,,,17,44,0
3136,2791,10/05/2015,6288,Quimica,50,Solufos,,,17,44,0
3026,2613,10/02/2015,6123,Quimica,50,SULCAMAG,,,NA,3,NA
3974,3384,5/15/2016,8162,Quimica,50,SULCAMAG,,,NA,3,NA
2018,1894,6/10/2015,5591,Quimica,25,sulfammo,,,13,NA,30
221,242,7/04/2013,3125,Quimica,150,Sulfato de amonio,,,21,0,0
359,233,4/04/2013,239,Quimica,150,Sulfato de amonio,,,21,0,0
359,233,4/03/2013,243,Quimica,150,Sulfato de amonio,,,21,0,0
385,355,5/20/2013,267,Quimica,150,Sulfato de amonio,,,21,0,0
468,391,10/09/2013,383,Quimica,50,Sulfato de amonio,,,21,0,0
656,622,5/08/2014,724,Quimica,100,Sulfato de amonio,,,21,0,0
776,740,4/14/2014,990,Quimica,150,Sulfato de amonio,,,21,0,0
776,740,4/26/2014,992,Quimica,250,Sulfato de amonio,,,21,0,0
853,387,9/26/2014,1158,Quimica,100,Sulfato de amonio,,,21,0,0
955,156,5/12/2014,1272,Quimica,150,Sulfato de amonio,,,21,0,0
1009,635,6/08/2014,1355,Quimica,125,Sulfato de amonio,,,21,0,0
1014,948,5/10/2014,1364,Quimica,175,Sulfato de amonio,,,21,0,0
1016,948,10/01/2014,1366,Quimica,100,Sulfato de amonio,,,21,0,0
1016,948,10/16/2014,1367,Quimica,100,Sulfato de amonio,,,21,0,0
1022,231,10/15/2014,1382,Quimica,175,Sulfato de amonio,,,21,0,0
1030,236,4/25/2014,1402,Quimica,150,Sulfato de amonio,,,21,0,0
1031,988,5/18/2014,1405,Quimica,175,Sulfato de amonio,,,21,0,0
1037,995,10/02/2014,1419,Quimica,175,Sulfato de amonio,,,21,0,0
1656,899,10/04/2014,2443,Quimica,50,Sulfato de amonio,,,21,0,0
1656,899,10/14/2014,2446,Quimica,50,Sulfato de amonio,,,21,0,0
1657,514,10/05/2013,2452,Quimica,50,Sulfato de amonio,,,21,0,0
1657,514,10/23/2013,2455,Quimica,50,Sulfato de amonio,,,21,0,0
1658,516,10/07/2013,2461,Quimica,50,Sulfato de amonio,,,21,0,0
1658,516,10/22/2013,2464,Quimica,50,Sulfato de amonio,,,21,0,0
1659,518,10/07/2013,2470,Quimica,50,Sulfato de amonio,,,21,0,0
1659,518,10/22/2013,2473,Quimica,50,Sulfato de amonio,,,21,0,0
1660,518,10/08/2013,2480,Quimica,50,Sulfato de amonio,,,21,0,0
1660,518,10/29/2013,2483,Quimica,50,Sulfato de amonio,,,21,0,0
1662,520,10/14/2013,2488,Quimica,50,Sulfato de amonio,,,21,0,0
