DIAS_EN_EMERGER,DIAS_EN_EMERGER_A_FLORECER,DIAS_EN_FLORECER_A_COSECHAR,POBLACION_20DIAS_AJT,ALTURA_LOT,ContEnfQui_Emer_Flor,ContEnfQui_Flor_Cose,ContMalMec_Siem_Emer,ContMalMec_Emer_Flor,ContMalMec_Flor_Cose,ContMalQui_Antes_Siem,ContMalQui_Siem_Emer,ContMalQui_Emer_Flor,ContMalQui_Flor_Cose,ContPlaQui_Antes_Siem,ContPlaQui_Siem_Emer,ContPlaQui_Emer_Flor,ContPlaQui_Flor_Cose,TotN_Antes_Siem,TotN_Siem_Emer,TotN_Emer_Flor,TotP_Antes_Siem,TotP_Siem_Emer,TotP_Emer_Flor,TotK_Antes_Siem,TotK_Siem_Emer,TotK_Emer_Flor,FerOrg_Emer_Flor,FerQui_Antes_Siem,FerQui_Siem_Emer,FerQui_Emer_Flor,PENDIENTE_RASTA,NO_CAPAS_RASTA,PH_RASTA,PROFUND_CAP_ENDURE_RASTA,ESPESOR_CAP_ENDURE_RASTA,PROFUND_MOTEADOS_RASTA,PROFUND_RAICES_VIVAS_RASTA,prof_efectiva,Porc_A,Porc_Ar,Porc_ArA,Porc_ArL,Porc_FrL,Porc_L,Porc_F,porc.x,porc.y,Porc_AF,Porc_BLANDO,Porc_DURO,Porc_EXT_DURO,Porc_FRIABLE,Porc_FIRME,Porc_EXT_FIRME,Porc_PLASTICO,Porc_MUY_PLASTICO,Temp_Max_Avg_Veg,Temp_Min_Avg_Veg,Temp_Avg_Veg,Diurnal_Range_Avg_Veg,Sol_Ener_Accu_Veg,Temp_Max_34_Freq_Veg,Rain_Accu_Veg,Rain_10_Freq_Veg,Rhum_Avg_Veg,Temp_Max_Avg_For,Temp_Min_Avg_For,Temp_Avg_For,Diurnal_Range_Avg_For,Sol_Ener_Accu_For,Temp_Max_34_Freq_For,Rain_Accu_For,Rain_10_Freq_For,Rhum_Avg_For,Temp_Max_Avg_Mad,Temp_Min_Avg_Mad,Temp_Avg_Mad,Diurnal_Range_Avg_Mad,Sol_Ener_Accu_Mad,Temp_Max_34_Freq_Mad,Rain_Accu_Mad,Rain_10_Freq_Mad,Rhum_Avg_Mad,TIPO_SIEMBRA_Manual,TIPO_SIEMBRA_Mecanizado,MATERIAL_GENETICO_ADV 9293 (Syngenta),MATERIAL_GENETICO_ADV 9339 (Syngenta),MATERIAL_GENETICO_CORPOICA V 114,MATERIAL_GENETICO_Cerato (Syngenta),MATERIAL_GENETICO_DK 1040,MATERIAL_GENETICO_DK 1596,MATERIAL_GENETICO_DK 234,MATERIAL_GENETICO_DK 234 YGRR,MATERIAL_GENETICO_DK7088,MATERIAL_GENETICO_FNC 114,MATERIAL_GENETICO_FNC 3056,MATERIAL_GENETICO_ICA V 109,MATERIAL_GENETICO_ICA V 156,MATERIAL_GENETICO_ICA V 305,MATERIAL_GENETICO_Impacto (Syngenta),MATERIAL_GENETICO_NK254 (Syngenta),MATERIAL_GENETICO_Otro,MATERIAL_GENETICO_P3966 (Pioneer),MATERIAL_GENETICO_P4082 (Pioneer),MATERIAL_GENETICO_PAC 105,MATERIAL_GENETICO_PIONEER 30F32,MATERIAL_GENETICO_PIONEER 30F32HW,MATERIAL_GENETICO_PIONEER 30F35,MATERIAL_GENETICO_PIONEER 30F35 H,MATERIAL_GENETICO_PIONEER 30F35 HRR,MATERIAL_GENETICO_Sinko (Syngenta),MATERIAL_GENETICO_Status (Syngenta),CULT_ANT_Algodon,CULT_ANT_Frijol,CULT_ANT_Maiz,CULT_ANT_Pastos,CULT_ANT_Yuca,METODO_COSECHA_Manual,METODO_COSECHA_Mecanizada,TERRENO_CIRCUN_RASTA_ONDULADO,TERRENO_CIRCUN_RASTA_ONDULADO Y MONTANIOSO,TERRENO_CIRCUN_RASTA_PLANO O LLANO,POSICION_PERFIL_RASTA_LADERA CONCAVA,POSICION_PERFIL_RASTA_LADERA CONVEXA,POSICION_PERFIL_RASTA_LADERA PLANA,POSICION_PERFIL_RASTA_PIE DE UNA ELEVACION,POSICION_PERFIL_RASTA_PLANO,POSICION_PERFIL_RASTA_PLANO CON ONDULACIONES,PEDREG_PERFIL_ROCAS_MUY ROCOSO,PEDREG_PERFIL_ROCAS_SIN ROCAS,ESTRUCTURA_RASTA_ATERRONADA,ESTRUCTURA_RASTA_GRANULAR,ESTRUCTURA_RASTA_MASIVA,ESTRUCTURA_RASTA_SUELTA O POLVOSA,OBSERVA_COSTRAS_DURAS_RASTA_MUY MARCADAS,OBSERVA_COSTRAS_DURAS_RASTA_NO HAY,OBSERVA_COSTRAS_DURAS_RASTA_POCO MARCADAS,SITIO_EXPUESTO_SOL_RASTA_LA MANIANA,SITIO_EXPUESTO_SOL_RASTA_LA MANIANA Y LA TARDE,SITIO_EXPUESTO_SOL_RASTA_LA TARDE,OBSERVA_COSTRAS_BLANCAS_RASTA_NO HAY,OBSERVA_COSTRAS_BLANCAS_RASTA_POCO MARCADAS,OBSERVA_COSTAS_NEGRAS_RASTA_NO HAY,OBSERVA_COSTAS_NEGRAS_RASTA_POCO MARCADAS,REGION_SECA_ARIDA_RASTA_NO,REGION_SECA_ARIDA_RASTA_SI,OBSERVA_PLANTAS_PEQUENAS_RASTA_MUY AFECTADAS,OBSERVA_PLANTAS_PEQUENAS_RASTA_NO HAY CULTIVO,OBSERVA_PLANTAS_PEQUENAS_RASTA_PLANTAS NORMALES,OBSERVA_PLANTAS_PEQUENAS_RASTA_POCO AFECTADAS,RECUBRIMIENTO_VEGETAL__SUELO_RASTA_BUENO,RECUBRIMIENTO_VEGETAL__SUELO_RASTA_ESPACIADO,RECUBRIMIENTO_VEGETAL__SUELO_RASTA_MUY BUENO,RECUBRIMIENTO_VEGETAL__SUELO_RASTA_REGULAR,RECUBRIMIENTO_VEGETAL__SUELO_RASTA_SIN COBERTURA,d.interno_BUENO,d.interno_EXCESIVO,d.interno_LENTO A MUY LENTO,drenaje_externo_LENTO,drenaje_externo_NINGUNO,SEM_TRATADAS,DRENAJE,ALMACENAMIENTO_FINCA,CAP_ENDURE_RASTA,MOTEADOS_RASTA,MOTEADOS_MAS70cm._RASTA,OBSERVA_EROSION_RASTA,OBSERVA_MOHO_RASTA,OBSERVA_RAICES_VIVAS_RASTA,OBSERVA_HOJARASCA_MO_RASTA,SUELO_NEGRO_BLANDO_RASTA,CUCHILLO_PRIMER_HTE_RASTA,CERCA_RIOS_QUEBRADAS_RASTA,Grupo
5,46,84,65000,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,57.5,0,0,0,0,0,0,0,0,0,1,1,2,6.5,0,0,32,25,32,0,53.33,0,0,0,0,0,46.67,0,0,100,0,0,0,0,0,0,0,32.75,23.63,28.19,9.12,15355.27,0.22,426.4,0.28,84.11,32.56,23.19,27.87,9.37,23476.86,0.16,214.1,0.14,83.14,31.68,23.39,27.54,8.29,14875.42,0,260,0.18,83.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0
6,50,74,65000,17,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,30,0,0,0,3,3,2,5.5,0,0,32,26,32,0,53.85,0,0,0,0,0,46.15,0,0,0,0,0,46.15,53.85,0,0,0,33.27,24.55,28.91,8.72,15147.76,0.42,363,0.2,80.22,33.17,23.91,28.54,9.26,22528.94,0.26,247.9,0.16,79.04,32.99,22.89,27.94,10.1,13908.22,0.15,170.9,0.21,78.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5,46,88,74000,8,2,0,0,0,0,0,2,2,0,0,1,0,0,0,1.5,103.5,0,2.5,0,0,30,30,0,0,2,3,4,2,6,0,0,0,24,60,0,0,0,0,0,0,0,100,0,0,0,0,0,51.67,48.33,0,0,0,33.31,24.53,28.92,8.78,15221.06,0.45,380.8,0.22,80.2,33.13,23.9,28.52,9.23,22515.62,0.24,243.1,0.16,79.1,32.69,22.82,27.75,9.87,17226.78,0.12,204.3,0.17,79.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
6,42,83,58000,12,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,2,3,2,5.5,0,0,0,20,70,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,32.69,23.73,28.21,8.96,15212.1,0.22,229.3,0.18,81.12,32.46,24.04,28.25,8.42,20444.35,0.14,264.2,0.12,82.4,33.52,23.73,28.62,9.8,13556.18,0.41,67.4,0.06,78.92,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,49,63,62000,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,92,0,0,0,0,0,30,0,0,0,3,1,2,6.5,0,0,0,22,60,0,0,0,26.67,0,73.33,0,0,0,0,100,0,0,0,0,0,0,0,33.36,24.82,29.09,8.55,15989.99,0.42,294.9,0.22,80.28,33.15,23.97,28.56,9.18,23969.72,0.28,284,0.17,79.04,33.32,22.96,28.14,10.36,7863.15,0.16,23.9,0,78.38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
6,51,78,60000,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,61,0,0,15,0,0,45,0,0,0,4,3,2,6,0,0,0,16,16,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,33.27,24.47,28.87,8.8,15353.37,0.42,414.8,0.25,80.03,33.24,23.83,28.54,9.41,22807.7,0.28,238.7,0.16,78.96,32.46,22.56,27.51,9.9,15498.54,0.05,173.5,0.16,79.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5,45,80,72000,16,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,60,0,0,0,2,5,2,6,0,0,59,39,59,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,34.63,25.05,29.84,9.59,15520.22,0.57,98.2,0.05,77.57,33.57,24.21,28.89,9.36,22346.75,0.38,336.5,0.22,81.3,33.39,24.61,29,8.78,12468.88,0.45,55.8,0.03,82.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0
5,49,82,62000,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,2,6,0,0,12,34,34,0,30,0,0,0,0,0,0,70,0,100,0,0,0,0,0,0,0,32.76,24.05,28.4,8.71,16089.43,0.22,294.9,0.22,84.6,32.78,23.34,28.06,9.44,23918.1,0.22,284,0.17,83.42,31.8,23.06,27.43,8.74,15741.38,0,53.4,0,82.94,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0
6,49,79,75000,17,0,0,0,0,0,0,2,1,0,0,0,2,0,0,15,92,0,15,0,0,15,30,0,0,1,3,3,2,6,0,0,0,24,60,0,0,0,0,0,0,0,100,0,0,0,0,0,53.33,46.67,0,0,0,33.11,24.18,28.64,8.93,15207.06,0.38,426.4,0.28,80,33.34,23.66,28.5,9.68,23722.32,0.26,214.1,0.14,78.51,31.93,22.41,27.17,9.52,14311.33,0.03,268.2,0.19,80.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4,47,82,60000,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,2,6.5,0,0,0,38,60,0,0,0,0,0,0,61.67,38.33,0,0,100,0,0,0,0,0,0,0,33.69,23.81,28.75,9.88,14672.54,0.35,227.5,0.2,80.82,33.42,23.76,28.59,9.67,23841.37,0.34,367.2,0.19,85.83,32.43,24.18,28.31,8.25,13723.58,0.03,192.7,0.19,85.77,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5,47,81,75000,17,1,0,0,0,0,0,2,1,0,0,1,3,0,0,9,92,0,23,0,0,30,30,0,0,2,3,4,2,6,0,0,24,15,24,0,0,0,0,0,0,0,40,60,0,0,0,0,60,40,0,0,0,34.63,25.05,29.84,9.59,15520.22,0.57,98.2,0.05,77.57,33.57,24.21,28.89,9.36,22346.75,0.38,336.5,0.22,81.3,33.39,24.68,29.04,8.71,13479.12,0.47,107,0.06,82.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0
5,49,83,33000,48,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,2,2,5.5,0,0,22,17,22,0,35,0,0,65,0,0,0,0,0,65,35,0,0,0,0,0,0,32.34,25.17,28.76,7.17,15569.62,0.05,245.3,0.22,88.57,32.56,24.99,28.77,7.57,20243.17,0.09,122.4,0.07,86.98,33.07,24.87,28.97,8.2,16182.67,0.18,112.4,0.05,81.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
6,49,83,61000,16,0,0,0,0,0,0,0,1,0,0,0,1,0,46,0,46,0,0,0,0,0,30,0,1,0,3,3,2,6,0,0,0,22,60,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,33.3,24.29,28.8,9.01,15429.55,0.4,395.4,0.25,79.88,33.26,23.69,28.48,9.57,23213.61,0.26,245.1,0.16,78.74,32.1,22.48,27.29,9.62,16135.77,0.05,268.2,0.17,80.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3,47,78,62000,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,61,0,0,15,0,0,15,0,0,0,2,1,2,6,0,0,20,20,20,0,0,0,31.67,0,0,68.33,0,0,0,100,0,0,0,0,0,0,0,32.35,24.89,28.62,7.46,13662.97,0.08,121,0.1,87.48,33.07,24.98,29.02,8.09,22858.34,0.16,113.8,0.03,83.16,32.62,24.83,28.73,7.79,11923.95,0.16,15.1,0.03,82.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5,42,81,73000,16,1,0,0,0,0,0,2,1,0,0,1,4,0,0,9,115,0,23,0,0,30,30,0,0,2,3,3,3,5,11,20,11,12,12,0,0,50,0,0,0,0,50,0,0,50,50,0,0,0,0,0,0,34.8,25.07,29.93,9.73,15671.54,0.6,61.1,0.05,77.39,33.48,24.24,28.86,9.24,22079.72,0.36,319,0.21,81.65,33.64,24.66,29.15,8.98,11880.2,0.52,52.9,0.03,81.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0
5,51,81,65000,18,0,0,0,0,0,0,0,1,0,0,0,2,0,46,0,23,0,0,0,0,0,0,0,1,0,1,3,2,6,0,0,0,26,65,0,50.77,0,0,0,0,0,49.23,0,0,0,0,0,49.23,50.77,0,0,0,33.31,24.45,28.88,8.86,15301.82,0.42,412.8,0.28,80.03,33.29,23.77,28.53,9.53,23027.95,0.28,237.7,0.14,78.82,32.21,22.44,27.32,9.77,16034.5,0.05,166,0.15,79.67,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6,51,88,60000,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,138,0,0,0,0,0,0,0,0,0,2,1,1,4.5,0,0,0,24,40,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,33.99,24.71,29.35,9.28,15239.28,0.6,189.1,0.15,79.5,34.26,24.68,29.47,9.59,22480.59,0.5,253.4,0.14,78.98,33.75,24.5,29.12,9.25,18419.16,0.42,136.1,0.12,81.18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
5,45,88,60000,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,138,0,0,0,0,0,60,0,0,0,2,1,2,5,20,6,0,20,20,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,33.19,24.32,28.75,8.87,14849.71,0.35,198.3,0.15,80.67,34.42,24.57,29.5,9.85,22754.6,0.55,260.1,0.14,79.21,33.39,24.56,28.97,8.83,15494.51,0.39,132.4,0.15,82.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
4,46,85,55000,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,2,5.5,0,0,5,38,38,0,0,0,0,0,0,53.33,46.67,0,0,100,0,0,0,0,0,0,0,33.36,23.79,28.57,9.57,14347.75,0.3,234.7,0.2,81.3,33.62,23.8,28.71,9.83,24224.37,0.38,333.7,0.16,85.48,32.43,24.11,28.27,8.32,14415.89,0.03,226.2,0.24,85.69,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
6,45,81,60000,7,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,30,0,0,0,3,2,2,6,0,0,23,27,27,0,0,0,0,0,0,65,35,0,0,0,100,0,0,0,0,0,0,33.67,24.65,29.16,9.02,15545.39,0.4,118.3,0.08,79.49,34.09,24.45,29.27,9.64,22560.23,0.5,282.7,0.17,80.06,33.33,24.55,28.94,8.78,13079.6,0.37,88.4,0.09,82.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
5,46,92,68000,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69,0,0,0,0,0,0,0,0,0,1,5,2,5,10,13,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,32.27,23.66,27.97,8.61,13642.27,0.05,271.2,0.2,82.1,32.35,23.83,28.09,8.53,20510.62,0,229.1,0.14,81.83,32.8,23.43,28.11,9.37,19295.36,0.07,12.6,0,78.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4,47,87,74000,14,1,0,0,0,0,0,0,2,0,0,0,6,0,0,15,115,0,15,0,0,15,30,0,0,1,3,3,3,5.5,0,0,37,31,37,0,0,0,0,0,0,0,100,0,0,70.49,29.51,0,0,0,0,0,0,33.28,24.72,29,8.56,14957.99,0.42,347,0.18,80.4,33.14,23.92,28.53,9.22,22419.08,0.26,262.5,0.17,79.1,32.89,22.94,27.91,9.95,17137.74,0.12,208.3,0.2,78.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
7,47,84,70000,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,138,0,0,0,0,0,30,0,0,0,4,4,2,6,0,0,0,38,60,0,0,0,0,0,0,45,0,0,55,0,0,0,100,0,0,0,0,33.16,24.54,28.85,8.63,15197.96,0.42,412.1,0.25,80.33,33.19,23.88,28.53,9.3,22550.01,0.26,216.1,0.14,79.04,32.66,22.78,27.72,9.88,16808.47,0.1,200,0.17,79.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6,49,85,60000,19,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,92,0,0,0,0,0,30,0,0,0,3,3,2,6,0,0,0,28,60,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,33.11,24.47,28.79,8.64,15224.75,0.4,414.8,0.25,80.5,33.26,23.86,28.56,9.4,22784.95,0.29,235.5,0.16,78.88,32.32,22.45,27.38,9.88,17308.8,0.05,179.2,0.14,79.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5,46,86,72000,6,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,92,0,0,0,0,0,0,0,0,0,2,3,3,5,0,0,26,38,38,0,0,0,0,0,0,0,65.22,34.78,0,0,0,0,34.78,65.22,0,0,0,33.07,24.52,28.8,8.55,15082.03,0.4,412.1,0.25,80.78,33.24,23.88,28.56,9.35,22662.63,0.28,221.8,0.14,78.8,32.59,22.73,27.66,9.86,16380.54,0.08,194.3,0.18,79.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0
4,46,92,62000,3,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,2,1,2,6,0,0,17,13,17,0,26.67,0,0,0,0,73.33,0,0,0,73.33,26.67,0,0,0,0,0,0,32.06,25.04,28.55,7.03,14769.98,0.02,205.6,0.2,89.11,32.86,25.07,28.96,7.79,20918.17,0.16,114.5,0.09,85.91,32.67,24.9,28.78,7.77,17531.73,0.07,115.1,0.04,82.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
