ID_EVENTO,ID_LOTE,ID_FINCA,ID_PROD,FECHA_SIEMBRA,LAT_LOTE,LONG_LOTE,FECHA_EMERGENCIA,FECHA_FLORACION,FECHA_COSECHA,DEPARTAMENTO,MUNICIPIO,PROD_COSECHADO,RDT_AJUSTADO
4609,4177,4404,4724,2016-05-25,8.991383333,-75.75723333,2016-05-26,2016-07-13,2016-10-08,CORDOBA,SAN PELAYO,Grano seco,7627.906976744186
4610,4178,4405,4724,2016-05-08,8.992444444,-75.75813889,2016-05-14,2016-07-02,2016-09-20,CORDOBA,SAN PELAYO,Grano seco,7627.906976744186
4611,4175,4402,4724,2016-05-08,9.003755556,-75.75196111,2016-05-15,2016-07-03,2016-09-23,CORDOBA,SAN PELAYO,Grano seco,7151.162790697675
4612,4176,4403,4724,2016-05-08,8.994416667,-75.75631389,2016-05-14,2016-07-02,2016-09-25,CORDOBA,SAN PELAYO,Grano seco,7151.162790697675
4613,4214,4442,4733,2016-05-02,9.04975,-75.75085,2016-05-07,2016-06-26,2016-09-12,CORDOBA,COTORRA,Grano seco,7534.883720930233
4614,4157,4383,4714,2016-05-24,9.045094444,-75.77739167,2016-05-30,2016-07-19,2016-10-08,CORDOBA,COTORRA,Grano seco,7627.906976744186
4615,4167,4393,4720,2016-05-09,9.045633333,-75.75334167,2016-05-15,2016-07-04,2016-09-25,CORDOBA,COTORRA,Grano seco,7440.697674418605
4616,4269,4497,4757,2016-05-12,8.996066667,-75.80291111,2016-05-17,2016-07-07,2016-09-26,CORDOBA,SAN PELAYO,Grano seco,6674.418604651163
4618,4277,4505,4757,2016-05-12,9.013025,-75.82204167,2016-05-16,2016-07-05,2016-09-26,CORDOBA,COTORRA,Grano seco,6466.279069767442
4620,4276,4504,4757,2016-05-08,9.012683333,-75.821275,2016-05-12,2016-07-08,2016-09-26,CORDOBA,COTORRA,Grano seco,5720.930232558139
4621,4274,4502,4757,2016-05-11,9.033566667,-75.80236111,2016-05-16,2016-07-04,2016-09-22,CORDOBA,COTORRA,Grano seco,5720.930232558139
4623,4278,4506,4757,2016-05-11,9.027875,-75.80660278,2016-05-17,2016-07-08,2016-09-22,CORDOBA,COTORRA,Grano seco,5887.209302325582
4625,4271,4499,4757,2016-05-11,9.033322222,-75.75224444,2016-05-16,2016-07-03,2016-09-22,CORDOBA,COTORRA,Grano seco,6436.046511627907
4627,4272,4500,4757,2016-05-11,9.02675,-75.80988333,2016-05-16,2016-07-05,2016-09-24,CORDOBA,COTORRA,Grano seco,5745.3488372093025
4628,4273,4501,4757,2016-05-15,9.035080556,-75.81295833,2016-05-21,2016-07-09,2016-10-01,CORDOBA,COTORRA,Grano seco,6310.46511627907
4629,4169,4395,4720,2016-05-25,9.045272222,-75.75746111,2016-05-30,2016-07-16,2016-10-03,CORDOBA,COTORRA,Grano seco,6404.6511627906975
4630,4168,4394,4720,2016-05-25,9.064280556,-75.75690833,2016-05-31,2016-07-18,2016-09-30,CORDOBA,COTORRA,Grano seco,6593.023255813953
4631,4224,4452,4746,2016-04-29,8.938130556,-75.77542222,2016-05-04,2016-06-22,2016-09-10,CORDOBA,SAN PELAYO,Grano seco,6498.837209302325
4632,4267,4495,4755,2016-05-16,9.075441667,-75.71819444,2016-05-21,2016-07-08,2016-09-12,CORDOBA,CHIMA,Grano seco,6027.906976744186
4633,4266,4494,4755,2016-05-22,9.017088889,-75.78513056,2016-05-27,2016-07-15,2016-10-06,CORDOBA,COTORRA,Grano seco,5838.9534883720935
4634,4294,4522,4767,2016-05-15,9.094502778,-75.73483333,2016-05-21,2016-07-09,2016-09-30,CORDOBA,COTORRA,Grano seco,6128.488372093024
4635,4309,4525,4767,2016-05-11,9.078094444,-75.73109167,2016-05-17,2016-07-05,2016-09-26,CORDOBA,COTORRA,Grano seco,6245.3488372093025
4636,4229,4457,4748,2016-05-07,9.0374,-75.75058056,2016-05-13,2016-06-30,2016-09-09,CORDOBA,COTORRA,Grano seco,5860.46511627907
4637,4226,4454,4748,2016-05-18,9.076666667,-75.73273611,2016-05-24,2016-07-12,2016-09-05,CORDOBA,COTORRA,Grano seco,5860.46511627907
4638,4227,4455,4748,2016-05-18,9.075505556,-75.73226389,2016-05-25,2016-07-14,2016-10-05,CORDOBA,COTORRA,Grano seco,5651.162790697675
4639,4158,4384,4715,2016-05-09,9.050277778,-75.72914167,2016-05-14,2016-07-05,2016-09-25,CORDOBA,SAN PELAYO,Grano seco,6197.674418604652
4640,4312,4537,4781,2016-05-19,9.086347222,-75.77681944,2016-05-20,2016-07-08,2016-09-30,CORDOBA,COTORRA,Grano seco,6664.883720930233
4641,4159,4385,4715,2016-05-09,9.065844444,-75.73096111,2016-05-15,2016-07-03,2016-09-24,CORDOBA,COTORRA,Grano seco,6498.837209302325
4642,4311,4536,4781,2016-05-19,9.090325,-75.78433056,2016-05-26,2016-07-16,2016-09-30,CORDOBA,COTORRA,Grano seco,6157.441860465116
4643,4310,4535,4781,2016-05-19,9.091088889,-75.78414444,2016-05-26,2016-07-18,2016-09-30,CORDOBA,COTORRA,Grano seco,6436.046511627907
4644,4255,4483,4751,2016-05-16,9.062755556,-75.73929444,2016-05-20,2016-07-10,2016-09-28,CORDOBA,COTORRA,Grano seco,5838.9534883720935
4645,4254,4482,4751,2016-05-16,9.719469444,-75.73242222,2016-05-21,2016-07-09,2016-09-28,CORDOBA,COTORRA,Grano seco,6169.186046511628
4647,4314,4539,4783,2016-05-20,9.061280556,-75.71203333,2016-05-25,2016-07-12,2016-10-05,CORDOBA,CHIMA,Grano seco,6562.790697674419
4650,4154,4380,4712,2016-05-15,8.990622222,-75.81539444,2016-05-21,2016-07-10,2016-09-30,CORDOBA,SAN PELAYO,Grano seco,7440.697674418605
4651,4315,4540,4783,2016-05-20,9.066494444,-75.71093889,2016-05-26,2016-07-14,2016-10-05,CORDOBA,CHIMA,Grano seco,6948.837209302326
4652,4156,4382,4713,2016-05-24,9.009597222,-75.78813333,2016-05-31,2016-07-18,2016-10-12,CORDOBA,COTORRA,Grano seco,7723.2558139534885
4653,4318,4543,4784,2016-05-09,9.022083333,-75.7726,2016-05-15,2016-07-05,2016-09-21,CORDOBA,COTORRA,Grano seco,5816.279069767442
4654,4316,4541,4784,2016-05-09,9.020558333,-75.78132778,2016-05-14,2016-07-02,2016-09-21,CORDOBA,COTORRA,Grano seco,6440.813953488372
4655,4317,4542,4784,2016-05-09,9.023508333,-75.77703611,2016-05-15,2016-07-04,2016-09-21,CORDOBA,COTORRA,Grano seco,6755.813953488372
4656,4264,4492,4754,2016-05-09,8.963486111,-75.80749167,2016-05-15,2016-07-04,2016-09-26,CORDOBA,SAN PELAYO,Grano seco,6027.906976744186
4657,4260,4488,4754,2016-05-22,9.07175,-75.75319444,2016-05-28,2016-07-08,2016-10-09,CORDOBA,COTORRA,Grano seco,6388.372093023256
4658,4262,4490,4754,2016-05-04,9.042738889,-75.73645,2016-05-10,2016-06-28,2016-09-20,CORDOBA,COTORRA,Grano seco,6404.6511627906975
4659,4263,4491,4754,2016-05-04,9.042786111,-75.74441389,2016-05-10,2016-06-29,2016-09-20,CORDOBA,COTORRA,Grano seco,6225.0
4660,4313,4538,4782,2016-05-18,9.086116667,-75.761375,2016-05-24,2016-07-13,2016-10-02,CORDOBA,COTORRA,Grano seco,6722.093023255814
4661,4225,4453,4747,2016-05-20,8.908244444,-75.77975833,2016-05-26,2016-07-14,2016-10-07,CORDOBA,CERETE,Grano seco,6147.790697674419
4662,4155,4381,4712,2016-05-03,8.995922222,-75.80141667,2016-05-08,2016-06-26,2016-09-18,CORDOBA,SAN PELAYO,Grano seco,7532.558139534884
4663,4231,4459,4749,2016-05-12,9.082936111,-75.72493611,2016-05-18,2016-07-06,2016-09-28,CORDOBA,CHIMA,Grano seco,6817.441860465116
4664,4164,4390,4718,2016-05-20,9.065969444,-75.80770278,2016-05-26,2016-07-15,2016-10-05,CORDOBA,LORICA,Grano seco,5745.3488372093025
4665,4259,4487,4753,2016-05-09,9.085191667,-75.73681389,2016-05-15,2016-07-05,2016-09-24,CORDOBA,COTORRA,Grano seco,5730.46511627907
4666,4165,4391,4718,2016-05-23,9.094833333,-75.78318611,2016-05-28,2016-07-19,2016-10-08,CORDOBA,COTORRA,Grano seco,5873.488372093024
4667,4161,4387,4716,2016-05-08,9.075958333,-75.72136944,2016-05-14,2016-07-04,2016-09-24,CORDOBA,CHIMA,Grano seco,6674.418604651163
4668,4160,4386,4716,2016-05-08,9.0737,-75.720725,2016-05-13,2016-07-02,2016-09-26,CORDOBA,CHIMA,Grano seco,6674.418604651163
4669,4256,4484,4752,2016-05-23,9.076805556,-75.72661111,2016-05-28,2016-07-17,2016-10-10,CORDOBA,COTORRA,Grano seco,6197.674418604652
4670,4268,4496,4756,2016-05-11,9.086805556,-75.7359,2016-05-17,2016-07-05,2016-09-22,CORDOBA,COTORRA,Grano seco,6736.511627906977
4671,4323,4548,4787,2016-05-21,9.018844444,-75.75853056,2016-05-25,2016-07-13,2016-10-04,CORDOBA,SAN PELAYO,Grano seco,6900.581395348838
4672,4322,4547,4786,2016-05-14,8.871502778,-75.77241111,2016-05-20,2016-07-08,2016-09-30,CORDOBA,CERETE,Grano seco,5983.720930232558
4673,4321,4546,4785,2016-05-07,8.853452778,-75.75119167,2016-05-12,2016-07-02,2016-09-23,CORDOBA,CERETE,Grano seco,6105.325581395349
4674,4320,4545,4784,2016-05-09,9.034286111,-75.78045833,2016-05-15,2016-07-03,2016-09-21,CORDOBA,COTORRA,Grano seco,6216.279069767442
4675,4319,4544,4784,2016-05-09,9.03135,-75.77995278,2016-05-14,2016-07-05,2016-09-21,CORDOBA,COTORRA,Grano seco,6140.46511627907
