ID_EVENTO,ID_LOTE,ID_FINCA,ID_PROD,FECHA_SIEMBRA,LAT_LOTE,LONG_LOTE,FECHA_EMERGENCIA,FECHA_FLORACION,FECHA_COSECHA,DEPARTAMENTO,MUNICIPIO,PROD_COSECHADO,RDT_AJUSTADO
53,40,42,13,2013-05-13,8.877222222,-75.76444444,2013-05-18,2013-07-20,2013-09-26,CORDOBA,CERETE,Grano seco,4767.441860465116
54,43,43,14,2013-05-02,8.879166667,-75.76555556,2013-05-07,2013-07-10,2013-09-11,CORDOBA,CERETE,Grano seco,4651.162790697675
56,44,44,15,2013-05-12,8.88,-75.76583333,2013-05-17,2013-07-15,2013-09-19,CORDOBA,CERETE,Grano seco,5180.232558139535
57,45,45,16,2013-05-07,8.878611111,-75.75888889,2013-05-12,2013-07-15,2013-09-12,CORDOBA,CERETE,Grano seco,4897.674418604651
273,46,46,17,2013-05-07,8.876388889,-75.75916667,2013-05-12,2013-07-14,2013-09-12,CORDOBA,CERETE,Grano seco,5302.325581395349
282,47,47,18,2013-05-08,8.8475,-75.76666667,2013-05-14,2013-07-25,2013-09-18,CORDOBA,CERETE,Grano seco,4958.139534883721
283,51,50,22,2013-05-02,8.847777778,-75.7675,2013-05-07,2013-06-23,2013-09-17,CORDOBA,CERETE,Grano seco,4426.7441860465115
284,268,240,266,2013-05-09,8.853055556,-75.75777778,2013-05-14,2013-06-25,2013-09-22,CORDOBA,CERETE,Grano seco,5790.697674418605
286,269,241,267,2013-05-03,8.8525,-75.75722222,2013-05-09,2013-06-20,2013-09-14,CORDOBA,CERETE,Grano seco,5116.279069767442
287,270,242,268,2013-05-26,8.848888889,-75.76472222,2013-05-31,2013-07-26,2013-10-05,CORDOBA,CERETE,Grano seco,4238.372093023256
288,271,243,269,2013-05-01,8.849722222,-75.76666667,2013-05-07,2013-07-02,2013-09-12,CORDOBA,CERETE,Grano seco,5911.627906976744
289,272,245,271,2013-05-01,8.849444444,-75.76611111,2013-05-06,2013-06-18,2013-09-11,CORDOBA,CERETE,Grano seco,5053.488372093024
290,273,246,272,2013-05-10,8.867222222,-75.77,2013-05-15,2013-07-12,2013-09-21,CORDOBA,CERETE,Grano seco,4186.0465116279065
291,274,247,273,2013-05-20,8.876388889,-75.76388889,2013-05-25,2013-07-23,2013-09-30,CORDOBA,CERETE,Grano seco,5790.697674418605
293,276,249,275,2013-05-20,8.880833333,-75.76416667,2013-05-24,2013-07-23,2013-09-24,CORDOBA,CERETE,Grano seco,4868.60465116279
294,277,250,276,2013-05-13,8.850277778,-75.76666667,2013-05-18,2013-07-25,2013-09-17,CORDOBA,CERETE,Grano seco,5462.790697674419
295,278,244,277,2013-05-15,8.849722222,-75.76666667,2013-05-21,2013-07-25,2013-10-03,CORDOBA,CERETE,Grano seco,5052.325581395348
536,470,455,504,2013-09-26,8.935277778,-75.76111111,2013-10-01,2013-11-17,2014-02-03,CORDOBA,CERETE,Grano seco,3720.9302325581393
537,471,456,505,2013-10-01,8.937416667,-75.75902778,2013-10-06,2013-11-23,2014-02-03,CORDOBA,CERETE,Grano seco,3767.4418604651164
539,469,454,503,2013-10-01,8.935555556,-75.76194444,2013-10-06,2013-11-25,2014-02-03,CORDOBA,CERETE,Grano seco,3767.4418604651164
540,475,461,509,2013-09-22,8.953638889,-75.78311111,2013-09-28,2013-11-14,2014-02-10,CORDOBA,SAN PELAYO,Grano seco,4000.0
543,478,464,512,2013-08-25,8.899361111,-75.67894444,2013-08-30,2013-11-17,2014-01-15,CORDOBA,CIENAGA DE ORO,Grano seco,2383.720930232558
548,479,477,527,2013-10-01,8.87875,-75.76086111,2013-10-07,2013-11-21,2014-01-30,CORDOBA,CERETE,Grano seco,3581.3953488372094
549,480,478,528,2013-08-25,8.897861111,-75.68011111,2013-08-30,2013-10-15,2014-01-15,CORDOBA,CIENAGA DE ORO,Grano seco,2412.790697674419
559,484,481,530,2013-10-06,8.884722222,-75.66416667,2013-10-11,2013-11-23,2014-02-10,CORDOBA,CIENAGA DE ORO,Grano seco,4767.441860465116
560,485,482,531,2013-09-14,8.891083333,-75.66652778,2013-09-19,2013-10-31,2014-01-10,CORDOBA,CIENAGA DE ORO,Grano seco,5339.53488372093
617,514,496,541,2013-10-07,8.8835,-75.66436111,2013-10-12,2013-11-24,2014-02-10,CORDOBA,CIENAGA DE ORO,Grano seco,3337.2093023255816
618,515,497,542,2013-10-09,8.877472222,-75.7185,2013-10-14,2013-11-28,2014-03-10,CORDOBA,CIENAGA DE ORO,Grano seco,4825.581395348838
766,651,631,728,2014-05-10,8.845916667,-75.75672222,2014-05-15,2014-06-28,2014-09-09,CORDOBA,CERETE,Grano seco,3296.5116279069766
769,654,647,732,2014-05-06,8.843333333,-75.75416667,2014-05-10,2014-06-23,2014-09-10,CORDOBA,CERETE,Grano seco,3296.5116279069766
779,665,658,743,2014-05-28,8.844444444,-75.7575,2014-06-05,2014-07-09,2014-09-25,CORDOBA,CERETE,Grano seco,3013.953488372093
780,666,659,744,2014-05-08,8.846388889,-75.75666667,2014-05-15,2014-06-25,2014-09-12,CORDOBA,CERETE,Grano seco,3398.8372093023254
781,667,660,745,2014-05-20,8.845277778,-75.75694444,2014-05-26,2014-07-08,2014-09-25,CORDOBA,CERETE,Grano seco,3579.0697674418607
783,669,662,747,2014-05-05,8.843611111,-75.75444444,2014-05-11,2014-06-22,2014-09-07,CORDOBA,CERETE,Grano seco,2790.6976744186045
784,670,663,748,2014-05-13,8.844166667,-75.75722222,2014-05-19,2014-06-28,2014-09-17,CORDOBA,CERETE,Grano seco,3860.46511627907
785,671,664,749,2014-05-26,8.879444444,-75.76055556,2014-06-02,2014-07-10,2014-10-03,CORDOBA,CERETE,Grano seco,3955.813953488372
786,672,665,750,2013-08-27,8.386944444,-75.45416667,2013-09-03,2013-10-12,2014-02-02,CORDOBA,CERETE,Grano seco,5000.0
787,653,646,731,2014-05-10,8.880277778,-75.76472222,2014-05-16,2014-06-27,2014-09-15,CORDOBA,CERETE,Grano seco,3813.953488372093
788,668,661,746,2014-05-17,8.844722222,-75.7575,2014-05-23,2014-06-30,2014-09-20,CORDOBA,CERETE,Grano seco,2976.7441860465115
789,673,666,751,2013-11-15,9.034722222,-76.57361111,2013-11-20,2014-01-03,2014-03-31,CORDOBA,COTORRA,Grano seco,5860.46511627907
791,674,668,425,2013-11-02,9.088055556,-76.53222222,2013-11-08,2013-12-20,2014-03-13,CORDOBA,LORICA,Grano seco,6466.279069767442
797,676,670,417,2013-09-17,8.549444444,-75.51166667,2013-09-23,2013-11-05,2014-01-15,CORDOBA,CERETE,Grano seco,6948.837209302326
804,680,674,418,2013-09-29,8.526666667,-75.50388889,2013-10-05,2013-11-18,2014-01-20,CORDOBA,CERETE,Grano seco,6483.720930232558
805,681,675,413,2013-07-19,8.978333333,-75.83194444,2013-07-26,2013-09-06,2013-12-20,CORDOBA,SAN PELAYO,Grano seco,6273.2558139534885
806,682,676,419,2013-09-13,8.8775,-75.82277778,2013-09-19,2013-10-31,2014-01-14,CORDOBA,CERETE,Grano seco,6404.6511627906975
807,683,677,818,2014-05-09,8.4425,-75.51861111,2014-05-13,2014-06-24,2014-09-02,CORDOBA,CIENAGA DE ORO,Grano seco,5720.930232558139
813,689,683,824,2014-05-07,8.575944444,-75.46227778,2014-05-13,2014-06-22,2014-09-12,CORDOBA,CERETE,Grano seco,3398.8372093023254
814,690,684,825,2014-05-19,8.215555556,-75.43722222,2014-05-23,2014-07-05,2014-09-20,CORDOBA,CIENAGA DE ORO,Grano seco,3720.9302325581393
816,692,686,827,2014-03-26,8.466944444,-75.50222222,2014-04-03,2014-05-12,2014-07-31,CORDOBA,MONTERIA,Grano seco,6197.674418604652
817,693,687,828,2014-05-06,8.638888889,-75.67527778,2014-05-14,2014-06-24,2014-09-18,CORDOBA,CERETE,Grano seco,3720.9302325581393
818,694,688,829,2014-05-10,9.037222222,-75.82361111,2014-05-17,2014-06-26,2014-09-12,CORDOBA,LORICA,Grano seco,4238.372093023256
820,696,690,831,2014-05-20,9.059722222,-75.73666667,2014-05-27,2014-07-07,2014-09-22,CORDOBA,LORICA,Grano seco,5244.186046511628
821,697,691,832,2014-05-08,9.017777778,-75.43416667,2014-05-13,2014-06-23,2014-09-12,CORDOBA,COTORRA,Grano seco,2860.4651162790697
823,699,693,834,2014-05-05,8.524166667,-75.45166667,2014-05-11,2014-06-25,2014-09-02,CORDOBA,SAN PELAYO,Grano seco,3296.5116279069766
824,700,695,835,2014-05-10,9.097222222,-75.41388889,2014-05-18,2014-06-27,2014-09-25,CORDOBA,COTORRA,Grano seco,3490.6976744186045
825,701,696,836,2014-05-20,9.624166667,-75.51083333,2014-05-27,2014-07-05,2014-09-25,CORDOBA,LORICA,Grano seco,3667.4418604651164
826,702,697,837,2014-05-12,8.5375,-75.42861111,2014-05-18,2014-06-30,2014-09-15,CORDOBA,SAN PELAYO,Grano seco,4238.372093023256
827,703,698,838,2014-05-01,9.061111111,-75.47305556,2014-05-07,2014-06-20,2014-09-28,CORDOBA,LORICA,Grano seco,4576.7441860465115
828,704,699,839,2014-05-10,9.089444444,-75.95388889,2014-05-15,2014-06-27,2014-09-18,CORDOBA,COTORRA,Grano seco,4709.302325581395
829,705,700,840,2014-05-04,9.076666667,-75.45833333,2014-05-10,2014-06-24,2014-09-18,CORDOBA,COTORRA,Grano seco,4576.7441860465115
830,706,701,841,2014-05-05,8.539722222,-75.49833333,2014-05-11,2014-06-24,2014-09-12,CORDOBA,SAN PELAYO,Grano seco,4053.4883720930234
834,710,705,845,2014-05-12,9.464722222,-75.64138889,2014-05-18,2014-07-04,2014-09-23,CORDOBA,COTORRA,Grano seco,3711.627906976744
835,711,706,846,2014-05-15,8.960555556,-75.41444444,2014-05-20,2014-07-05,2014-09-29,CORDOBA,CIENAGA DE ORO,Grano seco,4050.0
836,712,707,847,2014-05-10,8.8775,-76.28138889,2014-05-15,2014-06-29,2014-09-20,CORDOBA,CIENAGA DE ORO,Grano seco,4709.302325581395
838,714,709,849,2014-05-10,8.856111111,-76.46222222,2014-05-17,2014-06-29,2014-09-08,CORDOBA,CIENAGA DE ORO,Grano seco,4576.7441860465115
839,715,710,505,2013-04-30,8.716388889,-75.92388889,2013-05-06,2013-06-17,2013-09-05,CORDOBA,CERETE,Grano seco,5308.139534883721
840,716,711,850,2014-05-23,8.789722222,-75.70861111,2014-05-30,2014-07-12,2014-10-07,CORDOBA,CERETE,Grano seco,4709.302325581395
841,717,712,851,2013-05-01,8.975555556,-75.49638889,2013-05-13,2013-06-23,2013-09-17,CORDOBA,MONTERIA,Grano seco,6273.2558139534885
1770,1547,1381,1496,2014-08-28,8.898611111,-75.79166667,2014-09-01,2014-10-12,2015-01-20,CORDOBA,CIENAGA DE ORO,Grano seco,3623.2558139534885
1771,1548,1382,1497,2014-08-29,8.865833333,-75.71194444,2014-09-03,2014-10-17,2015-01-29,CORDOBA,CIENAGA DE ORO,Grano seco,3767.4418604651164
1772,1549,1383,1498,2014-10-01,8.901666667,-75.76416667,2014-10-08,2014-11-14,2015-02-06,CORDOBA,CERETE,Grano seco,3348.8372093023254
1773,1550,1384,1499,2014-09-19,8.873611111,-75.70916667,2014-09-23,2014-11-15,2015-01-30,CORDOBA,CIENAGA DE ORO,Grano seco,4238.372093023256
1778,1555,1388,1504,2014-08-10,8.878611111,-75.70666667,2014-08-16,2014-09-27,2014-12-23,CORDOBA,CIENAGA DE ORO,Grano seco,4825.581395348838
1799,1575,1407,1522,2014-08-27,9.099166667,-75.86944444,2014-09-02,2014-10-14,2015-01-05,CORDOBA,COTORRA,Grano seco,3813.953488372093
1800,1576,1408,1523,2014-09-08,8.906111111,-75.75777778,2014-09-15,2014-10-22,2015-01-28,CORDOBA,CERETE,Grano seco,3860.46511627907
2007,1789,1662,1825,2015-05-08,9.188794444,-75.82285,2015-05-17,2015-07-03,2015-09-28,CORDOBA,LORICA,Grano seco,3051.1627906976746
2008,1790,1663,1826,2015-05-15,8.97405,-75.62902222,2015-05-19,2015-07-07,2015-09-17,CORDOBA,CIENAGA DE ORO,Grano seco,1506.9767441860465
2010,1792,1676,1841,2015-05-27,8.950055556,-75.8,2015-06-01,2015-07-18,2015-10-04,CORDOBA,SAN PELAYO,Grano seco,5720.930232558139
2011,1793,1677,1842,2015-05-27,8.905,-75.8045,2015-06-01,2015-07-18,2015-09-28,CORDOBA,CERETE,Grano seco,5674.418604651163
2012,1794,1678,1856,2015-05-25,9.093333333,-75.80024167,2015-05-28,2015-07-16,2015-10-01,CORDOBA,LORICA,Grano seco,3255.813953488372
2013,1796,1681,1866,2015-05-23,9.078861111,-75.81130556,2015-05-27,2015-07-15,2015-09-28,CORDOBA,LORICA,Grano seco,3813.953488372093
2014,1797,1680,1866,2015-05-24,9.091111111,-75.8125,2015-05-28,2015-07-14,2015-09-22,CORDOBA,LORICA,Grano seco,2139.5348837209303
2015,1798,1682,1843,2015-05-27,8.905333333,-75.80452778,2015-06-01,2015-07-18,2015-10-07,CORDOBA,CERETE,Grano seco,5625.581395348838
2016,1799,1683,1843,2015-05-28,8.90525,-75.80505556,2015-06-02,2015-07-17,2015-10-07,CORDOBA,CERETE,Grano seco,5547.558139534884
2017,1800,1684,1876,2015-05-18,9.190894444,-75.82161944,2015-05-19,2015-07-08,2015-09-21,CORDOBA,LORICA,Grano seco,1209.3023255813953
2018,1801,1700,1894,2015-05-25,8.907977778,-75.77895278,2015-05-29,2015-07-15,2015-09-29,CORDOBA,CERETE,Grano seco,5212.209302325581
2020,1803,1702,1896,2015-05-17,8.95325,-75.74555556,2015-05-23,2015-07-15,2015-09-19,CORDOBA,CERETE,Grano seco,3858.139534883721
2021,1804,1703,1897,2015-05-20,8.955094444,-75.74631944,2015-05-25,2015-07-17,2015-09-18,CORDOBA,CERETE,Grano seco,5933.720930232558
2022,1805,1704,1898,2015-05-26,8.86525,-75.74630556,2015-05-31,2015-07-14,2015-09-28,CORDOBA,CERETE,Grano seco,3174.4186046511627
2029,1812,1711,1903,2015-05-20,8.877253128,-75.81922778,2015-05-24,2015-07-10,2015-09-15,CORDOBA,CERETE,Grano seco,2186.046511627907
2030,1814,1714,1907,2015-05-30,8.877211111,-75.82514722,2015-06-05,2015-07-14,2015-10-05,CORDOBA,CERETE,Grano seco,5236.0465116279065
2031,1815,1715,1844,2015-05-26,8.965555556,-75.79741667,2015-05-31,2015-07-17,2015-09-29,CORDOBA,SAN PELAYO,Grano seco,5180.232558139535
2032,1816,1716,1920,2015-05-21,8.930150592,-75.8378772,2015-05-26,2015-07-10,2015-09-24,CORDOBA,SAN PELAYO,Grano seco,3527.906976744186
2035,1820,1720,1924,2015-05-26,8.889105556,-75.81840278,2015-05-29,2015-07-14,2015-10-10,CORDOBA,CERETE,Grano seco,3720.9302325581393
2038,1822,1722,1925,2015-05-20,8.891635754,-75.81876618,2015-05-25,2015-07-10,2015-10-08,CORDOBA,CERETE,Grano seco,2860.4651162790697
2039,1823,1723,1926,2015-05-27,8.890177778,-75.81675,2015-06-01,2015-07-20,2015-10-05,CORDOBA,CERETE,Grano seco,1906.9767441860465
2040,1824,1724,1927,2015-05-31,8.919763748,-75.76561017,2015-06-04,2015-07-24,2015-09-29,CORDOBA,CERETE,Grano seco,1995.3488372093022
2041,1825,1725,1928,2015-05-28,8.91297628,-75.76676621,2015-06-01,2015-07-18,2015-09-30,CORDOBA,CERETE,Grano seco,2086.046511627907
2042,1826,1726,1929,2015-05-03,8.909429094,-75.76712283,2015-05-08,2015-06-25,2015-08-25,CORDOBA,CERETE,Grano seco,2418.6046511627906
2043,1827,1727,1930,2015-05-18,8.915188814,-75.76638889,2015-05-22,2015-07-10,2015-09-18,CORDOBA,CERETE,Grano seco,1032.5581395348836
2044,1828,1728,1931,2015-05-15,8.937051501,-75.76817204,2015-05-20,2015-07-07,2015-09-21,CORDOBA,CERETE,Grano seco,3534.883720930233
2045,1829,1729,1931,2015-05-15,8.934349447,-75.77053586,2015-05-20,2015-07-06,2015-09-20,CORDOBA,CERETE,Grano seco,5193.023255813953
2047,1833,1733,1935,2015-05-20,9.1185,-75.79641667,2015-05-24,2015-07-12,2015-09-28,CORDOBA,LORICA,Grano seco,2046.5116279069766
2048,1830,1730,1932,2015-05-28,8.897564749,-75.77410374,2015-05-31,2015-07-12,2015-10-02,CORDOBA,CERETE,Grano seco,3530.232558139535
2050,1871,1754,1919,2015-05-16,8.898472222,-75.76838889,2015-05-21,2015-07-05,2015-09-20,CORDOBA,CERETE,Grano seco,5933.720930232558
2051,1818,1719,1841,2015-05-26,8.96575,-75.79744444,2015-05-31,2015-07-17,2015-09-27,CORDOBA,SAN PELAYO,Grano seco,5651.162790697675
2052,1819,1718,1922,2015-05-18,8.953027778,-75.79072222,2015-05-23,2015-07-08,2015-09-22,CORDOBA,SAN PELAYO,Grano seco,6511.627906976744
2053,1872,1755,1921,2015-05-25,8.940555556,-75.76797222,2015-05-30,2015-07-17,2015-09-25,CORDOBA,CERETE,Grano seco,6626.7441860465115
2057,1795,1679,1859,2015-05-20,9.089888889,-75.80655556,2015-05-24,2015-07-10,2015-09-28,CORDOBA,LORICA,Grano seco,1695.3488372093022
2063,1879,1761,1935,2015-05-18,9.117527778,-75.79205556,2015-05-22,2015-07-08,2015-09-28,CORDOBA,LORICA,Grano seco,2260.4651162790697
2065,1880,1764,1901,2015-05-12,9.098888889,-75.80758333,2015-05-18,2015-07-07,2015-09-22,CORDOBA,LORICA,Grano seco,3069.767441860465
2066,1881,1763,1947,2015-05-18,9.118138889,-75.79680556,2015-05-23,2015-07-12,2015-09-23,CORDOBA,LORICA,Grano seco,2418.6046511627906
2068,1887,1770,1949,2015-05-20,9.105305556,-75.79336111,2015-05-23,2015-07-08,2015-09-25,CORDOBA,LORICA,Grano seco,2604.6511627906975
2069,1904,1783,1961,2015-05-22,9.047703481,-75.78254888,2015-05-27,2015-07-12,2015-10-12,CORDOBA,COTORRA,Grano seco,3527.906976744186
2070,1886,1768,1952,2015-05-23,9.118972222,-75.79822222,2015-05-27,2015-07-12,2015-09-28,CORDOBA,LORICA,Grano seco,2883.720930232558
2071,1889,1771,1950,2015-05-25,9.117972222,-75.79205556,2015-05-29,2015-07-18,2015-10-02,CORDOBA,LORICA,Grano seco,1811.6279069767443
2072,1891,1773,1950,2015-05-21,9.117583333,-75.79591667,2015-05-24,2015-07-09,2015-09-28,CORDOBA,LORICA,Grano seco,2232.5581395348836
2073,1894,1775,1951,2015-05-20,9.119083333,-75.79727778,2015-05-23,2015-07-09,2015-09-28,CORDOBA,LORICA,Grano seco,3162.7906976744184
2074,1897,1776,1953,2015-05-23,9.138305556,-75.77797222,2015-05-27,2015-07-14,2015-10-02,CORDOBA,LORICA,Grano seco,2883.720930232558
2076,1898,1780,1954,2015-05-18,9.062472222,-75.82288889,2015-05-22,2015-07-09,2015-09-28,CORDOBA,LORICA,Grano seco,2790.6976744186045
2077,1899,1778,1954,2015-05-24,9.071638889,-75.82477778,2015-05-28,2015-07-13,2015-10-02,CORDOBA,LORICA,Grano seco,2976.7441860465115
2078,1884,1767,1919,2015-05-18,8.898833333,-75.7605,2015-05-23,2015-07-09,2015-09-20,CORDOBA,CERETE,Grano seco,5933.720930232558
2079,1905,1786,1966,2015-05-07,8.936779146,-75.7699088,2015-05-12,2015-06-27,2015-09-20,CORDOBA,CERETE,Grano seco,4744.186046511628
2080,1906,1787,1967,2015-05-11,8.936666667,-75.77002778,2015-05-16,2015-07-02,2015-09-18,CORDOBA,CERETE,Grano seco,4709.302325581395
2081,1907,1788,1968,2015-05-09,8.93575,-75.76947222,2015-05-14,2015-07-01,2015-09-14,CORDOBA,CERETE,Grano seco,4672.093023255814
2082,1902,1781,1964,2015-05-20,9.04151764,-75.78270536,2015-05-24,2015-07-18,2015-09-21,CORDOBA,COTORRA,Grano seco,3234.232558139535
2083,1908,1789,1969,2015-05-11,8.936083333,-75.76958333,2015-05-15,2015-07-02,2015-09-17,CORDOBA,CERETE,Grano seco,4709.302325581395
2084,1903,1782,1960,2015-05-21,9.05034365,-75.77926738,2015-05-26,2015-07-16,2015-10-12,CORDOBA,COTORRA,Grano seco,3261.6279069767443
2086,1909,1790,1970,2015-05-20,8.930222222,-75.76963889,2015-05-25,2015-07-11,2015-09-19,CORDOBA,CERETE,Grano seco,5372.093023255814
2088,1910,1791,1971,2015-05-20,8.934138889,-75.76997222,2015-05-25,2015-07-10,2015-09-22,CORDOBA,CERETE,Grano seco,4576.7441860465115
2089,1831,1731,1933,2015-05-20,8.907114327,-75.76800716,2015-05-24,2015-07-20,2015-09-22,CORDOBA,CERETE,Grano seco,1995.3488372093022
2090,1911,1793,1972,2015-05-14,8.875861111,-75.76413889,2015-05-19,2015-07-05,2015-09-20,CORDOBA,CERETE,Grano seco,4988.372093023256
2091,1912,1794,1973,2015-05-23,8.937907,-75.756547,2015-05-28,2015-07-13,2015-09-25,CORDOBA,CERETE,Grano seco,5244.186046511628
2092,1913,1795,1972,2015-05-22,8.883101,-75.773501,2015-05-27,2015-08-13,2015-09-30,CORDOBA,CERETE,Grano seco,4476.7441860465115
2098,1940,1813,2002,2015-05-23,9.140777778,-75.77497222,2015-05-27,2015-06-15,2015-10-01,CORDOBA,LORICA,Grano seco,2511.6279069767443
2099,1939,1814,2002,2015-05-21,9.140944444,-75.77522222,2015-05-25,2015-07-12,2015-09-28,CORDOBA,LORICA,Grano seco,1130.2325581395348
2100,1938,1815,2008,2015-05-24,9.150944444,-75.77330556,2015-05-28,2015-07-16,2015-09-28,CORDOBA,LORICA,Grano seco,2883.720930232558
2101,1937,1816,2007,2015-05-20,9.130027778,-75.78247222,2015-05-24,2015-07-11,2015-10-01,CORDOBA,LORICA,Grano seco,2232.5581395348836
2102,1936,1817,2006,2015-05-21,9.097861111,-75.80822222,2015-05-25,2015-08-13,2015-09-28,CORDOBA,LORICA,Grano seco,3013.953488372093
2103,1935,1818,2005,2015-05-25,9.102194444,-75.80163889,2015-05-29,2015-07-15,2015-09-30,CORDOBA,LORICA,Grano seco,4744.186046511628
2104,1934,1819,2004,2015-05-20,9.101166667,-75.79919444,2015-05-24,2015-07-10,2015-10-02,CORDOBA,LORICA,Grano seco,1674.4186046511627
2105,1932,1821,1991,2015-05-12,8.956,-75.63316667,2015-05-15,2015-07-02,2015-09-21,CORDOBA,CIENAGA DE ORO,Grano seco,1601.1627906976744
2107,1946,1829,1842,2015-05-19,8.954833333,-75.7925,2015-05-24,2015-07-11,2015-09-25,CORDOBA,SAN PELAYO,Grano seco,6511.627906976744
2109,1933,1820,2003,2015-05-20,8.929638889,-75.66944444,2015-05-24,2015-07-12,2015-09-28,CORDOBA,CIENAGA DE ORO,Grano seco,3069.767441860465
2110,1947,1830,1972,2015-05-23,8.884976,-75.771774,2015-05-28,2015-07-14,2015-10-02,CORDOBA,CERETE,Grano seco,4534.883720930232
2111,1948,1831,2018,2015-05-01,8.903361111,-75.77441667,2015-05-06,2015-06-23,2015-09-05,CORDOBA,CERETE,Grano seco,5695.3488372093025
2113,1950,1833,2020,2015-05-20,8.974333333,-75.76347222,2015-06-09,2015-07-15,2015-09-30,CORDOBA,SAN PELAYO,Grano seco,4709.302325581395
2117,1952,1835,2022,2015-05-27,8.973222222,-75.76463889,2015-06-01,2015-07-16,2015-10-04,CORDOBA,SAN PELAYO,Grano seco,4897.674418604651
2118,1953,1836,2023,2015-05-21,8.975611111,-75.76238889,2015-05-26,2015-07-13,2015-09-27,CORDOBA,SAN PELAYO,Grano seco,4897.674418604651
2119,1954,1837,1921,2015-05-22,8.952861111,-75.78933333,2015-05-27,2015-07-13,2015-09-30,CORDOBA,SAN PELAYO,Grano seco,6009.069767441861
2120,1955,1838,1842,2015-05-30,8.969910166,-75.79632051,2015-06-04,2015-07-16,2015-10-05,CORDOBA,SAN PELAYO,Grano seco,5368.604651162791
2126,1929,1796,1981,2015-05-25,8.890527127,-75.81605045,2015-05-30,2015-07-25,2015-09-20,CORDOBA,CERETE,Grano seco,3255.813953488372
2128,1927,1798,1979,2015-05-27,8.893530172,-75.81792911,2015-06-01,2015-07-25,2015-09-26,CORDOBA,CERETE,Grano seco,2354.6511627906975
2129,1926,1799,1978,2015-05-15,8.876392052,-75.81489378,2015-05-20,2015-07-05,2015-10-13,CORDOBA,CERETE,Grano seco,2790.6976744186045
2130,1925,1800,1977,2015-05-17,8.877181773,-75.80449763,2015-05-20,2015-07-10,2015-09-12,CORDOBA,CERETE,Grano seco,4595.3488372093025
2132,1923,1802,1975,2015-05-16,8.923844021,-75.74833333,2015-05-21,2015-07-13,2015-09-15,CORDOBA,CERETE,Grano seco,2679.06976744186
2134,1921,1804,1989,2015-05-20,8.907980117,-75.81427808,2015-05-25,2015-07-10,2015-09-16,CORDOBA,CERETE,Grano seco,4186.0465116279065
2135,1920,1805,1988,2015-05-21,8.932121845,-75.78966888,2015-05-29,2015-07-14,2015-10-05,CORDOBA,CERETE,Grano seco,6865.116279069768
2136,1919,1806,1987,2015-05-20,8.842755784,-75.75196818,2015-05-25,2015-07-15,2015-09-25,CORDOBA,CERETE,Grano seco,4534.883720930232
2137,1918,1807,1986,2015-05-16,8.842154791,-75.7530623,2015-05-20,2015-07-10,2015-09-15,CORDOBA,CERETE,Grano seco,2790.6976744186045
2138,1917,1808,1985,2015-05-06,8.907383333,-75.75767778,2015-05-21,2015-07-06,2015-09-12,CORDOBA,CERETE,Grano seco,3534.883720930233
2140,1915,1810,1983,2015-05-25,8.855786863,-75.7565522,2015-05-30,2015-07-14,2015-09-23,CORDOBA,CERETE,Grano seco,4539.53488372093
2143,1961,1850,2029,2015-06-08,8.943277778,-75.65369444,2015-06-12,2015-07-30,2015-10-06,CORDOBA,CIENAGA DE ORO,Grano seco,3441.860465116279
2145,1962,1849,2030,2015-05-24,8.93525,-75.65805556,2015-05-24,2015-07-13,2015-09-28,CORDOBA,CIENAGA DE ORO,Grano seco,2825.5813953488373
2153,1976,1871,2067,2015-05-21,8.788111111,-75.72397222,2015-05-28,2015-07-22,2015-10-03,CORDOBA,SAN CARLOS,Grano seco,4186.0465116279065
2154,1977,1874,2068,2015-04-22,8.792472222,-75.71877778,2015-04-27,2015-06-11,2015-09-17,CORDOBA,SAN CARLOS,Grano seco,4465.116279069767
2157,2000,1861,2065,2015-05-26,9.04381818,-75.75040423,2015-06-02,2015-07-23,2015-09-21,CORDOBA,COTORRA,Grano seco,1695.3488372093022
2158,2003,1886,2069,2015-05-25,8.904435,-75.809724,2015-05-30,2015-07-16,2015-09-23,CORDOBA,CERETE,Grano seco,4625.581395348837
2159,2004,1887,2070,2015-05-25,8.976401,-75.770993,2015-05-30,2015-07-18,2015-10-03,CORDOBA,SAN PELAYO,Grano seco,5086.046511627907
2160,2005,1888,2071,2015-05-20,8.900059,-75.808925,2015-05-25,2015-07-11,2015-09-28,CORDOBA,CERETE,Grano seco,4709.302325581395
2161,2006,1889,2072,2015-05-15,8.901638,-75.809702,2015-05-20,2015-07-07,2015-09-23,CORDOBA,CERETE,Grano seco,4991.86046511628
2163,2007,1890,1923,2015-05-22,8.957739318,-75.78242548,2015-05-27,2015-07-14,2015-09-27,CORDOBA,SAN PELAYO,Grano seco,5116.279069767442
2164,1998,1863,2064,2015-06-01,9.03581091,-75.75907844,2015-06-06,2015-07-21,2015-10-12,CORDOBA,COTORRA,Grano seco,1871.6279069767443
2165,2008,1891,1923,2015-05-21,8.960277778,-75.78588889,2015-05-26,2015-07-10,2015-09-30,CORDOBA,SAN PELAYO,Grano seco,5339.53488372093
2166,1997,1864,2063,2015-05-25,9.035695218,-75.75717892,2015-05-30,2015-07-15,2015-10-12,CORDOBA,COTORRA,Grano seco,1804.8837209302324
