ID_EVENTO,ID_LOTE,FECHA_SIEMBRA,FECHA_EMERGENCIA,FECHA_COSECHA,FECHA_FLORACION
4608,4179,2016-06-10,2016-06-16,2016-10-11,2016-08-04
4609,4177,2016-05-25,2016-05-26,2016-10-08,2016-07-13
4610,4178,2016-05-08,2016-05-14,2016-09-20,2016-07-02
4611,4175,2016-05-08,2016-05-15,2016-09-23,2016-07-03
4612,4176,2016-05-08,2016-05-14,2016-09-25,2016-07-02
4613,4214,2016-05-02,2016-05-07,2016-09-12,2016-06-26
4614,4157,2016-05-24,2016-05-30,2016-10-08,2016-07-19
4615,4167,2016-05-09,2016-05-15,2016-09-25,2016-07-04
4616,4269,2016-05-12,2016-05-17,2016-09-26,2016-07-07
4618,4277,2016-05-12,2016-05-16,2016-09-26,2016-07-05
4620,4276,2016-05-08,2016-05-12,2016-09-26,2016-07-08
4621,4274,2016-05-11,2016-05-16,2016-09-22,2016-07-04
4623,4278,2016-05-11,2016-05-17,2016-09-22,2016-07-08
4625,4271,2016-05-11,2016-05-16,2016-09-22,2016-07-03
4627,4272,2016-05-11,2016-05-16,2016-09-24,2016-07-05
4628,4273,2016-05-15,2016-05-21,2016-10-01,2016-07-09
4629,4169,2016-05-25,2016-05-30,2016-10-03,2016-07-16
4630,4168,2016-05-25,2016-05-31,2016-09-30,2016-07-18
4631,4224,2016-04-29,2016-05-04,2016-09-10,2016-06-22
4632,4267,2016-05-16,2016-05-21,2016-09-12,2016-07-08
4633,4266,2016-05-22,2016-05-27,2016-10-06,2016-07-15
4634,4294,2016-05-15,2016-05-21,2016-09-30,2016-07-09
4635,4309,2016-05-11,2016-05-17,2016-09-26,2016-07-05
4636,4229,2016-05-07,2016-05-13,2016-09-09,2016-06-30
4637,4226,2016-05-18,2016-05-24,2016-09-05,2016-07-12
4638,4227,2016-05-18,2016-05-25,2016-10-05,2016-07-14
4639,4158,2016-05-09,2016-05-14,2016-09-25,2016-07-05
4640,4312,2016-05-19,2016-05-20,2016-09-30,2016-07-08
4641,4159,2016-05-09,2016-05-15,2016-09-24,2016-07-03
4642,4311,2016-05-19,2016-05-26,2016-09-30,2016-07-16
4643,4310,2016-05-19,2016-05-26,2016-09-30,2016-07-18
4644,4255,2016-05-16,2016-05-20,2016-09-28,2016-07-10
4645,4254,2016-05-16,2016-05-21,2016-09-28,2016-07-09
4647,4314,2016-05-20,2016-05-25,2016-10-05,2016-07-12
4650,4154,2016-05-15,2016-05-21,2016-09-30,2016-07-10
4651,4315,2016-05-20,2016-05-26,2016-10-05,2016-07-14
4652,4156,2016-05-24,2016-05-31,2016-10-12,2016-07-18
4653,4318,2016-05-09,2016-05-15,2016-09-21,2016-07-05
4654,4316,2016-05-09,2016-05-14,2016-09-21,2016-07-02
4655,4317,2016-05-09,2016-05-15,2016-09-21,2016-07-04
4656,4264,2016-05-09,2016-05-15,2016-09-26,2016-07-04
4657,4260,2016-05-22,2016-05-28,2016-10-09,2016-07-08
4658,4262,2016-05-04,2016-05-10,2016-09-20,2016-06-28
4659,4263,2016-05-04,2016-05-10,2016-09-20,2016-06-29
4660,4313,2016-05-18,2016-05-24,2016-10-02,2016-07-13
4661,4225,2016-05-20,2016-05-26,2016-10-07,2016-07-14
4662,4155,2016-05-03,2016-05-08,2016-09-18,2016-06-26
4663,4231,2016-05-12,2016-05-18,2016-09-28,2016-07-06
4664,4164,2016-05-20,2016-05-26,2016-10-05,2016-07-15
4665,4259,2016-05-09,2016-05-15,2016-09-24,2016-07-05
4666,4165,2016-05-23,2016-05-28,2016-10-08,2016-07-19
4667,4161,2016-05-08,2016-05-14,2016-09-24,2016-07-04
4668,4160,2016-05-08,2016-05-13,2016-09-26,2016-07-02
4669,4256,2016-05-23,2016-05-28,2016-10-10,2016-07-17
4670,4268,2016-05-11,2016-05-17,2016-09-22,2016-07-05
4671,4323,2016-05-21,2016-05-25,2016-10-04,2016-07-13
4672,4322,2016-05-14,2016-05-20,2016-09-30,2016-07-08
4673,4321,2016-05-07,2016-05-12,2016-09-23,2016-07-02
4674,4320,2016-05-09,2016-05-15,2016-09-21,2016-07-03
4675,4319,2016-05-09,2016-05-14,2016-09-21,2016-07-05
