ID_EVENTO,ID_LOTE,TIPO_SIEMBRA,SEM_TRATADAS,MATERIAL_GENETICO,CULT_ANT,DRENAJE,METODO_COSECHA,ALMACENAMIENTO_FINCA,AREA,RDT_AJUSTADO,DIAS_EN_EMERGER,DIAS_EN_EMERGER_A_FLORECER,DIAS_EN_FLORECER_A_COSECHAR,POBLACION_20DIAS_AJT,ALTURA_LOT,ContEnfQui_Antes_Siem,ContEnfQui_Siem_Eme,ContEnfQui_Emer_Flor,ContEnfQui_Flor_Cose,ContMalMec_Antes_Siem,ContMalMec_Siem_Emer,ContMalMec_Emer_Flor,ContMalMec_Flor_Cose,ContMalQui_Antes_Siem,ContMalQui_Siem_Emer,ContMalQui_Emer_Flor,ContMalQui_Flor_Cose,ContPlaQui_Antes_Siem,ContPlaQui_Siem_Emer,ContPlaQui_Emer_Flor,ContPlaQui_Flor_Cose,TotN_Antes_Siem,TotN_Siem_Emer,TotN_Emer_Flor,TotP_Antes_Siem,TotP_Siem_Emer,TotP_Emer_Flor,TotK_Antes_Siem,TotK_Siem_Emer,TotK_Emer_Flor,FerOrg_Antes_Siem,FerOrg_Siem_Emer,FerOrg_Emer_Flor,FerQui_Antes_Siem,FerQui_Siem_Emer,FerQui_Emer_Flor
2032,1816,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Manual,NO,5,3527.906977,5,45,76,72000,17,0,0,0,0,0,0,0,0,0,2,1,0,0,1,4,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
2035,1820,Mecanizado,NO,Otro,Frijol,SI,Manual,NO,1.5,3720.930233,3,46,88,70000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,70,0,0,14,0,0,63,0,0,0,0,0,2
2038,1822,Mecanizado,NO,Otro,,SI,Manual,NO,7,2860.465116,5,46,90,58000,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
2039,1823,Manual,NO,DK 1040,Frijol,SI,Manual,SI,1.5,1906.976744,5,49,77,66000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,2
2040,1824,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,14,1995.348837,4,50,67,65000,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,138,0,0,0,0,0,60,0,0,0,0,0,4
2041,1825,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,15,2086.046512,4,47,74,70000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,138,0,0,0,0,0,60,0,0,0,0,0,4
2042,1826,Mecanizado,NO,DK 234 YGRR,Algodón,SI,Manual,SI,4,2418.604651,5,48,61,87500,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
2043,1827,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Manual,NO,1.5,1032.55814,4,49,70,70000,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
2044,1828,Manual,SI,PAC 105,Pastos,SI,Manual,NO,1,3534.883721,5,48,76,66000,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,138,0,0,0,0,0,60,0,0,0,0,0,4
2045,1829,Manual,NO,P3966 (Pioneer),Algodón,SI,Manual,NO,3.5,5193.023256,5,47,76,66000,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,138,0,0,0,0,0,60,0,0,0,0,0,4
2047,1833,Manual,NO,DK 234,Algodón,NO,Manual,NO,2,2046.511628,4,49,78,60000,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2048,1830,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,1.5,3530.232558,3,42,82,55000,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
2050,1871,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,7,5933.72093,5,45,77,75000,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,0,9,0,0,23,0,0,30,30,0,0,0,0,2,1
2051,1818,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,6,5651.162791,5,47,72,75500,17,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,115,0,0,0,0,0,30,0,0,0,0,0,3
2052,1819,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,10,6511.627907,5,46,76,76000,17,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,2,0,0,9,0,0,23,0,0,60,0,0,0,0,0,3
2053,1872,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,55,6626.744186,5,48,70,75000,17,0,0,0,1,0,0,0,0,0,1,2,0,0,2,5,2,0,9,0,0,23,0,0,30,30,0,0,0,0,2,1
2057,1795,Mecanizado,NO,PAC 105,Algodón,NO,Manual,NO,1,1695.348837,4,47,80,60000,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,3
2063,1879,Manual,NO,DK 234,Algodón,NO,Manual,NO,2,2260.465116,4,47,82,60000,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2065,1880,Mecanizado,SI,Impacto (Syngenta),Algodón,SI,Mecanizada,NO,20,3069.767442,6,50,77,60000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1
2066,1881,Manual,NO,DK 234,Algodón,NO,Manual,NO,1,2418.604651,5,50,73,60000,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2068,1887,Manual,NO,DK 1596,Algodón,NO,Manual,NO,2,2604.651163,3,46,79,60000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,2
2069,1904,Mecanizado,NO,Otro,Algodón,SI,Mecanizada,NO,9.5,3527.906977,5,46,92,62500,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2070,1886,Manual,NO,PAC 105,Algodón,SI,Manual,NO,2.5,2883.72093,4,46,78,60000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,2
2071,1889,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,4,1811.627907,4,50,76,60000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1
2072,1891,Mecanizado,NO,DK 234,Algodón,SI,Manual,NO,5,2232.55814,3,46,81,62000,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1
2073,1894,Mecanizado,NO,DK 234,Frijol,NO,Manual,NO,1,3162.790698,3,47,81,60000,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,2
2074,1897,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,2,2883.72093,4,48,80,60000,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2076,1898,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,3.3,2790.697674,4,48,81,60000,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71,0,0,4,0,0,24,0,0,0,0,0,2
2077,1899,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,2,2976.744186,4,46,81,60000,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,71,0,0,4,0,0,24,0,0,0,0,0,2
2078,1884,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,15,5933.72093,5,47,73,75000,17,0,0,0,1,0,0,0,0,0,1,1,0,0,2,3,2,0,9,115,0,23,0,0,30,30,0,0,0,0,2,3
2079,1905,Manual,NO,DK 234,Algodón,SI,Manual,SI,1,4744.186047,5,46,85,73000,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,1
2080,1906,Manual,NO,DK 234,Algodón,SI,Manual,SI,1,4709.302326,5,47,78,73000,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2081,1907,Manual,NO,DK 234,Algodón,SI,Manual,SI,1,4672.093023,5,48,75,73000,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1
2082,1902,Manual,NO,PAC 105,Algodón,NO,Manual,NO,2.3,3234.232558,4,55,65,75000,7,0,0,1,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,30,0,0,30,0,0,30,0,0,0,0,0,2
2083,1908,Manual,NO,Otro,Maiz,SI,Manual,SI,1,4709.302326,4,48,77,73000,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,23,0,0,0,0,0,30,0,0,0,0,0,2
2084,1903,Mecanizado,NO,P3966 (Pioneer),Algodón,SI,Mecanizada,NO,7.8,3261.627907,5,51,88,55000,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,161,0,0,0,0,45,0,0,0,0,0,1,2
2086,1909,Manual,NO,Otro,Algodón,SI,Manual,NO,1,5372.093023,5,47,70,73000,18,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,126.5,0,0,0,0,0,30,0,0,0,0,0,3
2088,1910,Manual,NO,Otro,Algodón,SI,Manual,SI,1,4576.744186,5,46,74,73000,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,1
2089,1831,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,6,1995.348837,4,57,64,85700,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,46,0,0,0,0,0,60,0,0,0,0,0,4
2090,1911,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,29,4988.372093,5,47,77,75000,17,0,0,1,0,0,0,0,0,0,2,1,0,0,1,2,0,0,11.25,28,0,11.25,0,0,11.25,30,0,0,0,0,1,3
2091,1912,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Manual,SI,3.5,5244.186047,5,46,74,71000,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,2
2092,1913,Mecanizado,SI,P3966 (Pioneer),Algodón,SI,Manual,NO,7,4476.744186,5,78,48,75000,17,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,11.25,28,0,11.25,0,0,11.25,30,0,0,0,0,1,3
2098,1940,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,2.3,2511.627907,4,19,108,60000,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1
2099,1939,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,2,1130.232558,4,48,78,60000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1
2100,1938,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,6,2883.72093,4,49,74,55000,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1
2101,1937,Mecanizado,NO,DK 234,Algodón,NO,Manual,NO,1,2232.55814,4,48,82,55000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1
2102,1936,Mecanizado,SI,DK7088,Algodón,SI,Mecanizada,NO,15.1,3013.953488,4,80,46,62000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2103,1935,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,NO,2,4744.186047,4,47,77,55000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,80.5,0,0,0,0,0,0,0,0,0,0,0,3
2104,1934,Manual,SI,PAC 105,Algodón,NO,Manual,NO,1,1674.418605,4,47,84,55000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2105,1932,Manual,NO,Otro,Maiz,NO,Manual,NO,1,1601.162791,3,48,81,60000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,2
2107,1946,Mecanizado,SI,P3966 (Pioneer),Algodón,SI,Mecanizada,NO,11,6511.627907,5,48,76,74000,16,0,0,0,1,0,0,0,0,0,2,1,0,0,1,9,2,0,9,92,0,23,0,0,30,30,0,0,0,0,2,3
2109,1933,Mecanizado,SI,DK 234,Algodón,SI,Mecanizada,NO,26,3069.767442,4,49,78,60000,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46,0,0,0,0,0,30,0,0,0,0,0,3
2110,1947,Mecanizado,SI,Otro,Algodón,SI,Manual,NO,5,4534.883721,5,47,80,72000,17,0,0,1,0,0,0,0,0,0,2,3,0,0,1,3,0,0,11.25,28,0,11.25,0,0,11.25,30,0,0,0,0,1,3
2111,1948,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,5,5695.348837,5,48,74,73000,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,131.1,0,23,0,0,75,0,0,0,0,0,2,2
2113,1950,Mecanizado,SI,DK 234,Algodón,SI,Manual,SI,2.2,4709.302326,20,36,77,73000,16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
2117,1952,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Manual,SI,1.3,4897.674419,5,45,80,72000,16,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,2
2118,1953,Mecanizado,NO,DK 234,Algodón,SI,Manual,SI,3,4897.674419,5,48,76,72000,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,4
2119,1954,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,14,6009.069767,5,47,79,72000,17,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,9,115,0,23,0,0,30,30,0,0,0,0,2,3
2120,1955,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,6,5368.604651,5,42,81,73000,16,0,0,1,0,0,0,0,0,0,2,1,0,0,1,4,0,0,9,115,0,23,0,0,30,30,0,0,0,0,2,3
2126,1929,Manual,NO,DK 234 YGRR,Frijol,SI,Manual,NO,1,3255.813953,5,56,57,62000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,2
2128,1927,Manual,NO,PIONEER 30F35,Frijol,SI,Manual,NO,1,2354.651163,5,54,63,62000,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,46,0,0,0,0,0,60,0,0,0,0,0,4
2129,1926,Mecanizado,NO,Otro,Frijol,SI,Mecanizada,SI,9,2790.697674,5,46,100,55000,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,57.5,0,0,0,0,0,15,0,0,0,0,0,4
2130,1925,Mecanizado,NO,P4082 (Pioneer),Pastos,SI,Mecanizada,NO,10.5,4595.348837,3,51,64,75000,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,92,0,0,0,0,45,0,0,0,0,0,1,2
2132,1923,Mecanizado,NO,DK 234,Algodón,SI,Manual,NO,9,2679.069767,5,53,64,55000,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80.5,0,0,0,0,0,30,0,0,0,0,0,3
2134,1921,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Mecanizada,NO,2,4186.046512,5,46,68,65000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,5
2135,1920,Mecanizado,SI,P4082 (Pioneer),Maiz,SI,Mecanizada,NO,42,6865.116279,8,46,83,75000,11,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,3,92,0,6,0,0,3,0,0,0,0,0,1,2
2136,1919,Mecanizado,NO,DK 234,Algodón,SI,Manual,NO,7,4534.883721,5,51,72,75000,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2137,1918,Mecanizado,NO,ICA V 156,Algodón,SI,Manual,NO,4.5,2790.697674,4,51,67,75000,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,3
2138,1917,Mecanizado,NO,DK 234,Algodón,SI,Mecanizada,NO,21,3534.883721,15,46,68,62500,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,9.6,46,0,19.2,0,0,9.6,30,0,0,0,0,1,2
2140,1915,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Manual,NO,2,4539.534884,5,45,71,62500,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,100,0,0,47.5,0,0,97.5,0,0,0,0,0,2
2143,1961,Mecanizado,NO,Otro,Algodón,NO,Manual,NO,2,3441.860465,4,48,68,60000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2145,1962,Mecanizado,SI,P4082 (Pioneer),Algodón,NO,Manual,NO,2,2825.581395,0,50,77,60000,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,84,0,0,0,0,0,10,0,0,0,0,0,2
2153,1976,Mecanizado,NO,DK 234,Pastos,NO,Manual,SI,1,4186.046512,7,55,73,13500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,2
2154,1977,Mecanizado,SI,P3966 (Pioneer),Algodón,SI,Manual,SI,3.5,4465.116279,5,45,98,60000,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,92,0,0,0,0,0,90,0,0,0,0,0,3
2157,2000,Mecanizado,NO,DK 234 YGRR,Algodón,NO,Manual,SI,9,1695.348837,7,51,60,50000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
2158,2003,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Manual,SI,2,4625.581395,5,47,69,75000,17,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,45,0,0,45,0,0,45,0,0,0,0,0,3
2159,2004,Mecanizado,SI,DK 234,Algodón,SI,Mecanizada,NO,9,5086.046512,5,49,77,72000,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
2160,2005,Mecanizado,SI,DK 234,Algodón,SI,Manual,SI,2,4709.302326,5,47,79,73000,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,69,0,0,0,0,0,30,0,0,0,0,0,3
2161,2006,Mecanizado,NO,P4082 (Pioneer),Algodón,SI,Manual,SI,3,4991.860465,5,48,78,72000,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
2163,2007,Mecanizado,SI,PAC 105,Algodón,SI,Manual,SI,2,5116.27907,5,48,75,73000,17,0,0,0,0,0,0,0,0,0,2,1,0,0,1,7,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
2164,1998,Mecanizado,SI,Otro,Pastos,SI,Mecanizada,SI,5.5,1871.627907,5,45,83,62500,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,37.5,0,0,37.5,0,0,37.5,0,0,0,0,0,2
2165,2008,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Manual,SI,5,5339.534884,5,45,82,72000,17,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
2166,1997,Mecanizado,SI,PAC 105,Algodón,SI,Mecanizada,SI,3,1804.883721,5,46,89,62500,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,2
2167,2009,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Manual,SI,4,4897.674419,5,47,79,73000,16,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,115,0,0,0,0,0,30,0,0,0,0,0,3
2184,1966,Mecanizado,NO,DK 234 YGRR,Algodón,SI,Mecanizada,NO,15,2919.767442,4,49,85,55000,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1
2188,1968,Mecanizado,NO,Otro,Algodón,NO,Manual,NO,2.5,3861.627907,6,45,81,60000,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,30,0,0,0,0,0,3
2206,1992,Mecanizado,NO,Otro,Maiz,NO,Manual,SI,1,1976.744186,5,51,58,71452,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,2
2207,2081,Mecanizado,SI,P4082 (Pioneer),Maiz,SI,Manual,SI,1,3813.953488,5,45,89,70000,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1
2211,2082,Mecanizado,SI,Otro,Algodón,SI,Manual,SI,1.5,5116.27907,5,46,75,72000,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,92,0,0,0,0,0,90,0,0,0,0,0,4
2214,1978,Mecanizado,NO,PAC 105,Algodón,SI,Manual,NO,1,3488.372093,5,53,63,62500,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2216,1989,Manual,NO,DK 234 YGRR,Algodón,SI,Manual,NO,1,4409.302326,5,50,71,66666,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,2
2218,1988,Manual,NO,P4082 (Pioneer),Algodón,SI,Manual,NO,1.5,3344.023256,5,46,72,62500,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,2
2220,1987,Mecanizado,NO,P3966 (Pioneer),Algodón,SI,Mecanizada,NO,1.3,2250,5,48,71,62500,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,92,0,0,0,0,0,30,0,0,0,0,0,3
2222,1985,Mecanizado,NO,Otro,Maiz,SI,Manual,NO,1.5,6312.093023,5,46,76,75000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,108,0,0,10,0,0,60,0,0,0,0,0,6
2224,1984,Mecanizado,NO,PIONEER 30F35,Algodón,SI,Manual,NO,1,3627.906977,10,40,57,62500,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,87,0,0,46,0,0,30,0,0,0,0,0,3
2225,1983,Mecanizado,NO,PIONEER 30F35,Algodón,SI,Manual,NO,1.5,1931.860465,10,40,62,45000,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,78,0,0,23,0,0,60,0,0,0,0,0,3
2228,1981,Manual,SI,DK 234 YGRR,Algodón,SI,Manual,NO,3,4186.046512,4,51,65,75000,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2229,1980,Mecanizado,NO,PAC 105,Algodón,SI,Manual,NO,1,3720.930233,5,47,68,75000,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2233,2091,Mecanizado,SI,Otro,Algodón,SI,Manual,SI,1,4958.139535,5,46,75,71000,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,115,0,0,0,0,0,30,0,0,0,0,0,3
2234,2092,Mecanizado,NO,Otro,Algodón,SI,Manual,NO,2,3527.906977,5,45,79,72000,17,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
2235,2093,Mecanizado,SI,Otro,Algodón,SI,Manual,SI,1,4672.093023,5,45,79,71000,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,92,0,0,0,0,0,30,0,0,0,0,0,3
2236,2094,Mecanizado,SI,Otro,Algodón,SI,Manual,SI,3,5115.116279,5,46,79,72000,18,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,2
2237,2095,Mecanizado,NO,PIONEER 30F32,Algodón,SI,Manual,SI,1,4520.930233,5,47,70,72000,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,2
2238,2096,Mecanizado,NO,Otro,Algodón,SI,Manual,SI,1,4576.744186,5,46,75,70000,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,3
2241,2113,Mecanizado,NO,P3966 (Pioneer),Algodón,SI,Mecanizada,NO,8.9,3422.965116,5,51,69,62500,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2242,2112,Mecanizado,NO,Impacto (Syngenta),Algodón,SI,Mecanizada,SI,6,4418.604651,5,45,77,75000,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2243,2097,Mecanizado,NO,PAC 105,Algodón,SI,Manual,NO,1,1860.465116,5,53,65,75000,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,22.5,0,0,22.5,0,0,22.5,0,0,0,0,0,1
2267,2111,Mecanizado,NO,Otro,Algodón,SI,Mecanizada,SI,6,4125.348837,5,38,92,62500,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2
2275,2154,Mecanizado,SI,P4082 (Pioneer),Algodón,SI,Manual,SI,2,4862.790698,5,47,78,73000,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
2277,2155,Mecanizado,SI,PAC 105,Algodón,SI,Manual,SI,3,4709.302326,5,48,74,70000,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,92,0,0,0,0,0,60,0,0,0,0,0,4
